active_emergency_steps,assessment_insufficient_evidence_steps,assessment_no_candidate_steps,assessment_plan_found_steps,budget_exhausted_steps,case_comparator,cohort,controller,effective_emergency_steps,environment_seed,episode,final_active_mode,final_assessment_status,final_biosphere,final_effective_mode,final_institution,final_justice,final_pressure,final_selected_plan_mode,final_trust,first_irreversible_step,irreversible_entry,justice_floor_violation,master_seed,max_public_forecast_overshoot,max_unknown_streak,min_estimated_cr,min_justice,min_projected_boundary_margin,min_projected_final_budget,no_candidate_boundary_steps,no_candidate_braking_steps,no_candidate_budget_steps,phase,public_forecast_checked_steps,public_forecast_miss_steps,remaining_budget,requested_emergency_steps,requested_normal_steps,requested_precaution_steps,scenario,selected_plan_emergency_steps,selected_plan_normal_steps,selected_plan_precaution_steps,total_cost,trigger,true_boundary,unknown_steps
66,0,67,5,23,,primary,sustained_reserve,40,15804009067095553024,2,2,no_candidate_plan_within_declared_model,0.777202639,2,0.574039107,0.960762248,0.365966639,,0.841670838,-1,0,0,401,0.064364887,0,-2.45351883,0.667351804,-0.487237436,0.0,33,67,48,evaluation,71,9,0.0,69,0,3,closer_hidden_boundary,2,0,3,4.0,sustained_reserve,0.693830617,0
24,,,,9,,primary,reserve,18,14732801067571324980,3,2,,0.508227005,2,0.339075597,0.548400567,0.786781118,,0.847099829,71,1,0,401,,0,-10.364594795,0.548400567,,,,,,evaluation,,,0.0,27,22,23,closer_hidden_boundary,,,,4.0,reserve,0.767873365,0
68,0,66,6,23,,primary,sustained_reserve,42,14732801067571324980,3,2,no_candidate_plan_within_declared_model,0.697114699,2,0.441820977,0.755585081,0.485950249,,0.793037711,-1,0,0,401,0.066623741,0,0.117648338,0.648931934,-0.859209453,0.0,49,65,48,evaluation,71,8,0.0,71,0,1,closer_hidden_boundary,5,0,1,4.0,sustained_reserve,0.767873365,0
32,,,,0,,primary,reserve,28,10355017696138457399,4,2,,0.5464691,2,0.506710559,0.726823414,0.959034328,,0.94714117,62,1,0,401,,0,-12.462620169,0.641234388,,,,,,evaluation,,,0.079,35,34,3,closer_hidden_boundary,,,,3.921,reserve,0.659025828,0
66,0,65,7,23,,primary,sustained_reserve,40,10355017696138457399,4,2,no_candidate_plan_within_declared_model,0.751222727,2,0.460078031,0.851665368,0.470114541,,0.802785194,-1,0,0,401,0.052956967,0,-0.824558556,0.650540168,-0.768598242,0.0,38,64,48,evaluation,71,12,0.0,69,0,3,closer_hidden_boundary,4,0,3,4.0,sustained_reserve,0.659025828,0
56,,,,18,,primary,reserve,35,13382216273069640739,5,2,,0.299572405,2,0.14513328,0.693443511,1.860918617,,0.799793448,39,1,0,401,,0,-8.757647028,0.623864197,,,,,,evaluation,,,0.0,59,10,3,closer_hidden_boundary,,,,4.0,reserve,0.700614311,0
66,0,65,7,23,,primary,sustained_reserve,40,13382216273069640739,5,2,no_candidate_plan_within_declared_model,0.426898296,2,0.131860929,0.725406852,1.460965062,,0.75791765,55,1,0,401,0.070698149,0,-7.086376334,0.638505051,-2.317610092,0.0,65,65,48,evaluation,71,10,0.0,69,0,3,closer_hidden_boundary,4,0,3,4.0,sustained_reserve,0.700614311,0
33,,,,6,,primary,reserve,29,8312166938144218161,6,2,,0.580508882,0,0.643635928,0.965958205,0.644777195,,0.962100668,-1,0,0,401,,0,-4.826965134,0.662137523,,,,,,evaluation,,,0.0,36,33,3,closer_hidden_boundary,,,,4.0,reserve,0.765693909,0
67,0,66,6,23,,primary,sustained_reserve,41,8312166938144218161,6,2,no_candidate_plan_within_declared_model,0.753404772,2,0.578215025,0.959560771,0.406372046,,0.8363948,-1,0,0,401,0.049724143,0,-1.23764389,0.662137523,-0.641000173,0.0,33,65,48,evaluation,71,12,0.0,70,0,2,closer_hidden_boundary,4,0,2,4.0,sustained_reserve,0.765693909,0
27,,,,2,,primary,reserve,22,3962705183372991719,7,2,,0.514178875,2,0.445996102,0.692607895,0.738512919,,0.9340831,-1,0,0,401,,0,-9.475332532,0.635449599,,,,,,evaluation,,,0.0,30,27,15,closer_hidden_boundary,,,,4.0,reserve,0.753930437,0
65,0,63,9,23,,primary,sustained_reserve,39,3962705183372991719,7,2,no_candidate_plan_within_declared_model,0.715464714,2,0.44859088,0.841736211,0.44125864,,0.775351104,-1,0,0,401,0.081628491,0,3.636320589,0.654718293,-0.702065289,0.0,34,63,48,evaluation,71,12,0.0,68,0,4,closer_hidden_boundary,5,0,4,4.0,sustained_reserve,0.753930437,0
46,,,,11,,primary,reserve,32,466494984581002872,8,2,,0.260351849,2,0.388756578,0.776609984,1.932403385,,0.915875903,27,1,0,401,,0,-8.770545393,0.612054059,,,,,,evaluation,,,0.0,49,16,7,closer_hidden_boundary,,,,4.0,reserve,0.721244775,0
65,0,67,5,23,,primary,sustained_reserve,39,466494984581002872,8,2,no_candidate_plan_within_declared_model,0.637368204,2,0.426705716,0.845204112,0.714134792,,0.806796972,-1,0,0,401,0.036393099,0,3.016217724,0.661415311,-0.844503316,0.0,46,67,48,evaluation,71,6,0.0,68,1,3,closer_hidden_boundary,1,1,3,4.0,sustained_reserve,0.721244775,0
40,,,,10,,primary,reserve,27,688483036858962540,9,2,,0.443235923,2,0.400930921,0.795106523,1.396771815,,0.913039811,43,1,0,401,,0,-8.318354105,0.649898631,,,,,,evaluation,,,0.0,43,17,12,closer_hidden_boundary,,,,4.0,reserve,0.669837374,0
68,0,69,3,23,,primary,sustained_reserve,42,688483036858962540,9,2,no_candidate_plan_within_declared_model,0.666324566,2,0.412839837,0.881813085,0.594422858,,0.786554588,-1,0,0,401,0.067007285,0,-1.414644025,0.652464543,-1.039232499,0.0,42,68,48,evaluation,71,13,0.0,71,0,1,closer_hidden_boundary,2,0,1,4.0,sustained_reserve,0.669837374,0
47,,,,9,,primary,reserve,35,14845051279084890245,10,2,,0.469148587,2,0.609805333,0.973428894,1.353888156,,0.945326507,40,1,0,401,,0,-11.381596583,0.667741599,,,,,,evaluation,,,0.0,50,21,1,closer_hidden_boundary,,,,4.0,reserve,0.622933157,0
67,0,68,4,23,,primary,sustained_reserve,41,14845051279084890245,10,2,no_candidate_plan_within_declared_model,0.756637548,2,0.575897321,0.965051443,0.418517077,,0.835570062,-1,0,0,401,0.060803541,0,-3.316370763,0.668452244,-0.877705139,0.0,37,67,48,evaluation,71,12,0.0,70,0,2,closer_hidden_boundary,2,0,2,4.0,sustained_reserve,0.622933157,0
20,,,,0,,primary,reserve,16,15323987392304269192,11,2,,0.466396911,2,0.563828859,0.81820276,1.019306584,,0.968425906,57,1,0,401,,0,-11.0,0.665699874,,,,,,evaluation,,,0.1492,23,30,19,closer_hidden_boundary,,,,3.8508,reserve,0.756413065,0
67,0,69,3,23,,primary,sustained_reserve,41,15323987392304269192,11,2,no_candidate_plan_within_declared_model,0.735477108,2,0.557932236,0.955219733,0.401430551,,0.816425169,-1,0,0,401,0.046143562,0,1.639137568,0.667272528,-0.511317802,0.0,29,69,48,evaluation,71,6,0.0,70,0,2,closer_hidden_boundary,1,0,2,4.0,sustained_reserve,0.756413065,0
40,,,,8,,primary,reserve,29,10183718752960407178,12,2,,0.46002777,2,0.570116657,0.832368255,1.318852353,,0.942552042,42,1,0,401,,0,-8.031782674,0.656454664,,,,,,evaluation,,,0.0,43,21,8,closer_hidden_boundary,,,,4.0,reserve,0.655374871,0
66,0,65,7,23,,primary,sustained_reserve,40,10183718752960407178,12,2,no_candidate_plan_within_declared_model,0.733137634,2,0.563211358,0.926780148,0.44339456,,0.819287199,-1,0,0,401,0.058663443,0,1.138370369,0.665735447,-0.692367773,0.0,39,65,48,evaluation,71,5,0.0,69,0,3,closer_hidden_boundary,4,0,3,4.0,sustained_reserve,0.655374871,0
37,,,,11,,primary,reserve,23,3094801267066550008,13,2,,0.401364412,2,0.314910188,0.686956641,1.629119735,,0.871043873,36,1,0,401,,0,-9.997463254,0.581847908,,,,,,evaluation,,,0.0,40,12,20,closer_hidden_boundary,,,,4.0,reserve,0.664108248,0
67,0,66,6,23,,primary,sustained_reserve,41,3094801267066550008,13,2,no_candidate_plan_within_declared_model,0.710995361,2,0.415210733,0.844771387,0.594270038,,0.788167896,-1,0,0,401,0.062079984,0,0.831727192,0.655572388,-0.924199171,0.0,42,65,48,evaluation,71,11,0.0,70,0,2,closer_hidden_boundary,4,0,2,4.0,sustained_reserve,0.664108248,0
43,,,,7,,primary,reserve,33,11517108206777865013,14,2,,0.254145488,2,0.125591949,0.685663711,1.943261972,,0.80093318,32,1,0,401,,0,-13.0,0.583461397,,,,,,evaluation,,,0.0,46,24,2,closer_hidden_boundary,,,,4.0,reserve,0.661108003,0
65,0,66,6,23,,primary,sustained_reserve,39,11517108206777865013,14,2,no_candidate_plan_within_declared_model,0.540851748,2,0.034645954,0.697078116,1.114192639,,0.690081152,62,1,0,401,0.05549857,0,4.034423552,0.618007618,-1.470488268,0.0,52,65,48,evaluation,71,11,0.0,68,0,4,closer_hidden_boundary,2,0,4,4.0,sustained_reserve,0.661108003,0
28,,,,4,,primary,reserve,21,18309698995908524757,15,2,,0.445960316,2,0.346847406,0.771733494,1.173450944,,0.896334386,60,1,0,401,,0,-13.0,0.650340946,,,,,,evaluation,,,0.0,31,22,19,closer_hidden_boundary,,,,4.0,reserve,0.781087929,0
67,0,67,5,23,,primary,sustained_reserve,41,18309698995908524757,15,2,no_candidate_plan_within_declared_model,0.654585403,2,0.382436879,0.924177982,0.625679516,,0.788623457,-1,0,0,401,0.076557358,0,-1.672422038,0.650413016,-0.804455712,0.0,47,67,48,evaluation,71,7,0.0,70,0,2,closer_hidden_boundary,3,0,2,4.0,sustained_reserve,0.781087929,0
44,,,,9,,primary,reserve,32,14507246535438184655,0,2,,0.467202992,2,0.490505005,0.926323235,1.407743983,,0.938202996,43,1,0,503,,0,-11.314942385,0.663859291,,,,,,evaluation,,,0.0,47,21,4,closer_hidden_boundary,,,,4.0,reserve,0.696521939,0
68,0,68,4,23,,primary,sustained_reserve,42,14507246535438184655,0,2,no_candidate_plan_within_declared_model,0.719460223,2,0.481425891,0.937559056,0.550626023,,0.79009363,-1,0,0,503,0.092765733,0,-1.022324541,0.66501214,-1.06866934,0.0,46,66,48,evaluation,71,8,0.0,71,0,1,closer_hidden_boundary,3,0,1,4.0,sustained_reserve,0.696521939,0
39,,,,8,,primary,reserve,28,7502164766355850473,1,2,,0.433256365,2,0.57104616,0.917272615,1.416526228,,0.949149224,35,1,0,503,,0,-8.33654821,0.671847302,,,,,,evaluation,,,0.0,42,17,13,closer_hidden_boundary,,,,4.0,reserve,0.642466669,0
68,0,66,6,23,,primary,sustained_reserve,42,7502164766355850473,1,2,no_candidate_plan_within_declared_model,0.774613206,2,0.583121648,0.968635789,0.39628308,,0.840915833,-1,0,0,503,0.067316547,0,1.17132152,0.671847302,-0.622429496,0.0,35,65,48,evaluation,71,6,0.0,71,0,1,closer_hidden_boundary,5,0,1,4.0,sustained_reserve,0.642466669,0
50,,,,13,,primary,reserve,34,1392972506535981944,2,2,,0.263046565,2,0.355617401,0.868083981,1.8417231,,0.881599161,22,1,0,503,,0,-9.866603673,0.617582034,,,,,,evaluation,,,0.0,53,13,6,closer_hidden_boundary,,,,4.0,reserve,0.624402518,0
66,0,65,7,23,,primary,sustained_reserve,40,1392972506535981944,2,2,no_candidate_plan_within_declared_model,0.685671224,2,0.405485743,0.926981676,0.479396294,,0.790614396,-1,0,0,503,0.079332019,0,3.474066657,0.647066562,-0.794811905,0.0,37,65,48,evaluation,71,9,0.0,69,0,3,closer_hidden_boundary,4,0,3,4.0,sustained_reserve,0.624402518,0
31,,,,3,,primary,reserve,27,16650437693641795717,3,2,,0.570229118,0,0.27123341,0.926345889,0.769161828,,0.913468729,-1,0,0,503,,0,-7.430997698,0.624002893,,,,,,evaluation,,,0.0,34,32,6,closer_hidden_boundary,,,,4.0,reserve,0.77293248,0
67,0,67,5,23,,primary,sustained_reserve,41,16650437693641795717,3,2,no_candidate_plan_within_declared_model,0.738440312,2,0.135600691,0.854035055,0.52945624,,0.718639018,-1,0,0,503,0.088065816,0,-3.615005187,0.623727956,-0.805961291,0.0,39,67,48,evaluation,71,9,0.0,70,0,2,closer_hidden_boundary,3,0,2,4.0,sustained_reserve,0.77293248,0
42,,,,12,,primary,reserve,27,15260285073911315825,4,2,,0.351766952,2,0.247491771,0.679998522,1.658919134,,0.853256376,34,1,0,503,,0,-9.61245683,0.582099193,,,,,,evaluation,,,0.0,45,12,15,closer_hidden_boundary,,,,4.0,reserve,0.70722667,0
68,0,69,3,23,,primary,sustained_reserve,42,15260285073911315825,4,2,no_candidate_plan_within_declared_model,0.664964298,2,0.33519034,0.793291752,0.585535578,,0.784077341,-1,0,0,503,0.060705153,0,0.274053165,0.648183631,-0.90047405,0.0,44,69,48,evaluation,71,10,0.0,71,0,1,closer_hidden_boundary,2,0,1,4.0,sustained_reserve,0.70722667,0
50,,,,10,,primary,reserve,37,9033986013164043777,5,2,,0.285870726,2,0.107535163,0.845952819,1.89059633,,0.818984057,35,1,0,503,,0,-12.883233932,0.629832694,,,,,,evaluation,,,0.0,53,19,0,closer_hidden_boundary,,,,4.0,reserve,0.707836856,0
65,0,67,5,23,,primary,sustained_reserve,39,9033986013164043777,5,2,no_candidate_plan_within_declared_model,0.593947029,2,0.150080938,0.867129856,0.933637892,,0.72326571,66,1,0,503,0.109403648,0,-4.163733712,0.648974946,-1.573916713,0.0,54,67,48,evaluation,71,11,0.0,68,0,4,closer_hidden_boundary,1,0,4,4.0,sustained_reserve,0.707836856,0
42,,,,10,,primary,reserve,29,11635626335846214484,6,2,,0.364676147,2,0.381371656,0.733060398,1.554691629,,0.920756836,39,1,0,503,,0,-7.386899936,0.619978747,,,,,,evaluation,,,0.0,45,19,8,closer_hidden_boundary,,,,4.0,reserve,0.711255964,0
68,0,66,6,23,,primary,sustained_reserve,42,11635626335846214484,6,2,no_candidate_plan_within_declared_model,0.674060349,2,0.4299365,0.843311114,0.560373367,,0.817672999,-1,0,0,503,0.146482166,0,4.145638827,0.659260934,-1.107061588,0.0,39,64,48,evaluation,71,7,0.0,71,0,1,closer_hidden_boundary,5,0,1,4.0,sustained_reserve,0.711255964,0
48,,,,10,,primary,reserve,35,13525149703185477343,7,2,,0.348361714,2,0.0,0.51588166,1.863881778,,0.56029678,37,1,0,503,,0,-13.0,0.504220549,,,,,,evaluation,,,0.0,51,18,3,closer_hidden_boundary,,,,4.0,reserve,0.754648678,0
68,0,67,5,23,,primary,sustained_reserve,42,13525149703185477343,7,2,no_candidate_plan_within_declared_model,0.627588055,2,0.0,0.589677093,1.063802915,,0.57145306,60,1,0,503,0.046090037,0,-0.184648006,0.577961716,-1.557001004,0.0,54,67,48,evaluation,71,6,0.0,71,0,1,closer_hidden_boundary,4,0,1,4.0,sustained_reserve,0.754648678,0
49,,,,10,,primary,reserve,36,17705892780363619842,8,2,,0.395351087,2,0.498020611,0.904006639,1.573722105,,0.925128261,39,1,0,503,,0,-10.653981777,0.64927587,,,,,,evaluation,,,0.0,52,20,0,closer_hidden_boundary,,,,4.0,reserve,0.730215453,0
68,0,69,3,23,,primary,sustained_reserve,42,17705892780363619842,8,2,no_candidate_plan_within_declared_model,0.685856724,2,0.48708147,0.944874607,0.628618072,,0.808706843,-1,0,0,503,0.038487844,0,-1.165232039,0.658409197,-0.782818536,0.0,49,68,48,evaluation,71,8,0.0,71,0,1,closer_hidden_boundary,2,0,1,4.0,sustained_reserve,0.730215453,0
45,,,,12,,primary,reserve,30,12589318634424385521,9,2,,0.310494363,2,0.172623757,0.712878326,1.884970724,,0.838390612,27,1,0,503,,0,-11.0,0.59801055,,,,,,evaluation,,,0.0,48,14,10,closer_hidden_boundary,,,,4.0,reserve,0.616520252,0
68,0,66,6,23,,primary,sustained_reserve,42,12589318634424385521,9,2,no_candidate_plan_within_declared_model,0.68602714,2,0.291411246,0.823610492,0.611616871,,0.756045045,-1,0,0,503,0.103149107,0,-2.904401697,0.635359213,-1.003899647,0.0,49,65,48,evaluation,71,10,0.0,71,0,1,closer_hidden_boundary,5,0,1,4.0,sustained_reserve,0.616520252,0
44,,,,10,,primary,reserve,31,4053438918554722444,10,2,,0.296382715,2,0.287699929,0.837380841,1.769588962,,0.87599634,37,1,0,503,,0,-12.792876398,0.642318762,,,,,,evaluation,,,0.0,47,18,7,closer_hidden_boundary,,,,4.0,reserve,0.69859142,0
68,0,66,6,23,,primary,sustained_reserve,42,4053438918554722444,10,2,no_candidate_plan_within_declared_model,0.597451881,2,0.327721309,0.91967031,0.801935382,,0.772829672,69,1,0,503,0.057805009,0,2.997343794,0.648278407,-1.042256081,0.0,49,65,48,evaluation,71,11,0.0,71,0,1,closer_hidden_boundary,5,0,1,4.0,sustained_reserve,0.69859142,0
47,,,,9,,primary,reserve,35,17731734540527883231,11,2,,0.347450674,2,0.442534045,0.914917924,1.599409874,,0.933258487,37,1,0,503,,0,-11.526371116,0.648428074,,,,,,evaluation,,,0.0,50,22,0,closer_hidden_boundary,,,,4.0,reserve,0.684917041,0
67,0,66,6,23,,primary,sustained_reserve,41,17731734540527883231,11,2,no_candidate_plan_within_declared_model,0.640690444,2,0.401106272,0.934394973,0.635537255,,0.805618737,-1,0,0,503,0.104019398,0,-5.957715195,0.657245,-0.799805403,0.0,47,66,48,evaluation,71,7,0.0,70,0,2,closer_hidden_boundary,4,0,2,4.0,sustained_reserve,0.684917041,0
46,,,,11,,primary,reserve,32,10779228214608787929,12,2,,0.314138895,2,0.0,0.585262834,1.900215038,,0.691416689,37,1,0,503,,0,-12.0,0.554029826,,,,,,evaluation,,,0.0,49,17,6,closer_hidden_boundary,,,,4.0,reserve,0.772765743,0
67,0,68,4,23,,primary,sustained_reserve,41,10779228214608787929,12,2,no_candidate_plan_within_declared_model,0.597695506,2,0.0,0.652442549,1.039080281,,0.710090431,64,1,0,503,0.089914609,0,1.690730606,0.628235252,-1.749888687,0.0,52,68,48,evaluation,71,14,0.0,70,0,2,closer_hidden_boundary,2,0,2,4.0,sustained_reserve,0.772765743,0
52,,,,13,,primary,reserve,36,160552893719091600,13,2,,0.282266916,2,0.283155207,0.706735159,1.900245467,,0.814364636,34,1,0,503,,0,-13.0,0.633467837,,,,,,evaluation,,,0.0,55,15,2,closer_hidden_boundary,,,,4.0,reserve,0.661295886,0
66,0,67,5,23,,primary,sustained_reserve,40,160552893719091600,13,2,no_candidate_plan_within_declared_model,0.517983332,2,0.290389524,0.767267238,1.194191085,,0.751434638,59,1,0,503,0.038054338,0,-3.872037596,0.6488936,-1.704599833,0.0,64,67,48,evaluation,71,9,0.0,69,0,3,closer_hidden_boundary,2,0,3,4.0,sustained_reserve,0.661295886,0
39,,,,5,,primary,reserve,31,11556184036138153309,14,2,,0.504193939,2,0.506154583,0.911931316,1.105772404,,0.961036601,50,1,0,503,,0,-7.517826659,0.645518037,,,,,,evaluation,,,0.0,42,26,4,closer_hidden_boundary,,,,4.0,reserve,0.697779526,0
68,0,66,6,23,,primary,sustained_reserve,42,11556184036138153309,14,2,no_candidate_plan_within_declared_model,0.773319935,2,0.469087248,0.91390602,0.434196423,,0.787517781,-1,0,0,503,0.059801546,0,7.442653213,0.662930287,-0.684489352,0.0,31,64,48,evaluation,71,9,0.0,71,0,1,closer_hidden_boundary,5,0,1,4.0,sustained_reserve,0.697779526,0
51,,,,13,,primary,reserve,35,17859448831562131230,15,2,,0.28311485,2,0.0,0.535588163,1.898548668,,0.587025014,38,1,0,503,,0,-13.0,0.535588163,,,,,,evaluation,,,0.0,54,14,4,closer_hidden_boundary,,,,4.0,reserve,0.673234305,0
68,0,68,4,23,,primary,sustained_reserve,42,17859448831562131230,15,2,no_candidate_plan_within_declared_model,0.560092653,2,0.0,0.652595981,1.032280747,,0.631945322,63,1,0,503,0.060901004,0,-2.575214151,0.611427578,-1.724413721,0.0,57,67,48,evaluation,71,14,0.0,71,0,1,closer_hidden_boundary,3,0,1,4.0,sustained_reserve,0.673234305,0
42,,,,11,,primary,reserve,28,16519582356538312397,0,2,,0.341384607,2,0.364143322,0.78063106,1.717512559,,0.898645919,34,1,0,607,,0,-12.0,0.650279871,,,,,,evaluation,,,0.0,45,15,12,closer_hidden_boundary,,,,4.0,reserve,0.677766661,0
67,0,69,3,23,,primary,sustained_reserve,41,16519582356538312397,0,2,no_candidate_plan_within_declared_model,0.664465716,2,0.43458273,0.890362564,0.626516479,,0.78841428,-1,0,0,607,0.046180778,0,-3.078808583,0.651592282,-0.974869376,0.0,50,69,48,evaluation,71,12,0.0,70,0,2,closer_hidden_boundary,1,0,2,4.0,sustained_reserve,0.677766661,0
27,,,,0,,primary,reserve,23,15014598973633559170,1,2,,0.520584943,2,0.378716467,0.699468276,1.001131382,,0.897948319,62,1,0,607,,0,-13.0,0.614176049,,,,,,evaluation,,,0.0648,30,31,11,closer_hidden_boundary,,,,3.9352,reserve,0.704165261,0
66,0,65,7,23,,primary,sustained_reserve,40,15014598973633559170,1,2,no_candidate_plan_within_declared_model,0.788567685,2,0.390211834,0.847426854,0.4233428,,0.738861352,-1,0,0,607,0.057822342,0,-0.344262007,0.65022307,-0.63999933,0.0,33,64,48,evaluation,71,7,0.0,69,0,3,closer_hidden_boundary,4,0,3,4.0,sustained_reserve,0.704165261,0
50,,,,12,,primary,reserve,35,14352298113746820703,2,2,,0.235149413,2,0.283671736,0.731623474,1.911538357,,0.869640168,32,1,0,607,,0,-13.0,0.639628813,,,,,,evaluation,,,0.0,53,17,2,closer_hidden_boundary,,,,4.0,reserve,0.673887545,0
67,0,70,2,23,,primary,sustained_reserve,41,14352298113746820703,2,2,no_candidate_plan_within_declared_model,0.5169168,2,0.301805237,0.798525606,1.031578886,,0.780519581,63,1,0,607,0.051510883,0,-1.559492378,0.64491947,-1.819202212,0.0,55,70,48,evaluation,71,11,0.0,70,0,2,closer_hidden_boundary,0,0,2,4.0,sustained_reserve,0.673887545,0
45,,,,12,,primary,reserve,30,4632938823472088820,3,2,,0.242717352,2,0.215537387,0.76510674,1.91255737,,0.82559558,35,1,0,607,,0,-12.191929781,0.643122498,,,,,,evaluation,,,0.0,48,15,9,closer_hidden_boundary,,,,4.0,reserve,0.714432475,0
68,0,69,3,23,,primary,sustained_reserve,42,4632938823472088820,3,2,no_candidate_plan_within_declared_model,0.488403833,2,0.252946325,0.846023047,1.136319036,,0.754596365,62,1,0,607,0.071625725,0,0.312499291,0.649837086,-2.030247232,0.0,59,69,48,evaluation,71,5,0.0,71,0,1,closer_hidden_boundary,2,0,1,4.0,sustained_reserve,0.714432475,0
47,,,,9,,primary,reserve,35,2287919376212702517,4,2,,0.441876112,2,0.262485382,0.717841474,1.413204254,,0.87001757,45,1,0,607,,0,-8.752706402,0.614079348,,,,,,evaluation,,,0.0,50,21,1,closer_hidden_boundary,,,,4.0,reserve,0.734943956,0
68,0,65,7,23,,primary,sustained_reserve,42,2287919376212702517,4,2,no_candidate_plan_within_declared_model,0.699689026,2,0.285568153,0.794408853,0.578740028,,0.751262208,-1,0,0,607,0.037391243,0,-2.694420158,0.635235224,-0.868334525,0.0,46,64,48,evaluation,71,6,0.0,71,0,1,closer_hidden_boundary,6,0,1,4.0,sustained_reserve,0.734943956,0
36,,,,6,,primary,reserve,27,12382382542312678492,5,2,,0.437688926,2,0.458618726,0.799579997,1.43537806,,0.959398341,37,1,0,607,,0,-11.302046448,0.61451096,,,,,,evaluation,,,0.0,39,20,13,closer_hidden_boundary,,,,4.0,reserve,0.685035957,0
67,0,67,5,23,,primary,sustained_reserve,41,12382382542312678492,5,2,no_candidate_plan_within_declared_model,0.761976134,2,0.458939599,0.896766184,0.443710571,,0.81669309,-1,0,0,607,0.034501178,0,4.310365063,0.657881591,-0.844657381,0.0,35,67,48,evaluation,71,10,0.0,70,0,2,closer_hidden_boundary,3,0,2,4.0,sustained_reserve,0.685035957,0
41,,,,4,,primary,reserve,34,4428411888319307125,6,2,,0.500213031,2,0.641778772,0.997865129,1.133464453,,0.977146963,45,1,0,607,,0,-7.634867339,0.671635433,,,,,,evaluation,,,0.0,44,28,0,closer_hidden_boundary,,,,4.0,reserve,0.669734496,0
67,0,67,5,23,,primary,sustained_reserve,41,4428411888319307125,6,2,no_candidate_plan_within_declared_model,0.785985289,2,0.598751536,0.961954103,0.38259434,,0.828158397,-1,0,0,607,0.108342763,0,5.383053524,0.671635433,-0.542868369,0.0,29,67,48,evaluation,71,10,0.0,70,0,2,closer_hidden_boundary,3,0,2,4.0,sustained_reserve,0.669734496,0
34,,,,2,,primary,reserve,29,3523441179529093915,7,2,,0.527800339,2,0.597931847,0.997284418,0.953479336,,0.992572375,62,1,0,607,,0,-11.286609552,0.668631871,,,,,,evaluation,,,0.0,37,31,4,closer_hidden_boundary,,,,4.0,reserve,0.729212787,0
66,0,66,6,23,,primary,sustained_reserve,40,3523441179529093915,7,2,no_candidate_plan_within_declared_model,0.73515457,2,0.506197339,0.948797766,0.471766219,,0.82717338,-1,0,0,607,0.055024111,0,-0.497860111,0.671441271,-0.641940535,0.0,49,66,48,evaluation,71,6,0.0,69,0,3,closer_hidden_boundary,3,0,3,4.0,sustained_reserve,0.729212787,0
51,,,,17,,primary,reserve,31,17695181745786663424,8,2,,0.245238544,2,0.237082523,0.736558025,1.907502168,,0.800151355,35,1,0,607,,0,-10.196240767,0.647924077,,,,,,evaluation,,,0.0,54,9,9,closer_hidden_boundary,,,,4.0,reserve,0.664914414,0
68,0,70,2,23,,primary,sustained_reserve,42,17695181745786663424,8,2,no_candidate_plan_within_declared_model,0.462112742,2,0.326191306,0.854937286,1.211809821,,0.762785818,59,1,0,607,0.073069382,0,-7.892583193,0.650038903,-1.919919299,0.0,63,70,48,evaluation,71,11,0.0,71,0,1,closer_hidden_boundary,1,0,1,4.0,sustained_reserve,0.664914414,0
58,,,,18,,primary,reserve,37,14721617548725135238,9,2,,0.201790322,2,0.0,0.450006471,2.23711719,,0.382536982,26,1,0,607,,0,-10.0,0.450006471,,,,,,evaluation,,,0.0,61,9,2,closer_hidden_boundary,,,,4.0,reserve,0.676999579,0
65,0,66,6,23,,primary,sustained_reserve,39,14721617548725135238,9,2,no_candidate_plan_within_declared_model,0.465884127,2,0.0,0.548970953,1.511749969,,0.467353466,50,1,0,607,0.074316412,0,-6.464989094,0.548970953,-2.247311927,0.0,63,66,48,evaluation,71,11,0.0,68,0,4,closer_hidden_boundary,2,0,4,4.0,sustained_reserve,0.676999579,0
36,,,,4,,primary,reserve,29,17510369190986973238,10,2,,0.586758908,2,0.585062472,0.881073073,0.738784291,,0.960801649,71,1,0,607,,0,-7.347109944,0.654026923,,,,,,evaluation,,,0.0,39,31,2,closer_hidden_boundary,,,,4.0,reserve,0.728185962,0
67,0,68,4,23,,primary,sustained_reserve,41,17510369190986973238,10,2,no_candidate_plan_within_declared_model,0.771871766,2,0.520088426,0.945397756,0.457712432,,0.785810882,-1,0,0,607,0.06360128,0,-0.842476404,0.660018221,-0.703174874,0.0,40,68,48,evaluation,71,9,0.0,70,0,2,closer_hidden_boundary,2,0,2,4.0,sustained_reserve,0.728185962,0
42,,,,10,,primary,reserve,29,6576852216492918907,11,2,,0.420448495,2,0.057395873,0.636556299,1.461628965,,0.751801171,45,1,0,607,,0,-10.869876155,0.595668094,,,,,,evaluation,,,0.0,45,15,12,closer_hidden_boundary,,,,4.0,reserve,0.726959961,0
68,0,68,4,23,,primary,sustained_reserve,42,6576852216492918907,11,2,no_candidate_plan_within_declared_model,0.635732537,2,0.118491939,0.741010541,0.677537934,,0.704173327,-1,0,0,607,0.085287715,0,-1.487278032,0.621538155,-1.003720743,0.0,50,68,48,evaluation,71,11,0.0,71,0,1,closer_hidden_boundary,3,0,1,4.0,sustained_reserve,0.726959961,0
