active_emergency_steps,assessment_insufficient_evidence_steps,assessment_no_candidate_steps,assessment_plan_found_steps,budget_exhausted_steps,case_comparator,cohort,controller,effective_emergency_steps,environment_seed,episode,final_active_mode,final_assessment_status,final_biosphere,final_effective_mode,final_institution,final_justice,final_pressure,final_selected_plan_mode,final_trust,first_irreversible_step,irreversible_entry,justice_floor_violation,master_seed,max_public_forecast_overshoot,max_unknown_streak,min_estimated_cr,min_justice,min_projected_boundary_margin,min_projected_final_budget,no_candidate_boundary_steps,no_candidate_braking_steps,no_candidate_budget_steps,phase,public_forecast_checked_steps,public_forecast_miss_steps,remaining_budget,requested_emergency_steps,requested_normal_steps,requested_precaution_steps,scenario,selected_plan_emergency_steps,selected_plan_normal_steps,selected_plan_precaution_steps,total_cost,trigger,true_boundary,unknown_steps
26,,,,0,,primary,reserve,22,9739973216299283601,0,2,,0.562707323,2,0.640169521,0.807560256,0.706083346,,0.989078187,-1,0,0,401,,0,-8.734587324,0.66828397,,,,,,evaluation,,,0.1996,29,34,9,baseline,,,,3.8004,reserve,1.085376579,0
67,0,66,6,23,,primary,sustained_reserve,41,9739973216299283601,0,2,no_candidate_plan_within_declared_model,0.773111519,2,0.591848284,0.951878513,0.372805813,,0.842898601,-1,0,0,401,0.04446713,0,3.867281767,0.671377532,-0.821102625,0.0,37,66,48,evaluation,71,8,0.0,70,0,2,baseline,4,0,2,4.0,sustained_reserve,1.085376579,0
50,,,,12,,primary,reserve,36,497360197865448171,1,2,,0.486922163,2,0.150862667,0.753322655,0.983265027,,0.843371241,-1,0,0,401,,0,-9.170306846,0.610618533,,,,,,evaluation,,,0.0,53,18,1,baseline,,,,4.0,reserve,1.095106971,0
67,0,68,4,23,,primary,sustained_reserve,41,497360197865448171,1,2,no_candidate_plan_within_declared_model,0.637653895,2,0.184883857,0.819461432,0.747219766,,0.772900587,-1,0,0,401,0.072678357,0,-1.839161115,0.623117061,-0.9007647,0.0,56,68,48,evaluation,71,9,0.0,70,0,2,baseline,2,0,2,4.0,sustained_reserve,1.095106971,0
21,,,,0,,primary,reserve,21,15804009067095553024,2,1,,0.539919639,0,0.631750022,0.942046976,0.700621228,,1.0,-1,0,0,401,,0,-2.691659973,0.666268948,,,,,,evaluation,,,0.1218,23,38,11,baseline,,,,3.8782,reserve,0.991186596,0
66,0,67,5,23,,primary,sustained_reserve,40,15804009067095553024,2,2,no_candidate_plan_within_declared_model,0.777202639,2,0.574039107,0.960762248,0.365966639,,0.841670838,-1,0,0,401,0.064364887,0,-2.45351883,0.667351804,-0.487237436,0.0,33,67,48,evaluation,71,9,0.0,69,0,3,baseline,2,0,3,4.0,sustained_reserve,0.991186596,0
24,,,,9,,primary,reserve,18,14732801067571324980,3,2,,0.508227005,2,0.339075597,0.548400567,0.786781118,,0.847099829,-1,0,0,401,,0,-10.364594795,0.548400567,,,,,,evaluation,,,0.0,27,22,23,baseline,,,,4.0,reserve,1.09696195,0
68,0,66,6,23,,primary,sustained_reserve,42,14732801067571324980,3,2,no_candidate_plan_within_declared_model,0.697114699,2,0.441820977,0.755585081,0.485950249,,0.793037711,-1,0,0,401,0.066623741,0,0.117648338,0.648931934,-0.859209453,0.0,49,65,48,evaluation,71,8,0.0,71,0,1,baseline,5,0,1,4.0,sustained_reserve,1.09696195,0
32,,,,0,,primary,reserve,28,10355017696138457399,4,2,,0.552220609,2,0.503349582,0.725253874,0.782278282,,0.946481406,-1,0,0,401,,0,-9.210876027,0.641234388,,,,,,evaluation,,,0.079,35,34,3,baseline,,,,3.921,reserve,0.941465469,0
66,0,65,7,23,,primary,sustained_reserve,40,10355017696138457399,4,2,no_candidate_plan_within_declared_model,0.751222727,2,0.460078031,0.851665368,0.470114541,,0.802785194,-1,0,0,401,0.052956967,0,-0.824558556,0.650540168,-0.768598242,0.0,38,64,48,evaluation,71,12,0.0,69,0,3,baseline,4,0,3,4.0,sustained_reserve,0.941465469,0
56,,,,18,,primary,reserve,35,13382216273069640739,5,2,,0.383941059,2,0.139214329,0.690578279,1.324424541,,0.797033561,65,1,0,401,,0,-7.538643494,0.623864197,,,,,,evaluation,,,0.0,59,10,3,baseline,,,,4.0,reserve,1.000877588,0
66,0,65,7,23,,primary,sustained_reserve,40,13382216273069640739,5,2,no_candidate_plan_within_declared_model,0.445034179,2,0.12664298,0.722979899,1.241479294,,0.753706592,66,1,0,401,0.070698149,0,-7.086376334,0.638505051,-1.914669908,0.0,65,65,48,evaluation,71,11,0.0,69,0,3,baseline,4,0,3,4.0,sustained_reserve,1.000877588,0
33,,,,6,,primary,reserve,29,8312166938144218161,6,2,,0.580508882,0,0.643635928,0.965958205,0.644777195,,0.962100668,-1,0,0,401,,0,-4.826965134,0.662137523,,,,,,evaluation,,,0.0,36,33,3,baseline,,,,4.0,reserve,1.093848442,0
67,0,66,6,23,,primary,sustained_reserve,41,8312166938144218161,6,2,no_candidate_plan_within_declared_model,0.753404772,2,0.578215025,0.959560771,0.406372046,,0.8363948,-1,0,0,401,0.049724143,0,-1.23764389,0.662137523,-0.641000173,0.0,33,65,48,evaluation,71,12,0.0,70,0,2,baseline,4,0,2,4.0,sustained_reserve,1.093848442,0
27,,,,2,,primary,reserve,22,3962705183372991719,7,2,,0.514178875,2,0.445996102,0.692607895,0.738512919,,0.9340831,-1,0,0,401,,0,-9.475332532,0.635449599,,,,,,evaluation,,,0.0,30,27,15,baseline,,,,4.0,reserve,1.077043482,0
65,0,63,9,23,,primary,sustained_reserve,39,3962705183372991719,7,2,no_candidate_plan_within_declared_model,0.715464714,2,0.44859088,0.841736211,0.44125864,,0.775351104,-1,0,0,401,0.081628491,0,3.636320589,0.654718293,-0.702065289,0.0,34,63,48,evaluation,71,12,0.0,68,0,4,baseline,5,0,4,4.0,sustained_reserve,1.077043482,0
36,,,,7,,primary,reserve,26,466494984581002872,8,2,,0.408403859,2,0.351370226,0.692849988,1.046860076,,0.883543418,71,1,0,401,,0,-7.0,0.612054059,,,,,,evaluation,,,0.0,39,26,7,baseline,,,,4.0,reserve,1.030349678,0
65,0,67,5,23,,primary,sustained_reserve,39,466494984581002872,8,2,no_candidate_plan_within_declared_model,0.637368204,2,0.426705716,0.845204112,0.714134792,,0.806796972,-1,0,0,401,0.036393099,0,3.016217724,0.661415311,-0.844503316,0.0,46,67,48,evaluation,71,6,0.0,68,1,3,baseline,1,1,3,4.0,sustained_reserve,1.030349678,0
27,,,,6,,primary,reserve,21,688483036858962540,9,2,,0.505382492,2,0.409085477,0.75736578,0.831028516,,0.914656138,-1,0,0,401,,0,-6.849397321,0.649898631,,,,,,evaluation,,,0.0,30,27,15,baseline,,,,4.0,reserve,0.956910535,0
68,0,69,3,23,,primary,sustained_reserve,42,688483036858962540,9,2,no_candidate_plan_within_declared_model,0.666324566,2,0.412839837,0.881813085,0.594422858,,0.786554588,-1,0,0,401,0.067007285,0,-1.414644025,0.652464543,-1.039232499,0.0,42,68,48,evaluation,71,13,0.0,71,0,1,baseline,2,0,1,4.0,sustained_reserve,0.956910535,0
36,,,,1,,primary,reserve,32,14845051279084890245,10,2,,0.537554559,2,0.650741619,0.939036987,0.750937748,,0.994620008,-1,0,0,401,,0,-10.629159187,0.667741599,,,,,,evaluation,,,0.0,39,32,1,baseline,,,,4.0,reserve,0.88990451,0
67,0,68,4,23,,primary,sustained_reserve,41,14845051279084890245,10,2,no_candidate_plan_within_declared_model,0.756637548,2,0.575897321,0.965051443,0.418517077,,0.835570062,-1,0,0,401,0.060803541,0,-3.316370763,0.668452244,-0.877705139,0.0,37,67,48,evaluation,71,12,0.0,70,0,2,baseline,2,0,2,4.0,sustained_reserve,0.88990451,0
19,,,,0,,primary,reserve,15,15323987392304269192,11,2,,0.481585488,0,0.556719017,0.81244807,0.744005905,,0.963813016,-1,0,0,401,,0,-9.035712007,0.665699874,,,,,,evaluation,,,0.1624,21,32,19,baseline,,,,3.8376,reserve,1.080590093,0
67,0,69,3,23,,primary,sustained_reserve,41,15323987392304269192,11,2,no_candidate_plan_within_declared_model,0.735477108,2,0.557932236,0.955219733,0.401430551,,0.816425169,-1,0,0,401,0.046143562,0,1.639137568,0.667272528,-0.511317802,0.0,29,69,48,evaluation,71,6,0.0,70,0,2,baseline,1,0,2,4.0,sustained_reserve,1.080590093,0
30,,,,5,,primary,reserve,27,10183718752960407178,12,2,,0.529700777,0,0.570709389,0.793952237,0.725862289,,0.964468486,-1,0,0,401,,0,-5.927319168,0.656454664,,,,,,evaluation,,,0.0,33,31,8,baseline,,,,4.0,reserve,0.936249816,0
66,0,65,7,23,,primary,sustained_reserve,40,10183718752960407178,12,2,no_candidate_plan_within_declared_model,0.733137634,2,0.563211358,0.926780148,0.44339456,,0.819287199,-1,0,0,401,0.058663443,0,1.138370369,0.665735447,-0.692367773,0.0,39,65,48,evaluation,71,5,0.0,69,0,3,baseline,4,0,3,4.0,sustained_reserve,0.936249816,0
20,,,,3,,primary,reserve,14,3094801267066550008,13,2,,0.472297918,2,0.277090619,0.605483672,0.979308819,,0.834262803,71,1,0,401,,0,-12.021359028,0.581343836,,,,,,evaluation,,,0.0,23,23,26,baseline,,,,4.0,reserve,0.948726068,0
67,0,66,6,23,,primary,sustained_reserve,41,3094801267066550008,13,2,no_candidate_plan_within_declared_model,0.710995361,2,0.415210733,0.844771387,0.594270038,,0.788167896,-1,0,0,401,0.062079984,0,0.831727192,0.655572388,-0.924199171,0.0,42,65,48,evaluation,71,11,0.0,70,0,2,baseline,4,0,2,4.0,sustained_reserve,0.948726068,0
43,,,,7,,primary,reserve,33,11517108206777865013,14,2,,0.3722056,2,0.12027678,0.682923912,1.379321107,,0.801476235,59,1,0,401,,0,-13.0,0.58327018,,,,,,evaluation,,,0.0,46,24,2,baseline,,,,4.0,reserve,0.944440005,0
65,0,66,6,23,,primary,sustained_reserve,39,11517108206777865013,14,2,no_candidate_plan_within_declared_model,0.547549345,2,0.034645954,0.697078116,0.991957746,,0.690616374,68,1,0,401,0.05549857,0,4.034423552,0.618007618,-1.470488268,0.0,52,65,48,evaluation,71,11,0.0,68,0,4,baseline,2,0,4,4.0,sustained_reserve,0.944440005,0
28,,,,4,,primary,reserve,21,18309698995908524757,15,2,,0.456703064,2,0.346584183,0.771596544,0.952160808,,0.896976101,-1,0,0,401,,0,-13.0,0.650340946,,,,,,evaluation,,,0.0,31,22,19,baseline,,,,4.0,reserve,1.115839898,0
67,0,67,5,23,,primary,sustained_reserve,41,18309698995908524757,15,2,no_candidate_plan_within_declared_model,0.654585403,2,0.382436879,0.924177982,0.625679516,,0.788623457,-1,0,0,401,0.076557358,0,-1.672422038,0.650413016,-0.804455712,0.0,47,67,48,evaluation,71,7,0.0,70,0,2,baseline,3,0,2,4.0,sustained_reserve,1.115839898,0
36,,,,8,,primary,reserve,30,14507246535438184655,0,2,,0.533775339,2,0.485381012,0.918841645,0.832227777,,0.938967554,-1,0,0,503,,0,-9.846713543,0.663859291,,,,,,evaluation,,,0.0,39,29,4,baseline,,,,4.0,reserve,0.995031341,0
68,0,68,4,23,,primary,sustained_reserve,42,14507246535438184655,0,2,no_candidate_plan_within_declared_model,0.719460223,2,0.481425891,0.937559056,0.550626023,,0.79009363,-1,0,0,503,0.092765733,0,-1.022324541,0.66501214,-1.06866934,0.0,46,66,48,evaluation,71,8,0.0,71,0,1,baseline,3,0,1,4.0,sustained_reserve,0.995031341,0
26,,,,0,,primary,reserve,22,7502164766355850473,1,2,,0.514572518,2,0.606195871,0.866669218,0.741802333,,1.0,-1,0,0,503,,0,-9.697559114,0.671847302,,,,,,evaluation,,,0.1314,29,30,13,baseline,,,,3.8686,reserve,0.917809527,0
68,0,66,6,23,,primary,sustained_reserve,42,7502164766355850473,1,2,no_candidate_plan_within_declared_model,0.774613206,2,0.583121648,0.968635789,0.39628308,,0.840915833,-1,0,0,503,0.067316547,0,1.17132152,0.671847302,-0.622429496,0.0,35,65,48,evaluation,71,6,0.0,71,0,1,baseline,5,0,1,4.0,sustained_reserve,0.917809527,0
36,,,,7,,primary,reserve,28,1392972506535981944,2,2,,0.437704522,0,0.36508229,0.835920532,0.849907572,,0.924118056,-1,0,0,503,,0,-10.290027655,0.617582034,,,,,,evaluation,,,0.0,39,24,9,baseline,,,,4.0,reserve,0.892003597,0
66,0,65,7,23,,primary,sustained_reserve,40,1392972506535981944,2,2,no_candidate_plan_within_declared_model,0.685671224,2,0.405485743,0.926981676,0.479396294,,0.790614396,-1,0,0,503,0.079332019,0,3.474066657,0.647066562,-0.794811905,0.0,37,65,48,evaluation,71,9,0.0,69,0,3,baseline,4,0,3,4.0,sustained_reserve,0.892003597,0
31,,,,3,,primary,reserve,27,16650437693641795717,3,2,,0.570229118,0,0.27123341,0.926345889,0.769161828,,0.913468729,-1,0,0,503,,0,-7.430997698,0.624002893,,,,,,evaluation,,,0.0,34,32,6,baseline,,,,4.0,reserve,1.104189257,0
67,0,67,5,23,,primary,sustained_reserve,41,16650437693641795717,3,2,no_candidate_plan_within_declared_model,0.738440312,2,0.135600691,0.854035055,0.52945624,,0.718639018,-1,0,0,503,0.088065816,0,-3.615005187,0.623727956,-0.805961291,0.0,39,67,48,evaluation,71,9,0.0,70,0,2,baseline,3,0,2,4.0,sustained_reserve,1.104189257,0
30,,,,4,,primary,reserve,23,15260285073911315825,4,2,,0.423605512,2,0.232926739,0.621759097,0.9785671,,0.835065585,-1,0,0,503,,0,-12.757618099,0.582099193,,,,,,evaluation,,,0.0,33,24,15,baseline,,,,4.0,reserve,1.010323814,0
68,0,69,3,23,,primary,sustained_reserve,42,15260285073911315825,4,2,no_candidate_plan_within_declared_model,0.664964298,2,0.33519034,0.793291752,0.585535578,,0.784077341,-1,0,0,503,0.060705153,0,0.274053165,0.648183631,-0.90047405,0.0,44,69,48,evaluation,71,10,0.0,71,0,1,baseline,2,0,1,4.0,sustained_reserve,1.010323814,0
50,,,,10,,primary,reserve,37,9033986013164043777,5,2,,0.399923544,2,0.104452316,0.84412684,1.219322623,,0.821540138,67,1,0,503,,0,-11.719108492,0.629832694,,,,,,evaluation,,,0.0,53,19,0,baseline,,,,4.0,reserve,1.011195509,0
65,0,67,5,23,,primary,sustained_reserve,39,9033986013164043777,5,2,no_candidate_plan_within_declared_model,0.596508975,2,0.150080938,0.867129856,0.832937988,,0.723747414,-1,0,0,503,0.109403648,0,-4.163733712,0.648974946,-1.394980492,0.0,54,67,48,evaluation,71,11,0.0,68,0,4,baseline,1,0,4,4.0,sustained_reserve,1.011195509,0
32,,,,3,,primary,reserve,26,11635626335846214484,6,2,,0.42826621,2,0.38400547,0.6770814,0.956923472,,0.901706433,-1,0,0,503,,0,-12.0,0.619978747,,,,,,evaluation,,,0.0,35,29,8,baseline,,,,4.0,reserve,1.016079949,0
68,0,66,6,23,,primary,sustained_reserve,42,11635626335846214484,6,2,no_candidate_plan_within_declared_model,0.674060349,2,0.4299365,0.843311114,0.560373367,,0.817672999,-1,0,0,503,0.146482166,0,4.145638827,0.659260934,-1.107061588,0.0,39,64,48,evaluation,71,7,0.0,71,0,1,baseline,5,0,1,4.0,sustained_reserve,1.016079949,0
48,,,,10,,primary,reserve,35,13525149703185477343,7,2,,0.401087128,2,0.0,0.51588166,1.645353804,,0.5620969,47,1,0,503,,0,-12.0,0.504220549,,,,,,evaluation,,,0.0,51,18,3,baseline,,,,4.0,reserve,1.07806954,0
68,0,67,5,23,,primary,sustained_reserve,42,13525149703185477343,7,2,no_candidate_plan_within_declared_model,0.638873702,2,0.0,0.589649085,0.839723954,,0.572601472,-1,0,0,503,0.043539217,0,-0.184648006,0.577961716,-1.007155992,0.0,54,67,48,evaluation,71,6,0.0,71,0,1,baseline,4,0,1,4.0,sustained_reserve,1.07806954,0
42,,,,8,,primary,reserve,33,17705892780363619842,8,2,,0.477232766,2,0.485070668,0.878926288,0.925186114,,0.938120028,-1,0,0,503,,0,-8.640946847,0.64927587,,,,,,evaluation,,,0.0,45,27,0,baseline,,,,4.0,reserve,1.043164934,0
68,0,69,3,23,,primary,sustained_reserve,42,17705892780363619842,8,2,no_candidate_plan_within_declared_model,0.685856724,2,0.48708147,0.944874607,0.628618072,,0.808706843,-1,0,0,503,0.038487844,0,-1.165232039,0.658409197,-0.782818536,0.0,49,68,48,evaluation,71,8,0.0,71,0,1,baseline,2,0,1,4.0,sustained_reserve,1.043164934,0
34,,,,7,,primary,reserve,24,12589318634424385521,9,2,,0.465951126,2,0.147689734,0.629369993,1.061639735,,0.802182655,67,1,0,503,,0,-11.0,0.59801055,,,,,,evaluation,,,0.0,37,21,14,baseline,,,,4.0,reserve,0.880743217,0
68,0,66,6,23,,primary,sustained_reserve,42,12589318634424385521,9,2,no_candidate_plan_within_declared_model,0.68602714,2,0.291411246,0.823610492,0.611616871,,0.756045045,-1,0,0,503,0.103149107,0,-2.904401697,0.635359213,-1.003899647,0.0,49,65,48,evaluation,71,10,0.0,71,0,1,baseline,5,0,1,4.0,sustained_reserve,0.880743217,0
43,,,,10,,primary,reserve,30,4053438918554722444,10,2,,0.392095798,2,0.271811064,0.829432542,1.139316006,,0.868498065,68,1,0,503,,0,-10.986512107,0.642318762,,,,,,evaluation,,,0.0,46,19,7,baseline,,,,4.0,reserve,0.997987742,0
68,0,66,6,23,,primary,sustained_reserve,42,4053438918554722444,10,2,no_candidate_plan_within_declared_model,0.59796246,2,0.327721309,0.91967031,0.761867306,,0.772829672,-1,0,0,503,0.057805009,0,2.997343794,0.648278407,-1.042256081,0.0,49,65,48,evaluation,71,11,0.0,71,0,1,baseline,5,0,1,4.0,sustained_reserve,0.997987742,0
40,,,,8,,primary,reserve,33,17731734540527883231,11,2,,0.443377975,2,0.430520765,0.895734168,0.906821155,,0.942429933,-1,0,0,503,,0,-9.252053948,0.648428074,,,,,,evaluation,,,0.0,43,29,0,baseline,,,,4.0,reserve,0.978452915,0
67,0,66,6,23,,primary,sustained_reserve,41,17731734540527883231,11,2,no_candidate_plan_within_declared_model,0.640690444,2,0.401106272,0.934394973,0.635537255,,0.805618737,-1,0,0,503,0.104019398,0,-5.957715195,0.657245,-0.799805403,0.0,47,66,48,evaluation,71,7,0.0,70,0,2,baseline,4,0,2,4.0,sustained_reserve,0.978452915,0
46,,,,11,,primary,reserve,32,10779228214608787929,12,2,,0.402016618,2,0.0,0.581072543,1.422549959,,0.690414898,60,1,0,503,,0,-12.0,0.554029826,,,,,,evaluation,,,0.0,49,17,6,baseline,,,,4.0,reserve,1.103951062,0
67,0,68,4,23,,primary,sustained_reserve,41,10779228214608787929,12,2,no_candidate_plan_within_declared_model,0.60249025,2,0.0,0.652442549,0.897559699,,0.710475337,71,1,0,503,0.089914609,0,1.690730606,0.628235252,-1.199935198,0.0,52,68,48,evaluation,71,14,0.0,70,0,2,baseline,2,0,2,4.0,sustained_reserve,1.103951062,0
52,,,,13,,primary,reserve,36,160552893719091600,13,2,,0.399796009,2,0.280492678,0.705309134,1.24779833,,0.816495336,65,1,0,503,,0,-11.792094054,0.633467837,,,,,,evaluation,,,0.0,55,15,2,baseline,,,,4.0,reserve,0.944708408,0
66,0,67,5,23,,primary,sustained_reserve,40,160552893719091600,13,2,no_candidate_plan_within_declared_model,0.531410983,2,0.290389524,0.767267238,0.94973327,,0.752028173,71,1,0,503,0.038054338,0,-3.872037596,0.6488936,-1.432408252,0.0,64,67,48,evaluation,71,9,0.0,69,0,3,baseline,2,0,3,4.0,sustained_reserve,0.944708408,0
31,,,,5,,primary,reserve,29,11556184036138153309,14,2,,0.542011941,0,0.5043815,0.908672589,0.677619617,,0.962898039,-1,0,0,503,,0,-7.517826659,0.645518037,,,,,,evaluation,,,0.0,34,34,4,baseline,,,,4.0,reserve,0.996827895,0
68,0,66,6,23,,primary,sustained_reserve,42,11556184036138153309,14,2,no_candidate_plan_within_declared_model,0.773319935,2,0.469087248,0.91390602,0.434196423,,0.787517781,-1,0,0,503,0.059801546,0,7.442653213,0.662930287,-0.684489352,0.0,31,64,48,evaluation,71,9,0.0,71,0,1,baseline,5,0,1,4.0,sustained_reserve,0.996827895,0
51,,,,13,,primary,reserve,35,17859448831562131230,15,2,,0.305639788,2,0.0,0.535588163,1.811395645,,0.587203201,42,1,0,503,,0,-12.0,0.535588163,,,,,,evaluation,,,0.0,54,14,4,baseline,,,,4.0,reserve,0.961763292,0
68,0,68,4,23,,primary,sustained_reserve,42,17859448831562131230,15,2,no_candidate_plan_within_declared_model,0.565240253,2,0.0,0.652595981,0.930544026,,0.632613912,68,1,0,503,0.060901004,0,-2.575214151,0.611427578,-1.42129299,0.0,57,67,48,evaluation,71,13,0.0,71,0,1,baseline,3,0,1,4.0,sustained_reserve,0.961763292,0
33,,,,11,,primary,reserve,25,16519582356538312397,0,2,,0.459139355,2,0.355164567,0.767180544,0.948168758,,0.894703185,-1,0,0,607,,0,-11.322791859,0.650279871,,,,,,evaluation,,,0.0,36,21,15,baseline,,,,4.0,reserve,0.968238088,0
67,0,69,3,23,,primary,sustained_reserve,41,16519582356538312397,0,2,no_candidate_plan_within_declared_model,0.664465716,2,0.43458273,0.890362564,0.626516479,,0.78841428,-1,0,0,607,0.046180778,0,-3.078808583,0.651592282,-0.974869376,0.0,50,69,48,evaluation,71,12,0.0,70,0,2,baseline,1,0,2,4.0,sustained_reserve,0.968238088,0
27,,,,0,,primary,reserve,23,15014598973633559170,1,2,,0.528248653,2,0.378725128,0.699458639,0.819023878,,0.898728167,-1,0,0,607,,0,-12.113203919,0.614176049,,,,,,evaluation,,,0.0648,30,31,11,baseline,,,,3.9352,reserve,1.005950372,0
66,0,65,7,23,,primary,sustained_reserve,40,15014598973633559170,1,2,no_candidate_plan_within_declared_model,0.788567685,2,0.390211834,0.847426854,0.4233428,,0.738861352,-1,0,0,607,0.057822342,0,-0.344262007,0.65022307,-0.63999933,0.0,33,64,48,evaluation,71,7,0.0,69,0,3,baseline,4,0,3,4.0,sustained_reserve,1.005950372,0
50,,,,12,,primary,reserve,35,14352298113746820703,2,2,,0.369145425,2,0.2836087,0.73116171,1.192300066,,0.873906624,66,1,0,607,,0,-11.212680946,0.639628813,,,,,,evaluation,,,0.0,53,17,2,baseline,,,,4.0,reserve,0.962696493,0
67,0,70,2,23,,primary,sustained_reserve,41,14352298113746820703,2,2,no_candidate_plan_within_declared_model,0.523082897,2,0.301805237,0.798525606,0.86979074,,0.781488844,-1,0,0,607,0.051510883,0,-1.559492378,0.64491947,-1.371747664,0.0,55,70,48,evaluation,71,10,0.0,70,0,2,baseline,0,0,2,4.0,sustained_reserve,0.962696493,0
45,,,,12,,primary,reserve,30,4632938823472088820,3,2,,0.350381364,2,0.205147078,0.760077569,1.29408944,,0.821850583,65,1,0,607,,0,-9.394493878,0.643122498,,,,,,evaluation,,,0.0,48,15,9,baseline,,,,4.0,reserve,1.020617821,0
68,0,69,3,23,,primary,sustained_reserve,42,4632938823472088820,3,2,no_candidate_plan_within_declared_model,0.494307288,2,0.248928805,0.844154433,0.960024099,,0.75221674,-1,0,0,607,0.066283571,0,0.312499291,0.649837086,-1.523772743,0.0,59,69,48,evaluation,71,4,0.0,71,0,1,baseline,2,0,1,4.0,sustained_reserve,1.020617821,0
37,,,,8,,primary,reserve,32,2287919376212702517,4,2,,0.499974098,2,0.255932886,0.705169768,0.87834669,,0.866895023,-1,0,0,607,,0,-7.726078397,0.614079348,,,,,,evaluation,,,0.0,40,31,1,baseline,,,,4.0,reserve,1.049919937,0
68,0,65,7,23,,primary,sustained_reserve,42,2287919376212702517,4,2,no_candidate_plan_within_declared_model,0.699689026,2,0.285568153,0.794408853,0.578740028,,0.751262208,-1,0,0,607,0.037391243,0,-2.694420158,0.635235224,-0.868334525,0.0,46,64,48,evaluation,71,6,0.0,71,0,1,baseline,6,0,1,4.0,sustained_reserve,1.049919937,0
19,,,,3,,primary,reserve,19,12382382542312678492,5,0,,0.524584458,1,0.449876309,0.741831112,0.755534504,,0.947455377,-1,0,0,607,,0,-9.49932157,0.61451096,,,,,,evaluation,,,0.0,22,29,21,baseline,,,,4.0,reserve,0.978622796,0
67,0,67,5,23,,primary,sustained_reserve,41,12382382542312678492,5,2,no_candidate_plan_within_declared_model,0.761976134,2,0.458939599,0.896766184,0.443710571,,0.81669309,-1,0,0,607,0.034501178,0,4.310365063,0.657881591,-0.844657381,0.0,35,67,48,evaluation,71,10,0.0,70,0,2,baseline,3,0,2,4.0,sustained_reserve,0.978622796,0
29,,,,0,,primary,reserve,26,4428411888319307125,6,2,,0.529360376,1,0.641739162,0.949605354,0.705434972,,1.0,-1,0,0,607,,0,-8.521508781,0.671635433,,,,,,evaluation,,,0.2406,31,39,2,baseline,,,,3.7594,reserve,0.956763566,0
67,0,67,5,23,,primary,sustained_reserve,41,4428411888319307125,6,2,no_candidate_plan_within_declared_model,0.785985289,2,0.598751536,0.961954103,0.38259434,,0.828158397,-1,0,0,607,0.108342763,0,5.383053524,0.671635433,-0.542868369,0.0,29,67,48,evaluation,71,10,0.0,70,0,2,baseline,3,0,2,4.0,sustained_reserve,0.956763566,0
34,,,,2,,primary,reserve,29,3523441179529093915,7,2,,0.535515602,2,0.597933134,0.997284418,0.771172658,,0.992572375,-1,0,0,607,,0,-11.0,0.668631871,,,,,,evaluation,,,0.0,37,31,4,baseline,,,,4.0,reserve,1.041732553,0
66,0,66,6,23,,primary,sustained_reserve,40,3523441179529093915,7,2,no_candidate_plan_within_declared_model,0.73515457,2,0.506197339,0.948797766,0.471766219,,0.82717338,-1,0,0,607,0.055024111,0,-0.497860111,0.671441271,-0.641940535,0.0,49,66,48,evaluation,71,6,0.0,69,0,3,baseline,3,0,3,4.0,sustained_reserve,1.041732553,0
51,,,,17,,primary,reserve,31,17695181745786663424,8,2,,0.350666003,2,0.230936301,0.733613413,1.327265683,,0.799385661,63,1,0,607,,0,-9.289352846,0.647924077,,,,,,evaluation,,,0.0,54,9,9,baseline,,,,4.0,reserve,0.949877735,0
68,0,70,2,23,,primary,sustained_reserve,42,17695181745786663424,8,2,no_candidate_plan_within_declared_model,0.475525319,2,0.326191306,0.854937286,0.967761739,,0.764314179,71,1,0,607,0.073069382,0,-7.892583193,0.650038903,-1.412490779,0.0,63,70,48,evaluation,71,11,0.0,71,0,1,baseline,1,0,1,4.0,sustained_reserve,0.949877735,0
56,,,,18,,primary,reserve,35,14721617548725135238,9,2,,0.3036444,2,0.0,0.419096225,1.870991876,,0.352827234,44,1,0,607,,0,-7.0,0.419096225,,,,,,evaluation,,,0.0,59,11,2,baseline,,,,4.0,reserve,0.967142255,0
65,0,66,6,23,,primary,sustained_reserve,39,14721617548725135238,9,2,no_candidate_plan_within_declared_model,0.495726975,2,0.0,0.548533789,1.282534396,,0.467840228,61,1,0,607,0.074316412,0,-6.464989094,0.548533789,-1.878215023,0.0,62,66,48,evaluation,71,11,0.0,68,0,4,baseline,2,0,4,4.0,sustained_reserve,0.967142255,0
36,,,,4,,primary,reserve,29,17510369190986973238,10,2,,0.586758908,2,0.585062472,0.881073073,0.738784291,,0.960801649,-1,0,0,607,,0,-7.347109944,0.654026923,,,,,,evaluation,,,0.0,39,31,2,baseline,,,,4.0,reserve,1.040265661,0
67,0,68,4,23,,primary,sustained_reserve,41,17510369190986973238,10,2,no_candidate_plan_within_declared_model,0.771871766,2,0.520088426,0.945397756,0.457712432,,0.785810882,-1,0,0,607,0.06360128,0,-0.842476404,0.660018221,-0.703174874,0.0,40,68,48,evaluation,71,9,0.0,70,0,2,baseline,2,0,2,4.0,sustained_reserve,1.040265661,0
34,,,,10,,primary,reserve,27,6576852216492918907,11,2,,0.480801925,2,0.058226947,0.635278125,0.941614005,,0.75538155,70,1,0,607,,0,-10.869876155,0.595668094,,,,,,evaluation,,,0.0,37,23,12,baseline,,,,4.0,reserve,1.03851423,0
