active_mode,attempted_capture,backlash,biosphere,boundary_uncertainty,budget_exhausted,command_audit,command_policy,command_support,controller,cooperation_rate,curtailment_factor,defective_rate,effective_audit,effective_capture,effective_mode,effective_policy,effective_support,episode,estimated_cr,estimated_response_steps,evidence_status,institution,irreversible,justice,master_seed,nominal_cost,normal_release_streak,observed_at_step,observed_pressure,observed_trend,pending_due_step,pending_effect_count,pending_mode,pending_transition_count,perceived_improvement,performative_gap,phase,precaution_release_streak,pressure,pressure_before,reason,release_streak,remaining_budget,requested_mode,response_status,scenario,step_cost,t,trigger,true_boundary,trust,unknown_streak
0,1.160674511,0.0,0.770675541,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.004756509,1.0,0.995243491,0.0,0.362459406,0,0.0,0.0,0,-9.663117391,37.0,sufficient_evidence,0.515304605,0,0.631184783,211,0.0,0,6,0.428555098,0.015563397,,7,,0,0.0,0.518317243,evaluation,0,0.457747039,0.434978733,pressure_threshold,0,4.0,0,available,long_delays,0.0,6,threshold_hysteresis,1.089243306,0.608079362,0
0,1.156927572,0.0,0.764312965,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.024133907,1.0,0.975866093,0.0,0.361814447,0,0.0,0.0,0,51.216749432,37.0,sufficient_evidence,0.497391031,0,0.625156833,211,0.0,0,7,0.4090535,0.005043899,,8,,0,0.019501598,0.469433355,evaluation,0,0.482673718,0.457747039,pressure_threshold,0,4.0,0,available,long_delays,0.0,7,threshold_hysteresis,1.089243306,0.595291803,0
0,0.9321003,0.0,0.756548933,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.211973529,1.0,0.788026471,0.0,0.291953877,0,0.0,0.0,0,-25.998197951,37.0,sufficient_evidence,0.481614713,0,0.61890094,211,0.0,0,8,0.503486274,0.031860561,,9,,0,0.0,0.429498001,evaluation,0,0.50105009,0.482673718,pressure_threshold,0,4.0,0,available,long_delays,0.0,8,threshold_hysteresis,1.089243306,0.583436965,0
0,0.934784931,0.0,0.74787265,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.195968074,1.0,0.804031926,0.0,0.293265974,0,0.0,0.0,0,-27.345585665,37.0,sufficient_evidence,0.465542062,0,0.61216897,211,0.0,0,9,0.538187453,0.032712747,,10,,0,0.0,0.438160759,evaluation,0,0.527713586,0.50105009,pressure_threshold,0,4.0,0,available,long_delays,0.0,9,threshold_hysteresis,1.089243306,0.571149417,0
0,0.899064197,0.0,0.740680607,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.265366805,1.0,0.734633195,0.0,0.282548792,0,0.0,0.0,0,-27.599314782,37.0,sufficient_evidence,0.45046244,0,0.6066492,211,0.0,0,10,0.564509819,0.030795632,,11,,0,0.0,0.398389682,evaluation,0,0.55472735,0.527713586,pressure_threshold,0,4.0,0,available,long_delays,0.0,10,threshold_hysteresis,1.089243306,0.560240138,0
0,1.131548022,0.0,0.733147108,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.075640727,1.0,0.924359273,0.0,0.356118015,0,0.0,0.0,0,-22.874198254,37.0,sufficient_evidence,0.432546095,0,0.600270707,211,0.0,0,11,0.56164426,0.020697275,,12,,0,0.002865559,0.483752767,evaluation,0,0.579002391,0.55472735,pressure_threshold,0,4.0,0,available,long_delays,0.0,11,threshold_hysteresis,1.089243306,0.54709642,0
0,0.902314694,0.0,0.726623809,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.253799032,1.0,0.746200968,0.0,0.284442482,0,0.0,0.0,0,-18.537628574,37.0,sufficient_evidence,0.417808689,0,0.595507396,211,0.0,0,12,0.565449453,0.01562965,,13,,0,0.0,0.401373878,evaluation,0,0.593090011,0.579002391,pressure_threshold,0,4.0,0,available,long_delays,0.0,12,threshold_hysteresis,1.089243306,0.536639225,0
0,1.159284237,0.0,0.718740377,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.021402318,1.0,0.978597682,0.0,0.365899176,0,0.0,0.0,0,-29.855101264,37.0,sufficient_evidence,0.399580813,0,0.589137766,211,0.0,0,13,0.632378626,0.031019507,,14,,0,0.0,0.508487516,evaluation,0,0.618549515,0.593090011,pressure_threshold,0,4.0,0,available,long_delays,0.0,13,threshold_hysteresis,1.089243306,0.523119828,0
0,1.159229135,0.0,0.710512536,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.021843457,1.0,0.978156543,0.0,0.366485951,0,0.0,0.0,0,-25.405855108,37.0,sufficient_evidence,0.381255184,0,0.582620422,211,0.0,0,14,0.625652769,0.019695898,,15,,0,0.006725857,0.496409244,evaluation,0,0.637935958,0.618549515,pressure_threshold,0,4.0,0,available,long_delays,0.0,14,threshold_hysteresis,1.089243306,0.50964181,0
0,1.155081644,0.0,0.698653269,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.020551852,1.0,0.979448148,0.0,0.365792765,0,0.0,0.0,0,-11.307381496,37.0,sufficient_evidence,0.361572085,0,0.573515799,211,0.0,0,15,0.61119785,0.009450653,,16,,0,0.01445492,0.481266403,evaluation,0,0.656421429,0.637935958,pressure_threshold,0,4.0,0,available,long_delays,0.0,15,threshold_hysteresis,1.089243306,0.49462666,0
0,1.159482549,0.0,0.687312758,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.01270597,1.0,0.98729403,0.0,0.368056637,0,0.0,0.0,0,-29.47834923,37.0,sufficient_evidence,0.342109892,0,0.564962621,211,0.0,0,16,0.670480251,0.024400177,,17,,0,0.0,0.515081673,evaluation,0,0.684216497,0.656421429,pressure_threshold,0,4.0,0,available,long_delays,0.0,16,threshold_hysteresis,1.089243306,0.479553737,0
0,1.160935989,0.0,0.676874107,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.0,1.0,1.0,0.0,0.369340282,0,0.0,0.0,0,-33.520561432,37.0,sufficient_evidence,0.323069478,0,0.557278098,211,0.0,0,17,0.731199722,0.035295965,27,18,1,1,0.0,0.520137334,evaluation,0,0.710787679,0.684216497,pressure_threshold,0,4.0,1,available,long_delays,0.0,17,threshold_hysteresis,1.089243306,0.464988125,0
0,1.149207363,0.0,0.669636414,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.045241859,1.0,0.954758141,0.0,0.366343344,0,0.0,0.0,0,-31.56242619,37.0,sufficient_evidence,0.305470865,0,0.552115264,211,0.0,0,18,0.72681517,0.02339181,27,19,1,1,0.004384552,0.480709898,evaluation,0,0.748956316,0.710787679,pressure_threshold,0,4.0,1,available,long_delays,0.0,18,threshold_hysteresis,1.089243306,0.452602742,0
0,1.158202512,0.0,0.659235819,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.024754063,1.0,0.975245937,0.0,0.369709755,0,0.0,0.0,0,-27.910479807,37.0,sufficient_evidence,0.286573439,0,0.544721245,211,0.0,0,19,0.721008791,0.014632354,27,20,1,1,0.005806379,0.493434268,evaluation,0,0.768186442,0.748956316,pressure_threshold,0,4.0,1,available,long_delays,0.0,19,threshold_hysteresis,1.089243306,0.438548033,0
0,1.465521319,0.011724629,0.649730412,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.035394065,1.0,0.964605935,0.12,0.445757286,0,0.12,0.12,0,-33.712166119,37.0,sufficient_evidence,0.264699765,0,0.536732296,211,0.0132,0,20,0.771012538,0.025243771,27,20,1,1,0.0,0.466384146,evaluation,0,0.799445571,0.768186442,pressure_threshold,0,3.9868,1,available,long_delays,0.0132,20,threshold_hysteresis,1.089243306,0.425632177,0
0,1.210744946,0.006442469,0.640684945,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.246019284,1.0,0.753980716,0.24,0.351564159,0,0.14,0.18,0,-35.173753583,36.0,sufficient_evidence,0.24698889,0,0.531245787,211,0.0186,0,21,0.825823382,0.034113893,27,20,1,2,0.0,0.360333612,evaluation,0,0.81983056,0.799445571,pressure_threshold,0,3.9682,2,available,long_delays,0.0186,21,threshold_hysteresis,1.089243306,0.417115528,0
0,0.486963236,0.00651928,0.633708303,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.527329804,1.0,0.472670196,0.36,0.13522018,0,0.14,0.18,0,-21.870442234,36.0,sufficient_evidence,0.238940061,0,0.530403803,211,0.021,0,22,0.76679851,0.006172264,27,20,1,2,0.059024873,0.153102782,evaluation,0,0.838011637,0.81983056,release_margin_not_met,0,3.9472,2,available,long_delays,0.021,22,threshold_hysteresis,1.089243306,0.416055367,0
0,1.517873089,0.006531068,0.620940302,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.024256219,1.0,0.975743781,0.48,0.40342666,0,0.14,0.18,0,-34.546983826,36.0,sufficient_evidence,0.218470139,0,0.522303208,211,0.0234,0,23,0.823162603,0.021229813,27,20,1,2,0.0,0.367530492,evaluation,0,0.863056418,0.838011637,pressure_threshold,0,3.9238,2,available,long_delays,0.0234,23,threshold_hysteresis,1.089243306,0.405258295,0
0,0.49743869,0.006644476,0.612788742,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.50584632,1.0,0.49415368,0.6,0.126972492,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.210806572,0,0.521162524,211,0.0258,0,24,0.890630869,0.035101348,27,20,1,2,0.0,0.240435277,evaluation,0,0.888322013,0.863056418,pressure_threshold,0,3.898,2,available,long_delays,0.0258,24,threshold_hysteresis,1.089243306,0.403019862,0
0,1.511272829,0.006660446,0.600797025,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.046212835,1.0,0.953787165,0.72,0.37053413,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.192397397,0,0.51448012,211,0.0282,0,25,0.922443975,0.034114876,27,20,1,2,0.0,0.294403708,evaluation,0,0.905996963,0.888322013,pressure_threshold,0,3.8698,2,available,long_delays,0.0282,25,threshold_hysteresis,1.089243306,0.394328124,0
0,0.467144185,0.006754,0.590897622,0.24,0,0.78,0.14,0.18,threshold_hysteresis,0.566406771,1.0,0.433593229,0.78,0.112453936,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.184771712,0,0.512273287,211,0.0294,0,26,0.982163262,0.041796199,27,20,1,2,0.0,0.1987997,evaluation,0,0.927085887,0.905996963,pressure_threshold,0,3.8404,2,available,long_delays,0.0294,26,threshold_hysteresis,1.089243306,0.392002079,0
1,1.47086637,0.006784895,0.576969533,0.24,0,0.86,0.26,0.3,threshold_hysteresis,0.082641476,1.0,0.917358524,0.78,0.354230668,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.166323386,0,0.504582601,211,0.0294,0,27,0.915078357,0.009131868,31,20,2,1,0.067084905,0.134928384,evaluation,0,0.954862353,0.927085887,pressure_threshold,0,3.811,2,available,long_delays,0.0294,27,threshold_hysteresis,1.089243306,0.384690541,0
1,0.492750305,0.006892565,0.568120531,0.24,0,0.86,0.38,0.42,threshold_hysteresis,0.504805875,1.0,0.495194125,0.78,0.118850205,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.159064756,0,0.503640782,211,0.0294,0,28,0.961057274,0.020185983,31,20,2,1,0.0,0.208797138,evaluation,0,0.977894656,0.954862353,pressure_threshold,0,3.7816,2,available,long_delays,0.0294,28,threshold_hysteresis,1.089243306,0.383029525,0
1,1.151318476,0.00690575,0.55660179,0.24,0,0.86,0.5,0.54,threshold_hysteresis,0.275050843,1.0,0.724949157,0.78,0.277747024,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.144502647,0,0.49876197,211,0.0294,0,29,0.980257145,0.019890149,31,20,2,1,0.0,0.2391344,evaluation,0,0.995716975,0.977894656,pressure_threshold,0,3.7522,2,available,long_delays,0.0294,29,threshold_hysteresis,1.089243306,0.377002417,0
1,1.182141693,0.006974054,0.544731159,0.24,0,0.86,0.62,0.56,threshold_hysteresis,0.266627315,1.0,0.733372685,0.78,0.285458398,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.129512204,0,0.493677343,211,0.0294,0,30,0.986084252,0.015671237,31,20,2,1,0.0,0.237446371,evaluation,0,1.026400453,0.995716975,pressure_threshold,0,3.7228,2,available,long_delays,0.0294,30,threshold_hysteresis,1.089243306,0.370790089,0
2,1.512671078,0.007045239,0.531133508,0.24,0,0.96,0.74,0.68,threshold_hysteresis,0.03526054,1.0,0.96473946,0.78,0.365641316,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.110926884,0,0.486891209,211,0.0294,0,31,1.019592116,0.021022225,,20,,0,0.0,0.279747039,evaluation,0,1.058601458,1.026400453,pressure_threshold,0,3.6934,2,available,long_delays,0.0294,31,threshold_hysteresis,1.089243306,0.362239402,0
2,1.506738542,0.007140244,0.519368037,0.24,0,0.96,0.86,0.8,threshold_hysteresis,0.045241859,1.0,0.954758141,0.78,0.364697857,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.093147647,1,0.481714912,211,0.0294,0,32,1.100006762,0.038839951,,20,,0,0.0,0.275756515,evaluation,0,1.099906438,1.058601458,pressure_threshold,0,3.664,2,available,long_delays,0.0294,32,threshold_hysteresis,1.089243306,0.354816008,0
2,1.447244042,0.007212713,0.506371527,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.105853142,1.0,0.894146858,0.78,0.350657793,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.075362146,1,0.475835161,211,0.0294,0,33,1.111040086,0.030497963,,20,,0,0.0,0.265834203,evaluation,0,1.135849938,1.099906438,pressure_threshold,0,3.6346,2,available,long_delays,0.0294,33,threshold_hysteresis,1.089243306,0.34716287,0
2,0.452526154,0.007295029,0.494791818,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.555467562,1.0,0.444532438,0.78,0.109772371,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.067495808,1,0.473995488,211,0.0294,0,34,1.158049798,0.035451488,,20,,0,0.0,0.198012908,evaluation,0,1.170118503,1.135849938,pressure_threshold,0,3.6052,2,available,long_delays,0.0294,34,threshold_hysteresis,1.089243306,0.345102919,0
2,1.178475275,0.007320784,0.483951784,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.280121219,1.0,0.719878781,0.78,0.285975475,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.05313852,1,0.470769998,211,0.0294,0,35,1.224850576,0.044856275,,20,,0,0.0,0.2348278,evaluation,0,1.209866114,1.170118503,pressure_threshold,0,3.5758,2,available,long_delays,0.0294,35,threshold_hysteresis,1.089243306,0.340149676,0
2,1.475290426,0.007365941,0.470125695,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.0777062,1.0,0.9222938,0.78,0.358232241,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.035012424,1,0.465017561,211,0.0294,0,36,1.251607205,0.039426381,,20,,0,0.0,0.269503275,evaluation,0,1.258051445,1.209866114,pressure_threshold,0,3.5464,2,available,long_delays,0.0294,36,threshold_hysteresis,1.089243306,0.332468522,0
2,1.364421517,0.007446475,0.45695633,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.205434921,1.0,0.794565079,0.78,0.3316908,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.018049565,1,0.459977536,211,0.0294,0,37,1.27577045,0.03484744,,20,,0,0.0,0.246986422,evaluation,0,1.300121117,1.258051445,pressure_threshold,0,3.517,2,available,long_delays,0.0294,37,threshold_hysteresis,1.089243306,0.325760847,0
2,1.467256304,0.007517036,0.442770122,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.100341229,1.0,0.899658771,0.78,0.357048654,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.0,1,0.454496714,211,0.0294,0,38,1.334983702,0.042157184,,20,,0,0.0,0.263376863,evaluation,0,1.355999958,1.300121117,pressure_threshold,0,3.4876,2,available,long_delays,0.0294,38,threshold_hysteresis,1.089243306,0.318341372,0
2,1.416465575,0.007593767,0.425941496,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.131594896,1.0,0.868405104,0.78,0.345066397,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.0,1,0.447494198,211,0.0294,0,39,1.356794116,0.036053153,,20,,0,0.0,0.263299828,evaluation,0,1.408177228,1.355999958,pressure_threshold,0,3.4582,2,available,long_delays,0.0294,39,threshold_hysteresis,1.089243306,0.310010593,0
2,1.469522421,0.007691803,0.410403048,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.103853814,1.0,0.896146186,0.78,0.358493092,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.0,1,0.441577811,211,0.0294,0,40,1.45519967,0.054758873,,20,,0,0.0,0.264748816,evaluation,0,1.45524651,1.408177228,pressure_threshold,0,3.4288,2,available,long_delays,0.0294,40,threshold_hysteresis,1.089243306,0.30226809,0
2,1.447644726,0.007774632,0.39209515,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.136102931,1.0,0.863897069,0.78,0.353574444,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.0,1,0.433868815,211,0.0294,0,41,1.401122715,0.022108125,,20,,0,0.054076955,0.152161692,evaluation,0,1.508415529,1.45524651,pressure_threshold,0,3.3994,2,available,long_delays,0.0294,41,threshold_hysteresis,1.089243306,0.294722448,0
2,1.445252537,0.007882558,0.377046122,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.088826431,1.0,0.911173569,0.78,0.353536011,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.0,1,0.429176886,211,0.0294,0,42,1.565828182,0.064887327,,20,,0,0.0,0.271111526,evaluation,0,1.558559518,1.508415529,pressure_threshold,0,3.37,2,available,long_delays,0.0294,42,threshold_hysteresis,1.089243306,0.287758852,0
2,1.144650313,0.007948245,0.360273112,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.330034798,1.0,0.669965202,0.78,0.280266812,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.0,1,0.423862148,211,0.0294,0,43,1.569033906,0.046382846,,20,,0,0.0,0.227494125,evaluation,0,1.599911969,1.558559518,pressure_threshold,0,3.3406,2,available,long_delays,0.0294,43,threshold_hysteresis,1.089243306,0.28153708,0
2,1.459264048,0.008022651,0.34233326,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.122959048,1.0,0.877040952,0.78,0.357681433,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.0,1,0.417292105,211,0.0294,0,44,1.651188848,0.057114475,,20,,0,0.0,0.259317114,evaluation,0,1.645853114,1.599911969,pressure_threshold,0,3.3112,2,available,long_delays,0.0294,44,threshold_hysteresis,1.089243306,0.273424073,0
2,1.131348067,0.008114632,0.324350874,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.354121023,1.0,0.645878977,0.78,0.277672344,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.0,1,0.41155978,211,0.0294,0,45,1.675718961,0.047339167,,20,,0,0.0,0.221064234,evaluation,0,1.685682041,1.645853114,pressure_threshold,0,3.2818,2,available,long_delays,0.0294,45,threshold_hysteresis,1.089243306,0.267020059,0
2,0.454429552,0.008194884,0.308196134,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.581357794,1.0,0.418642206,0.78,0.11166171,0,0.14,0.18,0,-36.0,36.0,sufficient_evidence,0.0,1,0.409716785,211,0.0294,0,46,1.701664796,0.040921167,,20,,0,0.0,0.193762715,evaluation,0,1.730292809,1.685682041,pressure_threshold,0,3.2524,2,available,long_delays,0.0294,46,threshold_hysteresis,1.089243306,0.264973624,0
2,0.591895925,0.014963723,0.293934133,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.517634158,1.0,0.482365842,0.86,0.1405185,1,0.26,0.3,0,-36.0,36.0,sufficient_evidence,0.0,1,0.409789833,211,0.0418,0,47,1.758879768,0.045809308,,20,,0,0.0,0.1923554,evaluation,0,1.771898885,1.730292809,pressure_threshold,0,3.2106,2,available,long_delays,0.0418,47,threshold_hysteresis,1.089243306,0.265576605,0
2,0.623075304,0.01675275,0.279819894,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.631251881,1.0,0.368748119,0.86,0.146660903,1,0.38,0.42,0,-35.0,35.0,sufficient_evidence,0.0,1,0.410463135,211,0.0526,0,48,1.862543519,0.063165641,,20,,0,0.0,0.174895959,evaluation,0,1.806339901,1.771898885,pressure_threshold,0,3.158,2,available,long_delays,0.0526,48,threshold_hysteresis,1.089243306,0.268169299,0
2,0.588820469,0.013558777,0.264914612,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.749678102,1.0,0.250321898,0.86,0.137411787,1,0.5,0.54,0,-34.0,34.0,sufficient_evidence,0.0,1,0.411676627,211,0.0634,0,49,1.805110177,0.026985946,,20,,0,0.057433342,0.041263012,evaluation,0,1.83810221,1.806339901,pressure_threshold,0,3.0946,2,available,long_delays,0.0634,49,threshold_hysteresis,1.089243306,0.274067208,0
2,2.459005911,0.042782825,0.247349633,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.264036568,1.0,0.735963432,0.86,0.568925281,1,0.62,0.56,0,-33.0,33.0,sufficient_evidence,0.0,1,0.404206209,211,0.0712,0,50,1.893015568,0.04526178,,20,,0,0.0,0.220605386,evaluation,0,1.889878172,1.83810221,pressure_threshold,0,3.0234,2,available,long_delays,0.0712,50,threshold_hysteresis,1.089243306,0.268535801,0
2,0.127631781,0.032313232,0.234281958,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.887308155,1.0,0.112691845,0.96,0.028311726,2,0.74,0.68,0,-32.0,32.0,sufficient_evidence,0.0,1,0.409721132,211,0.084,0,51,1.934074748,0.044001,,20,,0,0.0,0.132511994,evaluation,0,1.918057946,1.889878172,pressure_threshold,0,2.9394,2,available,long_delays,0.084,51,threshold_hysteresis,1.089243306,0.278379943,0
2,2.496242959,0.015954955,0.217091639,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.403460812,1.0,0.596539188,0.96,0.548271603,2,0.86,0.8,0,-31.0,31.0,sufficient_evidence,0.0,1,0.407936349,211,0.0948,0,52,1.898187232,0.020034445,,20,,0,0.035887516,0.11372554,evaluation,0,1.958399217,1.918057946,pressure_threshold,0,2.8446,2,available,long_delays,0.0948,52,threshold_hysteresis,1.089243306,0.279900042,0
2,0.000729697,0.023131521,0.204874819,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.997934032,1.0,0.002065968,0.96,0.000159732,2,0.91,0.82,0,-30.0,30.0,sufficient_evidence,0.0,1,0.417120994,211,0.0984,0,53,1.931423833,0.023995092,,20,,0,0.0,0.120217264,evaluation,0,1.989029831,1.958399217,pressure_threshold,0,2.7462,2,available,long_delays,0.0984,53,threshold_hysteresis,1.089243306,0.293440977,0
2,0.868419259,0.022295718,0.190250502,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.719348815,1.0,0.280651185,0.96,0.189785263,2,0.91,0.82,0,-30.0,30.0,sufficient_evidence,0.0,1,0.422627854,211,0.0984,0,54,2.042838139,0.050220856,,20,,0,0.0,0.152016276,evaluation,0,2.015737178,1.989029831,pressure_threshold,0,2.6478,2,available,long_delays,0.0984,54,threshold_hysteresis,1.089243306,0.302522598,0
2,0.036652302,0.021794594,0.177808674,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.957125411,1.0,0.042874589,0.96,0.008002136,2,0.91,0.82,0,-30.0,30.0,sufficient_evidence,0.0,1,0.432143404,211,0.0984,0,55,2.058463199,0.039842117,,20,,0,0.0,0.125231864,evaluation,0,2.039853659,2.015737178,pressure_threshold,0,2.5494,2,available,long_delays,0.0984,55,threshold_hysteresis,1.089243306,0.316184069,0
2,0.290398624,0.020928679,0.16431677,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.836205925,1.0,0.163794075,0.96,0.063293631,2,0.91,0.82,0,-30.0,30.0,sufficient_evidence,0.0,1,0.440837557,211,0.0984,0,56,2.077694971,0.033659014,,20,,0,0.0,0.139356997,evaluation,0,2.071527698,2.039853659,pressure_threshold,0,2.451,2,available,long_delays,0.0984,56,threshold_hysteresis,1.089243306,0.328667432,0
2,0,0.020137511,0.152332019,0.24,0,0.96,0.91,0.82,threshold_hysteresis,1.0,1.0,0.0,0.96,0.0,2,0.91,0.82,0,-30.0,30.0,sufficient_evidence,0.0,1,0.450843303,211,0.0984,0,57,2.135163622,0.040801905,,20,,0,0.0,0.12,evaluation,0,2.083462402,2.071527698,pressure_threshold,0,2.3526,2,available,long_delays,0.0984,57,threshold_hysteresis,1.089243306,0.342822633,0
2,0.241973882,0.019226988,0.139581914,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.874278019,1.0,0.125721981,0.96,0.052563578,2,0.91,0.82,0,-30.0,30.0,sufficient_evidence,0.0,1,0.460216116,211,0.0984,0,58,2.101261455,0.018390683,,20,,0,0.033902167,0.066242777,evaluation,0,2.104556097,2.083462402,pressure_threshold,0,2.2542,2,available,long_delays,0.0984,58,threshold_hysteresis,1.089243306,0.356764535,0
2,0.163127156,0.018374062,0.126383696,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.935006173,1.0,0.064993827,0.96,0.035376773,2,0.91,0.82,0,-30.0,30.0,sufficient_evidence,0.0,1,0.4693206,211,0.0984,0,59,2.098805475,0.012136684,,20,,0,0.002455981,0.122403683,evaluation,0,2.123258438,2.104556097,pressure_threshold,0,2.1558,2,available,long_delays,0.0984,59,threshold_hysteresis,1.089243306,0.370020485,0
2,0.842153846,0.017545554,0.111436068,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.749030803,1.0,0.250969197,0.96,0.182339522,2,0.91,0.82,0,-30.0,30.0,sufficient_evidence,0.0,1,0.475447204,211,0.0984,0,60,2.157425047,0.026081551,,20,,0,0.0,0.148244138,evaluation,0,2.148251177,2.123258438,pressure_threshold,0,2.0574,2,available,long_delays,0.0984,60,threshold_hysteresis,1.089243306,0.379724817,0
2,0.188603429,0.016988033,0.096875019,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.904676886,1.0,0.095323114,0.96,0.040791232,2,0.91,0.82,0,-30.0,30.0,sufficient_evidence,0.0,1,0.48398752,211,0.0984,0,61,2.146460008,0.014967574,,20,,0,0.010965039,0.109198935,evaluation,0,2.173954782,2.148251177,pressure_threshold,0,1.959,2,available,long_delays,0.0984,61,threshold_hysteresis,1.089243306,0.392745294,0
2,0.754999634,0.016210864,0.080095597,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.764583777,1.0,0.235416223,0.96,0.163044699,2,0.91,0.82,0,-30.0,30.0,sufficient_evidence,0.0,1,0.489417601,211,0.0984,0,62,2.2006316,0.026728779,,20,,0,0.0,0.146413992,evaluation,0,2.204658885,2.173954782,pressure_threshold,0,1.8606,2,available,long_delays,0.0984,62,threshold_hysteresis,1.089243306,0.402202489,0
2,0.162398564,0.015716727,0.064761003,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.931668333,1.0,0.068331667,0.96,0.035036823,2,0.91,0.82,0,-30.0,30.0,sufficient_evidence,0.0,1,0.497623861,211,0.0984,0,63,2.222522484,0.025277411,,20,,0,0.0,0.127669041,evaluation,0,2.222736168,2.204658885,pressure_threshold,0,1.7622,2,available,long_delays,0.0984,63,threshold_hysteresis,1.089243306,0.414855188,0
2,3.040624462,0.014969957,0.043484247,0.24,0,0.96,0.91,0.82,threshold_hysteresis,0.325251353,1.0,0.674748647,0.96,0.655051249,2,0.91,0.82,0,-30.0,30.0,sufficient_evidence,0.0,1,0.493232665,211,0.0984,0,64,2.326692667,0.048945243,,20,,0,0.0,0.19454402,evaluation,0,2.257144485,2.222736168,pressure_threshold,0,1.6638,2,available,long_delays,0.0984,64,threshold_hysteresis,1.089243306,0.412949308,0
