active_emergency_steps,budget_exhausted_steps,controller,effective_emergency_steps,environment_seed,episode,final_active_mode,final_biosphere,final_effective_mode,final_institution,final_justice,final_pressure,final_trust,first_irreversible_step,irreversible_entry,justice_floor_violation,master_seed,max_unknown_streak,min_estimated_cr,min_justice,phase,remaining_budget,requested_emergency_steps,requested_normal_steps,requested_precaution_steps,scenario,total_cost,trigger,true_boundary,unknown_steps
45,9,threshold_hysteresis,33,4508796566241460050,10,2,0.185640759,2,0.174607334,0.718472375,2.115529024,0.820148831,17,1,0,307,0,-13.0,0.562433156,evaluation,0.0,48,20,4,closer_hidden_boundary,4.0,threshold_hysteresis,0.610567087,0
45,9,reserve,33,4508796566241460050,10,2,0.374220682,2,0.178548883,0.68242725,1.698747823,0.805795026,33,1,0,307,0,-13.0,0.592156069,evaluation,0.0,48,19,5,closer_hidden_boundary,4.0,reserve,0.610567087,0
44,11,threshold,30,4504685311693153710,11,2,0.188586623,2,0.216279442,0.788451498,2.119982154,0.84110222,23,1,0,307,0,-12.0,0.595160495,evaluation,0.0,47,17,8,closer_hidden_boundary,4.0,threshold,0.788266757,0
44,11,threshold_hysteresis,30,4504685311693153710,11,2,0.188586623,2,0.216279442,0.788451498,2.119982154,0.84110222,23,1,0,307,0,-12.0,0.595160495,evaluation,0.0,47,17,8,closer_hidden_boundary,4.0,threshold_hysteresis,0.788266757,0
42,10,reserve,35,4504685311693153710,11,2,0.479473812,2,0.294894996,0.795955774,1.111880702,0.873968061,64,1,0,307,0,-10.974881275,0.63095634,evaluation,0.0,45,27,0,closer_hidden_boundary,4.0,reserve,0.788266757,0
49,10,threshold,36,5450772772205801115,12,2,0.121235357,2,0.363678567,0.760196005,2.248877741,0.911616095,15,1,0,307,0,-13.0,0.598864438,evaluation,0.0,52,18,2,closer_hidden_boundary,4.0,threshold,0.609953147,0
49,12,threshold_hysteresis,34,5450772772205801115,12,2,0.143255168,2,0.37402954,0.769561847,2.221174189,0.901790336,15,1,0,307,0,-13.0,0.603500627,evaluation,0.0,52,17,3,closer_hidden_boundary,4.0,threshold_hysteresis,0.609953147,0
43,12,reserve,28,5450772772205801115,12,2,0.356191162,2,0.318328722,0.686221615,1.735264931,0.858380543,38,1,0,307,0,-13.0,0.619972771,evaluation,0.0,46,15,11,closer_hidden_boundary,4.0,reserve,0.609953147,0
50,12,threshold,35,857336465697835844,13,2,0.008971478,2,0.0,0.751441654,2.450033574,0.731276544,14,1,0,307,0,-13.0,0.52487532,evaluation,0.0,53,17,2,closer_hidden_boundary,4.0,threshold,0.648389402,0
50,12,threshold_hysteresis,35,857336465697835844,13,2,0.008971478,2,0.0,0.751441654,2.450033574,0.731276544,14,1,0,307,0,-13.0,0.52487532,evaluation,0.0,53,17,2,closer_hidden_boundary,4.0,threshold_hysteresis,0.648389402,0
47,13,reserve,31,857336465697835844,13,2,0.327321021,2,0.0,0.715800557,1.76911578,0.718291604,37,1,0,307,0,-11.002142901,0.610778604,evaluation,0.0,50,14,8,closer_hidden_boundary,4.0,reserve,0.648389402,0
49,12,threshold,34,4222311254335794040,14,2,0.058383361,2,0.334129391,0.886417202,2.312753784,0.897822424,15,1,0,307,0,-13.0,0.619230973,evaluation,0.0,52,16,4,closer_hidden_boundary,4.0,threshold,0.661600744,0
50,12,threshold_hysteresis,35,4222311254335794040,14,2,0.057998506,2,0.33067668,0.891838096,2.319003053,0.889260484,15,1,0,307,0,-13.0,0.619230973,evaluation,0.0,53,16,3,closer_hidden_boundary,4.0,threshold_hysteresis,0.661600744,0
50,16,reserve,31,4222311254335794040,14,2,0.326169454,2,0.347646815,0.860651673,1.773893607,0.85579658,33,1,0,307,0,-7.0,0.647278978,evaluation,0.0,53,11,8,closer_hidden_boundary,4.0,reserve,0.661600744,0
50,11,threshold,36,12009367275736002809,15,2,0.05930833,2,0.0,0.745349162,2.359957097,0.731369068,15,1,0,307,0,-13.0,0.508096554,evaluation,0.0,53,18,1,closer_hidden_boundary,4.0,threshold,0.620146545,0
50,11,threshold_hysteresis,36,12009367275736002809,15,2,0.05930833,2,0.0,0.745349162,2.359957097,0.731369068,15,1,0,307,0,-13.0,0.508096554,evaluation,0.0,53,18,1,closer_hidden_boundary,4.0,threshold_hysteresis,0.620146545,0
64,20,reserve,41,12009367275736002809,15,2,0.20260448,2,0.0,0.749906345,2.166782847,0.702072424,16,1,0,307,0,-7.343973666,0.57481483,evaluation,0.0,67,5,0,closer_hidden_boundary,4.0,reserve,0.620146545,0
44,8,threshold,33,8882369606498560811,16,2,0.097890701,2,0.0,0.635676286,2.330833931,0.551895903,22,1,0,307,0,-13.0,0.472762162,evaluation,0.0,47,22,3,closer_hidden_boundary,4.0,threshold,0.714413803,0
44,8,threshold_hysteresis,33,8882369606498560811,16,2,0.097890701,2,0.0,0.635676286,2.330833931,0.551895903,22,1,0,307,0,-13.0,0.472762162,evaluation,0.0,47,22,3,closer_hidden_boundary,4.0,threshold_hysteresis,0.714413803,0
50,15,reserve,32,8882369606498560811,16,2,0.279658123,2,0.0,0.65469424,1.983077398,0.560934717,32,1,0,307,0,-9.0,0.545979602,evaluation,0.0,53,13,6,closer_hidden_boundary,4.0,reserve,0.714413803,0
49,12,threshold,34,5754511229035419352,17,2,0.071863907,2,0.0,0.642101136,2.451020396,0.702472727,16,1,0,307,0,-13.0,0.509381724,evaluation,0.0,52,16,4,closer_hidden_boundary,4.0,threshold,0.663381604,0
49,13,threshold_hysteresis,33,5754511229035419352,17,2,0.088822351,2,0.0,0.626646103,2.431016994,0.687491057,16,1,0,307,0,-13.0,0.522270733,evaluation,0.0,52,14,6,closer_hidden_boundary,4.0,threshold_hysteresis,0.663381604,0
62,19,reserve,40,5754511229035419352,17,2,0.166361832,2,0.0,0.656692095,2.329692688,0.697131933,16,1,0,307,0,-9.364784874,0.557874674,evaluation,0.0,65,7,0,closer_hidden_boundary,4.0,reserve,0.663381604,0
39,4,threshold,32,13911034231570777623,18,2,0.33572891,2,0.431505518,0.935557848,1.747584729,0.975107538,27,1,0,307,0,-13.0,0.632579937,evaluation,0.0,42,27,3,closer_hidden_boundary,4.0,threshold,0.699685695,0
39,5,threshold_hysteresis,31,13911034231570777623,18,2,0.350729269,2,0.428857586,0.93387089,1.726779087,0.969297607,27,1,0,307,0,-13.0,0.634167183,evaluation,0.0,42,26,4,closer_hidden_boundary,4.0,threshold_hysteresis,0.699685695,0
20,1,reserve,16,13911034231570777623,18,2,0.621219483,2,0.479936077,0.863548092,0.682837364,0.978521631,-1,0,0,307,0,-4.782440456,0.663193261,evaluation,0.0,23,33,16,closer_hidden_boundary,4.0,reserve,0.699685695,0
48,12,threshold,33,8582312378113942972,19,2,0.097379043,2,0.0,0.662917353,2.371815769,0.733333062,19,1,0,307,0,-13.0,0.5288962,evaluation,0.0,51,16,5,closer_hidden_boundary,4.0,threshold,0.755600982,0
48,13,threshold_hysteresis,32,8582312378113942972,19,2,0.089257921,2,0.0,0.630560805,2.405737641,0.697893885,19,1,0,307,0,-12.517675334,0.520539496,evaluation,0.0,51,14,7,closer_hidden_boundary,4.0,threshold_hysteresis,0.755600982,0
51,13,reserve,35,8582312378113942972,19,2,0.320411977,2,0.0,0.576397481,1.830861096,0.67608315,41,1,0,307,0,-11.0,0.576397481,evaluation,0.0,54,15,3,closer_hidden_boundary,4.0,reserve,0.755600982,0
42,7,threshold,32,2084949615113451856,20,2,0.288633398,2,0.601265723,0.966868053,1.727236628,0.956691585,21,1,0,307,0,-13.0,0.657481178,evaluation,0.0,45,24,3,closer_hidden_boundary,4.0,threshold,0.629182495,0
42,7,threshold_hysteresis,32,2084949615113451856,20,2,0.288633398,2,0.601265723,0.966868053,1.727236628,0.956691585,21,1,0,307,0,-13.0,0.657481178,evaluation,0.0,45,24,3,closer_hidden_boundary,4.0,threshold_hysteresis,0.629182495,0
33,4,reserve,26,2084949615113451856,20,2,0.365625624,2,0.583158949,0.908440024,1.504115235,0.978233441,33,1,0,307,0,-13.0,0.663237003,evaluation,0.0,36,25,11,closer_hidden_boundary,4.0,reserve,0.629182495,0
39,5,threshold,31,1955693407106637606,21,2,0.287664887,2,0.612105441,0.931368167,1.639417248,0.979281323,27,1,0,307,0,-13.0,0.659344511,evaluation,0.0,42,26,4,closer_hidden_boundary,4.0,threshold,0.72514604,0
39,5,threshold_hysteresis,31,1955693407106637606,21,2,0.287664887,2,0.612105441,0.931368167,1.639417248,0.979281323,27,1,0,307,0,-13.0,0.659344511,evaluation,0.0,42,26,4,closer_hidden_boundary,4.0,threshold_hysteresis,0.72514604,0
27,0,reserve,24,1955693407106637606,21,2,0.503439946,0,0.653884113,0.865314997,0.755160604,0.996905869,70,1,0,307,0,-4.31936093,0.665798307,evaluation,0.1888,30,39,3,closer_hidden_boundary,3.8112,reserve,0.72514604,0
42,7,threshold,32,15225303978704568603,22,2,0.291332087,2,0.452906047,0.975882022,1.827439242,0.95565456,20,1,0,307,0,-13.0,0.631290558,evaluation,0.0,45,23,4,closer_hidden_boundary,4.0,threshold,0.613951164,0
42,7,threshold_hysteresis,32,15225303978704568603,22,2,0.291332087,2,0.452906047,0.975882022,1.827439242,0.95565456,20,1,0,307,0,-13.0,0.631290558,evaluation,0.0,45,23,4,closer_hidden_boundary,4.0,threshold_hysteresis,0.613951164,0
29,1,reserve,25,15225303978704568603,22,2,0.522465628,2,0.459317356,0.913230458,1.139945701,0.964137127,51,1,0,307,0,-12.0,0.658342914,evaluation,0.0,32,29,11,closer_hidden_boundary,4.0,reserve,0.613951164,0
46,9,threshold,34,2219997619718558429,23,2,0.274905624,2,0.574483472,0.903098607,1.908900643,0.938460069,18,1,0,307,0,-13.0,0.650250528,evaluation,0.0,49,20,3,closer_hidden_boundary,4.0,threshold,0.649610363,0
46,9,threshold_hysteresis,34,2219997619718558429,23,2,0.274905624,2,0.574483472,0.903098607,1.908900643,0.938460069,18,1,0,307,0,-13.0,0.650250528,evaluation,0.0,49,20,3,closer_hidden_boundary,4.0,threshold_hysteresis,0.649610363,0
57,16,reserve,38,2219997619718558429,23,2,0.394498644,2,0.560193783,0.904879467,1.746386996,0.895255621,21,1,0,307,0,-7.0,0.661576799,evaluation,0.0,60,11,1,closer_hidden_boundary,4.0,reserve,0.649610363,0
48,10,threshold,35,3015211964845209021,24,2,0.199672574,2,0.425608198,0.877151253,2.083438647,0.918489125,18,1,0,307,0,-13.0,0.628814122,evaluation,0.0,51,19,2,closer_hidden_boundary,4.0,threshold,0.635289923,0
48,10,threshold_hysteresis,35,3015211964845209021,24,2,0.199672574,2,0.425608198,0.877151253,2.083438647,0.918489125,18,1,0,307,0,-13.0,0.628814122,evaluation,0.0,51,19,2,closer_hidden_boundary,4.0,threshold_hysteresis,0.635289923,0
50,12,reserve,35,3015211964845209021,24,2,0.41664602,2,0.422883431,0.851565017,1.610287812,0.899639401,36,1,0,307,0,-8.828022323,0.659669356,evaluation,0.0,53,17,2,closer_hidden_boundary,4.0,reserve,0.635289923,0
48,12,threshold,33,3188574653230467245,25,2,0.082987667,2,0.248716735,0.900150183,2.368869937,0.867462973,17,1,0,307,0,-13.0,0.61871629,evaluation,0.0,51,16,5,closer_hidden_boundary,4.0,threshold,0.705213106,0
48,12,threshold_hysteresis,33,3188574653230467245,25,2,0.082987667,2,0.248716735,0.900150183,2.368869937,0.867462973,17,1,0,307,0,-13.0,0.61871629,evaluation,0.0,51,16,5,closer_hidden_boundary,4.0,threshold_hysteresis,0.705213106,0
51,15,reserve,33,3188574653230467245,25,2,0.31405792,2,0.271628038,0.900823107,1.900342824,0.851871681,33,1,0,307,0,-9.0,0.6501381,evaluation,0.0,54,12,6,closer_hidden_boundary,4.0,reserve,0.705213106,0
43,8,threshold,32,8988185187151620021,26,2,0.240865551,2,0.424507508,0.988540083,1.875970658,0.958173582,20,1,0,307,0,-13.0,0.631017931,evaluation,0.0,46,22,4,closer_hidden_boundary,4.0,threshold,0.637126082,0
43,8,threshold_hysteresis,32,8988185187151620021,26,2,0.240865551,2,0.424507508,0.988540083,1.875970658,0.958173582,20,1,0,307,0,-13.0,0.631017931,evaluation,0.0,46,22,4,closer_hidden_boundary,4.0,threshold_hysteresis,0.637126082,0
45,7,reserve,35,8988185187151620021,26,2,0.373506782,2,0.451476967,0.981827217,1.54132406,0.964111228,34,1,0,307,0,-11.799601322,0.643687716,evaluation,0.0,48,24,0,closer_hidden_boundary,4.0,reserve,0.637126082,0
46,10,threshold,33,8674706436859928099,27,2,0.088333553,2,0.0,0.302842849,2.433533236,0.352902348,21,1,0,307,0,-13.0,0.29555918,evaluation,0.0,49,18,5,closer_hidden_boundary,4.0,threshold,0.753387611,0
46,11,threshold_hysteresis,32,8674706436859928099,27,2,0.080831876,2,0.0,0.251374905,2.453236537,0.296282357,21,1,0,307,0,-13.0,0.251374905,evaluation,0.0,49,17,6,closer_hidden_boundary,4.0,threshold_hysteresis,0.753387611,0
64,20,reserve,41,8674706436859928099,27,2,0.25376226,2,0.0,0.357964024,2.223175502,0.395130055,25,1,0,307,0,-9.458582074,0.357964024,evaluation,0.0,67,5,0,closer_hidden_boundary,4.0,reserve,0.753387611,0
42,8,threshold,31,1435943717981741917,28,2,0.281596047,2,0.334717384,0.845405123,1.836020628,0.927714156,22,1,0,307,0,-13.0,0.596573151,evaluation,0.0,45,21,6,closer_hidden_boundary,4.0,threshold,0.710949618,0
42,8,threshold_hysteresis,31,1435943717981741917,28,2,0.281596047,2,0.334717384,0.845405123,1.836020628,0.927714156,22,1,0,307,0,-13.0,0.596573151,evaluation,0.0,45,21,6,closer_hidden_boundary,4.0,threshold_hysteresis,0.710949618,0
48,10,reserve,35,1435943717981741917,28,2,0.48812657,2,0.365341848,0.844799014,1.327943159,0.920363151,41,1,0,307,0,-8.217484827,0.631552283,evaluation,0.0,51,19,2,closer_hidden_boundary,4.0,reserve,0.710949618,0
43,7,threshold,33,17737204371124771970,29,2,0.268864551,2,0.611061297,0.926013382,1.774904339,0.956633114,21,1,0,307,0,-13.0,0.662424207,evaluation,0.0,46,23,3,closer_hidden_boundary,4.0,threshold,0.661777778,0
43,7,threshold_hysteresis,33,17737204371124771970,29,2,0.268864551,2,0.611061297,0.926013382,1.774904339,0.956633114,21,1,0,307,0,-13.0,0.662424207,evaluation,0.0,46,23,3,closer_hidden_boundary,4.0,threshold_hysteresis,0.661777778,0
30,0,reserve,26,17737204371124771970,29,2,0.55197128,2,0.676334076,0.855515621,0.756094024,0.994031312,68,1,0,307,0,-10.411796374,0.666073983,evaluation,0.1066,33,36,3,closer_hidden_boundary,3.8934,reserve,0.661777778,0
44,7,threshold,34,15272526937534531357,30,2,0.26674272,2,0.580802774,0.983899919,1.860895361,0.940022464,19,1,0,307,0,-13.0,0.665465139,evaluation,0.0,47,23,2,closer_hidden_boundary,4.0,threshold,0.626872658,0
44,7,threshold_hysteresis,34,15272526937534531357,30,2,0.26674272,2,0.580802774,0.983899919,1.860895361,0.940022464,19,1,0,307,0,-13.0,0.665465139,evaluation,0.0,47,23,2,closer_hidden_boundary,4.0,threshold_hysteresis,0.626872658,0
39,8,reserve,28,15272526937534531357,30,2,0.443123526,2,0.57799719,0.956145349,1.434844578,0.935698444,37,1,0,307,0,-11.575344214,0.666917104,evaluation,0.0,42,20,10,closer_hidden_boundary,4.0,reserve,0.626872658,0
46,10,threshold,33,17520661803608752534,31,2,0.00190616,2,0.0,0.637605424,2.476861589,0.709919731,19,1,0,307,0,-13.0,0.551091815,evaluation,0.0,49,19,4,closer_hidden_boundary,4.0,threshold,0.703984199,0
46,11,threshold_hysteresis,32,17520661803608752534,31,2,0.011371213,2,0.0,0.628568936,2.4659158,0.698599788,19,1,0,307,0,-13.0,0.555929963,evaluation,0.0,49,18,5,closer_hidden_boundary,4.0,threshold_hysteresis,0.703984199,0
45,13,reserve,29,17520661803608752534,31,2,0.254146547,2,0.0,0.565367861,1.9083505,0.665805546,40,1,0,307,0,-12.0,0.565367861,evaluation,0.0,48,14,10,closer_hidden_boundary,4.0,reserve,0.703984199,0
47,10,threshold,34,1142045573841565206,32,2,0.051797878,2,0.228314509,0.822685685,2.287744008,0.874084739,18,1,0,307,0,-13.0,0.60387986,evaluation,0.0,50,19,3,closer_hidden_boundary,4.0,threshold,0.677954755,0
47,10,threshold_hysteresis,34,1142045573841565206,32,2,0.051797878,2,0.228314509,0.822685685,2.287744008,0.874084739,18,1,0,307,0,-13.0,0.60387986,evaluation,0.0,50,19,3,closer_hidden_boundary,4.0,threshold_hysteresis,0.677954755,0
52,12,reserve,37,1142045573841565206,32,2,0.371480792,2,0.33566728,0.835412347,1.546528506,0.908703922,43,1,0,307,0,-10.0785321,0.631487106,evaluation,0.0,55,17,0,closer_hidden_boundary,4.0,reserve,0.677954755,0
43,7,threshold,33,15905238029252919150,33,2,0.195550348,2,0.407954413,0.936196302,2.008405825,0.946387019,24,1,0,307,0,-13.0,0.636668163,evaluation,0.0,46,23,3,closer_hidden_boundary,4.0,threshold,0.751454174,0
43,7,threshold_hysteresis,33,15905238029252919150,33,2,0.195550348,2,0.407954413,0.936196302,2.008405825,0.946387019,24,1,0,307,0,-13.0,0.636668163,evaluation,0.0,46,23,3,closer_hidden_boundary,4.0,threshold_hysteresis,0.751454174,0
44,12,reserve,29,15905238029252919150,33,2,0.324996518,2,0.381013891,0.902095764,1.764563724,0.904223094,33,1,0,307,0,-10.113541646,0.66049619,evaluation,0.0,47,13,12,closer_hidden_boundary,4.0,reserve,0.751454174,0
37,5,threshold,29,10502383469522439505,34,2,0.328972439,2,0.552124912,0.989375355,1.611318008,0.964536891,28,1,0,307,0,-13.0,0.662925093,evaluation,0.0,40,26,6,closer_hidden_boundary,4.0,threshold,0.755165163,0
37,5,threshold_hysteresis,29,10502383469522439505,34,2,0.328972439,2,0.552124912,0.989375355,1.611318008,0.964536891,28,1,0,307,0,-13.0,0.662925093,evaluation,0.0,40,26,6,closer_hidden_boundary,4.0,threshold_hysteresis,0.755165163,0
17,0,reserve,16,10502383469522439505,34,2,0.50571865,0,0.54133724,0.906579252,0.77414213,0.964511481,71,1,0,307,0,-9.215953697,0.662925093,evaluation,0.1516,20,36,16,closer_hidden_boundary,3.8484,reserve,0.755165163,0
44,8,threshold,33,10994399983252071043,35,2,0.208724661,2,0.433646451,0.750190377,2.000166892,0.941326652,21,1,0,307,0,-13.0,0.60163413,evaluation,0.0,47,22,3,closer_hidden_boundary,4.0,threshold,0.712725748,0
44,8,threshold_hysteresis,33,10994399983252071043,35,2,0.208724661,2,0.433646451,0.750190377,2.000166892,0.941326652,21,1,0,307,0,-13.0,0.60163413,evaluation,0.0,47,22,3,closer_hidden_boundary,4.0,threshold_hysteresis,0.712725748,0
41,10,reserve,28,10994399983252071043,35,2,0.383908001,2,0.409108854,0.695278923,1.629680389,0.917087342,35,1,0,307,0,-8.525997838,0.612985435,evaluation,0.0,44,18,10,closer_hidden_boundary,4.0,reserve,0.712725748,0
41,6,threshold,32,3666429284321146123,36,2,0.260073472,2,0.48532437,0.953093062,1.831870918,0.94626136,24,1,0,307,0,-13.0,0.654580877,evaluation,0.0,44,24,4,closer_hidden_boundary,4.0,threshold,0.686834378,0
42,7,threshold_hysteresis,32,3666429284321146123,36,2,0.263259904,2,0.488855989,0.960159234,1.828265519,0.945053895,24,1,0,307,0,-13.0,0.654580877,evaluation,0.0,45,24,3,closer_hidden_boundary,4.0,threshold_hysteresis,0.686834378,0
34,8,reserve,28,3666429284321146123,36,2,0.532795665,2,0.483633539,0.918949205,0.833563491,0.92708739,68,1,0,307,0,-6.65748175,0.66072604,evaluation,0.0,37,29,6,closer_hidden_boundary,4.0,reserve,0.686834378,0
44,7,threshold,34,1994905749394920293,37,2,0.184709299,2,0.391310002,0.862429534,2.035361038,0.954100712,19,1,0,307,0,-13.0,0.609334642,evaluation,0.0,47,23,2,closer_hidden_boundary,4.0,threshold,0.6164798,0
44,7,threshold_hysteresis,34,1994905749394920293,37,2,0.184709299,2,0.391310002,0.862429534,2.035361038,0.954100712,19,1,0,307,0,-13.0,0.609334642,evaluation,0.0,47,23,2,closer_hidden_boundary,4.0,threshold_hysteresis,0.6164798,0
44,9,reserve,32,1994905749394920293,37,2,0.388164625,2,0.421425042,0.844013763,1.599354813,0.938419647,33,1,0,307,0,-11.219523053,0.646603123,evaluation,0.0,47,20,5,closer_hidden_boundary,4.0,reserve,0.6164798,0
46,10,threshold,33,1617627519112379010,38,2,0.14179717,2,0.21696821,0.865595956,2.141201653,0.867206676,17,1,0,307,0,-13.0,0.585169743,evaluation,0.0,49,19,4,closer_hidden_boundary,4.0,threshold,0.646126132,0
46,10,threshold_hysteresis,33,1617627519112379010,38,2,0.14179717,2,0.21696821,0.865595956,2.141201653,0.867206676,17,1,0,307,0,-13.0,0.585169743,evaluation,0.0,49,19,4,closer_hidden_boundary,4.0,threshold_hysteresis,0.646126132,0
48,10,reserve,35,1617627519112379010,38,2,0.396594657,2,0.281066107,0.864952267,1.545766026,0.88742752,38,1,0,307,0,-8.429676656,0.621114407,evaluation,0.0,51,20,1,closer_hidden_boundary,4.0,reserve,0.646126132,0
47,10,threshold,34,654844966083634101,39,2,0.163430429,2,0.477020088,0.977831562,2.021607416,0.930006139,19,1,0,307,0,-13.0,0.661783185,evaluation,0.0,50,19,3,closer_hidden_boundary,4.0,threshold,0.694451727,0
47,10,threshold_hysteresis,34,654844966083634101,39,2,0.163430429,2,0.477020088,0.977831562,2.021607416,0.930006139,19,1,0,307,0,-13.0,0.661783185,evaluation,0.0,50,19,3,closer_hidden_boundary,4.0,threshold_hysteresis,0.694451727,0
45,11,reserve,31,654844966083634101,39,2,0.339166251,2,0.493707175,0.977360593,1.637763391,0.922725612,34,1,0,307,0,-10.269335355,0.661848829,evaluation,0.0,48,18,6,closer_hidden_boundary,4.0,reserve,0.694451727,0
42,6,threshold,33,4065210140728291080,40,2,0.258260838,2,0.434955859,0.91288872,1.895756467,0.961632254,21,1,0,307,0,-13.0,0.620976955,evaluation,0.0,45,25,2,closer_hidden_boundary,4.0,threshold,0.648189152,0
42,6,threshold_hysteresis,33,4065210140728291080,40,2,0.258260838,2,0.434955859,0.91288872,1.895756467,0.961632254,21,1,0,307,0,-13.0,0.620976955,evaluation,0.0,45,25,2,closer_hidden_boundary,4.0,threshold_hysteresis,0.648189152,0
43,5,reserve,35,4065210140728291080,40,2,0.48803133,2,0.482351026,0.899098092,1.293572908,0.964654691,44,1,0,307,0,-11.560905909,0.647290176,evaluation,0.0,46,26,0,closer_hidden_boundary,4.0,reserve,0.648189152,0
45,10,threshold,32,3903454938976429426,41,2,0.065639547,2,0.0,0.529169916,2.339457187,0.495682043,20,1,0,307,0,-13.0,0.453818916,evaluation,0.0,48,19,5,closer_hidden_boundary,4.0,threshold,0.700299865,0
46,10,threshold_hysteresis,33,3903454938976429426,41,2,0.067569912,2,0.0,0.535105691,2.338339473,0.500028029,20,1,0,307,0,-13.0,0.453818916,evaluation,0.0,49,19,4,closer_hidden_boundary,4.0,threshold_hysteresis,0.700299865,0
53,12,reserve,38,3903454938976429426,41,2,0.19910068,2,0.0,0.467055564,2.05297317,0.423172281,33,1,0,307,0,-12.909937831,0.467055564,evaluation,0.0,56,16,0,closer_hidden_boundary,4.0,reserve,0.700299865,0
44,8,threshold,33,16752247575707099654,42,2,0.14344244,2,0.403643632,0.852191856,2.051773617,0.921872763,20,1,0,307,0,-13.0,0.612952144,evaluation,0.0,47,21,4,closer_hidden_boundary,4.0,threshold,0.700926083,0
44,9,threshold_hysteresis,32,16752247575707099654,42,2,0.150805813,2,0.393049805,0.842052375,2.048243709,0.911683328,20,1,0,307,0,-13.0,0.617219208,evaluation,0.0,47,20,5,closer_hidden_boundary,4.0,threshold_hysteresis,0.700926083,0
40,13,reserve,24,16752247575707099654,42,2,0.299176842,2,0.361220653,0.78515224,1.779194519,0.869426188,29,1,0,307,0,-10.517705688,0.633019861,evaluation,0.0,43,9,20,closer_hidden_boundary,4.0,reserve,0.700926083,0
46,10,threshold,33,17099389605074770827,43,2,0.262729472,2,0.558049923,0.977049204,1.845481874,0.920715913,16,1,0,307,0,-13.0,0.666215678,evaluation,0.0,49,19,4,closer_hidden_boundary,4.0,threshold,0.617743814,0
46,10,threshold_hysteresis,33,17099389605074770827,43,2,0.262729472,2,0.558049923,0.977049204,1.845481874,0.920715913,16,1,0,307,0,-13.0,0.666215678,evaluation,0.0,49,19,4,closer_hidden_boundary,4.0,threshold_hysteresis,0.617743814,0
43,6,reserve,34,17099389605074770827,43,2,0.471314677,2,0.585083795,0.988365753,1.252328419,0.958082935,43,1,0,307,0,-9.606903458,0.666215678,evaluation,0.0,46,26,0,closer_hidden_boundary,4.0,reserve,0.617743814,0
44,8,threshold,33,2282672023697708867,44,2,0.207269235,2,0.370957434,0.882793835,2.060374306,0.950313438,22,1,0,307,0,-13.0,0.625458819,evaluation,0.0,47,22,3,closer_hidden_boundary,4.0,threshold,0.721701856,0
44,8,threshold_hysteresis,33,2282672023697708867,44,2,0.207269235,2,0.370957434,0.882793835,2.060374306,0.950313438,22,1,0,307,0,-13.0,0.625458819,evaluation,0.0,47,22,3,closer_hidden_boundary,4.0,threshold_hysteresis,0.721701856,0
50,11,reserve,36,2282672023697708867,44,2,0.4096832,2,0.380860934,0.86793306,1.633825837,0.913196913,37,1,0,307,0,-10.322328333,0.647618024,evaluation,0.0,53,17,2,closer_hidden_boundary,4.0,reserve,0.721701856,0
45,9,threshold,33,11615410225860207026,45,2,0.171202579,2,0.303234524,0.795606687,2.126781041,0.900613694,20,1,0,307,0,-13.0,0.597388328,evaluation,0.0,48,21,3,closer_hidden_boundary,4.0,threshold,0.68870959,0
45,9,threshold_hysteresis,33,11615410225860207026,45,2,0.171202579,2,0.303234524,0.795606687,2.126781041,0.900613694,20,1,0,307,0,-13.0,0.597388328,evaluation,0.0,48,21,3,closer_hidden_boundary,4.0,threshold_hysteresis,0.68870959,0
44,10,reserve,31,11615410225860207026,45,2,0.406778262,2,0.307060661,0.755459878,1.577359488,0.882702694,41,1,0,307,0,-9.589635689,0.637041725,evaluation,0.0,47,21,4,closer_hidden_boundary,4.0,reserve,0.68870959,0
43,9,threshold,31,9650984446076740349,46,2,0.267148414,2,0.50115799,0.953199673,1.803593675,0.947206612,22,1,0,307,0,-13.0,0.651917721,evaluation,0.0,46,20,6,closer_hidden_boundary,4.0,threshold,0.688284789,0
43,9,threshold_hysteresis,31,9650984446076740349,46,2,0.267148414,2,0.50115799,0.953199673,1.803593675,0.947206612,22,1,0,307,0,-13.0,0.651917721,evaluation,0.0,46,20,6,closer_hidden_boundary,4.0,threshold_hysteresis,0.688284789,0
32,4,reserve,25,9650984446076740349,46,2,0.545469083,2,0.547958838,0.902196695,0.740190547,0.97255894,70,1,0,307,0,-7.64739649,0.662216823,evaluation,0.0,35,27,10,closer_hidden_boundary,4.0,reserve,0.688284789,0
42,8,threshold,31,7494857254794640461,47,2,0.267010386,2,0.461083711,0.851673553,1.797862327,0.951199886,25,1,0,307,0,-13.0,0.627537591,evaluation,0.0,45,21,6,closer_hidden_boundary,4.0,threshold,0.769570053,0
43,8,threshold_hysteresis,32,7494857254794640461,47,2,0.272194899,2,0.466322667,0.862248891,1.792148771,0.943040785,25,1,0,307,0,-13.0,0.627537591,evaluation,0.0,46,21,5,closer_hidden_boundary,4.0,threshold_hysteresis,0.769570053,0
31,6,reserve,22,7494857254794640461,47,2,0.522897592,2,0.439082836,0.745281637,0.770447847,0.93534903,71,1,0,307,0,-11.173097381,0.653288556,evaluation,0.0,34,24,14,closer_hidden_boundary,4.0,reserve,0.769570053,0
