active_emergency_steps,budget_exhausted_steps,controller,effective_emergency_steps,environment_seed,episode,final_active_mode,final_biosphere,final_effective_mode,final_institution,final_justice,final_pressure,final_trust,first_irreversible_step,irreversible_entry,justice_floor_violation,master_seed,max_unknown_streak,min_estimated_cr,min_justice,phase,remaining_budget,requested_emergency_steps,requested_normal_steps,requested_precaution_steps,scenario,total_cost,trigger,true_boundary,unknown_steps
59,1,reserve,39,7650476737041822765,2,2,0.053769409,2,0.002069662,0.768514822,2.23398745,0.733879204,30,1,0,211,0,-36.883334796,0.513035737,evaluation,0.0,69,3,0,long_delays,4.0,reserve,1.030603008,0
40,0,threshold,20,8708349744403877930,3,2,0.101233063,2,0.282644068,0.834004614,2.027192065,0.75670144,40,1,0,211,0,-36.0,0.628161226,evaluation,0.9658,50,16,6,long_delays,3.0342,threshold,1.125328937,0
41,0,threshold_hysteresis,21,8708349744403877930,3,2,0.107398772,2,0.288795306,0.844457212,2.012852927,0.767116838,40,1,0,211,0,-36.0,0.628161226,evaluation,0.9278,51,16,5,long_delays,3.0722,threshold_hysteresis,1.125328937,0
55,0,reserve,35,8708349744403877930,3,2,0.346431931,2,0.409144293,0.981838367,1.030824006,0.970795398,-1,0,0,211,0,-36.0,0.630043216,evaluation,0.082,65,4,3,long_delays,3.918,reserve,1.125328937,0
42,0,threshold,22,4091509986764298752,4,2,0.0,2,0.0,0.489782257,2.64885782,0.446360534,31,1,0,211,0,-36.630935477,0.419289724,evaluation,0.9664,52,17,3,long_delays,3.0336,threshold,1.121179506,0
42,0,threshold_hysteresis,22,4091509986764298752,4,2,0.0,2,0.0,0.489782257,2.64885782,0.446360534,31,1,0,211,0,-36.630935477,0.419289724,evaluation,0.9664,52,17,3,long_delays,3.0336,threshold_hysteresis,1.121179506,0
60,1,reserve,40,4091509986764298752,4,2,0.085255275,2,0.0,0.621970276,2.338742218,0.673274009,31,1,0,211,0,-36.630935477,0.492224327,evaluation,0.0,70,2,0,long_delays,4.0,reserve,1.121179506,0
39,0,threshold,19,14575994837330164447,5,2,0.0,2,0.0,0.407854981,2.479391829,0.371129344,26,1,0,211,0,-36.0,0.3227013,evaluation,1.1006,49,18,5,long_delays,2.8994,threshold,0.903408915,0
39,0,threshold_hysteresis,19,14575994837330164447,5,2,0.0,2,0.0,0.413392459,2.45606902,0.387406108,26,1,0,211,0,-36.0,0.329084392,evaluation,1.0222,49,17,6,long_delays,2.9778,threshold_hysteresis,0.903408915,0
60,1,reserve,40,14575994837330164447,5,2,0.10672961,2,0.0,0.608549172,2.159179225,0.678812827,26,1,0,211,0,-36.0,0.42192128,evaluation,0.0,70,2,0,long_delays,4.0,reserve,0.903408915,0
38,0,threshold,18,7149332598425101362,6,2,0.118534628,2,0.087003533,0.766250967,2.125997637,0.66181675,36,1,0,211,0,-36.0,0.558439031,evaluation,1.1946,48,20,4,long_delays,2.8054,threshold,1.028914028,0
39,0,threshold_hysteresis,19,7149332598425101362,6,2,0.133895681,2,0.108255766,0.785115541,2.088998505,0.684704557,36,1,0,211,0,-36.0,0.558439031,evaluation,1.113,49,19,4,long_delays,2.887,threshold_hysteresis,1.028914028,0
58,2,reserve,37,7149332598425101362,6,2,0.443416608,2,0.278498571,0.978255506,0.952227352,0.943897695,-1,0,0,211,0,-36.0,0.586109537,evaluation,0.0,68,1,3,long_delays,4.0,reserve,1.028914028,0
41,0,threshold,21,14112569557263664636,7,2,0.0,2,0.000219747,0.5852933,2.488139159,0.596039196,30,1,0,211,0,-36.0,0.478930172,evaluation,1.1024,51,19,2,long_delays,2.8976,threshold,1.006217326,0
41,0,threshold_hysteresis,21,14112569557263664636,7,2,0.0,2,0.000219747,0.5852933,2.488139159,0.596039196,30,1,0,211,0,-36.0,0.478930172,evaluation,1.1024,51,19,2,long_delays,2.8976,threshold_hysteresis,1.006217326,0
59,1,reserve,39,14112569557263664636,7,2,0.11673569,2,0.154214822,0.757406891,2.063443059,0.877163457,30,1,0,211,0,-36.0,0.54033802,evaluation,0.0,69,3,0,long_delays,4.0,reserve,1.006217326,0
41,0,threshold,21,17911486950316543786,8,2,0.002203395,2,0.000717704,0.691235908,2.285221779,0.638845717,35,1,0,211,0,-36.0,0.488134766,evaluation,0.8842,51,15,6,long_delays,3.1158,threshold,1.121346164,0
41,0,threshold_hysteresis,21,17911486950316543786,8,2,0.002203395,2,0.000717704,0.691235908,2.285221779,0.638845717,35,1,0,211,0,-36.0,0.488134766,evaluation,0.8842,51,15,6,long_delays,3.1158,threshold_hysteresis,1.121346164,0
59,1,reserve,39,17911486950316543786,8,2,0.182502465,2,0.121995334,0.860739788,1.895659068,0.874520846,38,1,0,211,0,-36.0,0.521922674,evaluation,0.0,69,3,0,long_delays,4.0,reserve,1.121346164,0
39,0,threshold,19,4116703127017578531,9,2,0.050473272,2,0.0,0.532198972,2.280604669,0.554782887,34,1,0,211,0,-37.0,0.430445212,evaluation,1.113,49,19,4,long_delays,2.887,threshold,1.066141447,0
39,0,threshold_hysteresis,19,4116703127017578531,9,2,0.050473272,2,0.0,0.532198972,2.280604669,0.554782887,34,1,0,211,0,-37.0,0.430445212,evaluation,1.113,49,19,4,long_delays,2.887,threshold_hysteresis,1.066141447,0
60,1,reserve,40,4116703127017578531,9,2,0.274425662,2,0.118664966,0.703385292,1.836958525,0.846360369,36,1,0,211,0,-37.0,0.506398575,evaluation,0.0,70,2,0,long_delays,4.0,reserve,1.066141447,0
34,0,threshold,14,9789647235931751372,10,2,0.07063481,2,0.128202405,0.732859309,2.142860843,0.64563288,32,1,0,211,0,-36.0,0.569745324,evaluation,1.3798,44,22,6,long_delays,2.6202,threshold,0.900734188,0
35,0,threshold_hysteresis,15,9789647235931751372,10,2,0.073307657,2,0.130734867,0.742044061,2.136542033,0.654393558,32,1,0,211,0,-36.0,0.569745324,evaluation,1.3418,45,22,5,long_delays,2.6582,threshold_hysteresis,0.900734188,0
60,1,reserve,40,9789647235931751372,10,2,0.31262829,2,0.36023243,0.983595541,1.609046815,0.980193083,32,1,0,211,0,-36.0,0.589692749,evaluation,0.0,70,2,0,long_delays,4.0,reserve,0.900734188,0
41,0,threshold,21,9748441658086012263,11,2,0.103202635,2,0.357187215,0.849169496,2.029573278,0.814530299,31,1,0,211,0,-37.0,0.61685993,evaluation,0.8968,51,15,6,long_delays,3.1032,threshold,0.979209424,0
42,0,threshold_hysteresis,22,9748441658086012263,11,2,0.110614147,2,0.36687452,0.861105334,2.012872414,0.826819531,31,1,0,211,0,-37.0,0.61685993,evaluation,0.8588,52,15,5,long_delays,3.1412,threshold_hysteresis,0.979209424,0
61,2,reserve,40,9748441658086012263,11,2,0.286135166,2,0.48117443,0.994037536,1.653990917,0.990228175,32,1,0,211,0,-37.0,0.618400671,evaluation,0.0,71,1,0,long_delays,4.0,reserve,0.979209424,0
32,0,threshold,12,6574731631670806390,12,2,0.048625816,2,0.354341659,0.819801263,2.089992479,0.709910648,34,1,0,211,0,-36.0,0.635296723,evaluation,1.4306,42,22,8,long_delays,2.5694,threshold,0.955733129,0
33,0,threshold_hysteresis,13,6574731631670806390,12,2,0.05117605,2,0.356874921,0.82895499,2.081571389,0.718591145,34,1,0,211,0,-36.0,0.635296723,evaluation,1.3926,43,22,7,long_delays,2.6074,threshold_hysteresis,0.955733129,0
59,1,reserve,39,6574731631670806390,12,2,0.295275685,2,0.530065543,1.0,1.476895181,1.0,36,1,0,211,0,-36.0,0.635296723,evaluation,0.0,69,3,0,long_delays,4.0,reserve,0.955733129,0
37,0,threshold,17,491942766151758800,13,2,0.004087087,2,0.0,0.474148777,2.286449187,0.477439465,36,1,0,211,0,-36.0,0.371037155,evaluation,1.2182,47,20,5,long_delays,2.7818,threshold,1.101249605,0
38,0,threshold_hysteresis,18,491942766151758800,13,2,0.01268841,2,0.0,0.495607628,2.266689364,0.500312937,36,1,0,211,0,-36.0,0.389852826,evaluation,1.182,48,20,4,long_delays,2.818,threshold_hysteresis,1.101249605,0
57,0,reserve,37,491942766151758800,13,2,0.152387645,2,0.007393386,0.640712755,1.995472507,0.7383416,36,1,0,211,0,-36.0,0.469465009,evaluation,0.1336,67,5,0,long_delays,3.8664,reserve,1.101249605,0
39,0,threshold,19,8077520796260478890,14,2,0.015975066,2,0.001156493,0.621734908,2.343032898,0.598431335,31,1,0,211,0,-36.0,0.491004294,evaluation,1.0102,49,17,6,long_delays,2.9898,threshold,0.996353231,0
39,0,threshold_hysteresis,19,8077520796260478890,14,2,0.017536623,2,0.001049645,0.616814396,2.339594523,0.596769003,31,1,0,211,0,-36.0,0.486239634,evaluation,0.9786,49,16,7,long_delays,3.0214,threshold_hysteresis,0.996353231,0
61,2,reserve,40,8077520796260478890,14,2,0.186949594,2,0.108163033,0.76201903,2.026356757,0.826589371,31,1,0,211,0,-36.0,0.534468686,evaluation,0.0,71,1,0,long_delays,4.0,reserve,0.996353231,0
36,0,threshold,16,14306119523637591425,15,2,0.0,2,0.0,0.498533706,2.432171788,0.349680825,24,1,0,211,0,-36.0,0.339159688,evaluation,1.2292,46,20,6,long_delays,2.7708,threshold,0.880852716,0
36,0,threshold_hysteresis,16,14306119523637591425,15,2,0.0,2,0.0,0.498533706,2.432171788,0.349680825,24,1,0,211,0,-36.0,0.339159688,evaluation,1.2292,46,20,6,long_delays,2.7708,threshold_hysteresis,0.880852716,0
59,1,reserve,39,14306119523637591425,15,2,0.171595397,2,0.013330349,0.769064789,2.068702742,0.725562221,24,1,0,211,0,-36.0,0.418914782,evaluation,0.0,69,2,1,long_delays,4.0,reserve,0.880852716,0
41,0,threshold,21,15228396508138721998,16,2,0.0,2,0.0,0.634628582,2.726132984,0.545392544,27,1,0,211,0,-36.0,0.487027649,evaluation,0.9278,51,16,5,long_delays,3.0722,threshold,1.002703763,0
41,0,threshold_hysteresis,21,15228396508138721998,16,2,0.0,2,0.0,0.634628582,2.726132984,0.545392544,27,1,0,211,0,-36.0,0.487027649,evaluation,0.9278,51,16,5,long_delays,3.0722,threshold_hysteresis,1.002703763,0
61,2,reserve,40,15228396508138721998,16,2,0.004210051,2,0.032350723,0.795501337,2.40094523,0.783583864,27,1,0,211,0,-36.0,0.542863307,evaluation,0.0,71,1,0,long_delays,4.0,reserve,1.002703763,0
37,0,threshold,17,2985260347100615471,17,2,0.0,2,0.175476136,0.719607132,2.311322814,0.655507962,31,1,0,211,0,-36.0,0.56737305,evaluation,1.251,47,21,4,long_delays,2.749,threshold,0.943854869,0
37,0,threshold_hysteresis,17,2985260347100615471,17,2,0.0,2,0.175476136,0.719607132,2.311322814,0.655507962,31,1,0,211,0,-36.0,0.56737305,evaluation,1.251,47,21,4,long_delays,2.749,threshold_hysteresis,0.943854869,0
59,1,reserve,39,2985260347100615471,17,2,0.201758576,2,0.364597096,0.909900631,1.81925724,0.952143071,31,1,0,211,0,-36.0,0.601645794,evaluation,0.0,69,2,1,long_delays,4.0,reserve,0.943854869,0
32,0,threshold,12,8158260535881338554,18,2,0.179023158,2,0.240585917,0.762238939,1.903371233,0.689853061,41,1,0,211,0,-36.0,0.604802439,evaluation,1.4186,42,22,8,long_delays,2.5814,threshold,1.00613136,0
34,0,threshold_hysteresis,14,8158260535881338554,18,2,0.191350852,2,0.249400836,0.779139325,1.869703659,0.709474692,41,1,0,211,0,-36.0,0.604802439,evaluation,1.3236,44,21,7,long_delays,2.6764,threshold_hysteresis,1.00613136,0
60,1,reserve,40,8158260535881338554,18,2,0.489811276,2,0.426549823,0.998309752,0.744944926,0.997328652,-1,0,0,211,0,-35.452524562,0.604802439,evaluation,0.0,68,4,0,long_delays,4.0,reserve,1.00613136,0
40,0,threshold,20,15915137209673634662,19,2,0.0,2,0.053683552,0.711418449,2.458156708,0.65114181,25,1,0,211,0,-37.0,0.539677375,evaluation,1.0316,50,17,5,long_delays,2.9684,threshold,0.883824678,0
40,0,threshold_hysteresis,20,15915137209673634662,19,2,0.0,2,0.053176317,0.713791213,2.441515589,0.660743738,25,1,0,211,0,-37.0,0.539677375,evaluation,0.9532,50,16,6,long_delays,3.0468,threshold_hysteresis,0.883824678,0
61,2,reserve,40,15915137209673634662,19,2,0.110280712,2,0.186848191,0.864142415,2.134048005,0.876614856,25,1,0,211,0,-37.0,0.56559712,evaluation,0.0,71,1,0,long_delays,4.0,reserve,0.883824678,0
39,0,threshold,19,18211355602838676228,20,2,0.0,2,0.089217769,0.680844382,2.52516877,0.636867643,25,1,0,211,0,-36.0,0.52910418,evaluation,1.1676,49,19,4,long_delays,2.8324,threshold,0.888536707,0
40,0,threshold_hysteresis,20,18211355602838676228,20,2,0.0,2,0.091118398,0.694403304,2.501875059,0.658487692,25,1,0,211,0,-36.0,0.530960846,evaluation,1.044,50,18,4,long_delays,2.956,threshold_hysteresis,0.888536707,0
61,2,reserve,40,18211355602838676228,20,2,0.130182063,2,0.256390423,0.850934238,2.11631603,0.906430086,25,1,0,211,0,-36.0,0.576972576,evaluation,0.0,71,1,0,long_delays,4.0,reserve,0.888536707,0
38,0,threshold,18,12793654243483367489,21,2,0.121239573,2,0.14412259,0.746740983,1.99710788,0.685541706,39,1,0,211,0,-36.0,0.563989342,evaluation,1.1492,48,19,5,long_delays,2.8508,threshold,1.098692859,0
39,0,threshold_hysteresis,19,12793654243483367489,21,2,0.124092843,2,0.146855044,0.756228064,1.991069921,0.69470847,39,1,0,211,0,-36.0,0.563989342,evaluation,1.113,49,19,4,long_delays,2.887,threshold_hysteresis,1.098692859,0
61,2,reserve,40,12793654243483367489,21,2,0.453345101,2,0.339439682,0.943669377,0.835354478,0.967695858,-1,0,0,211,0,-36.0,0.583961266,evaluation,0.0,71,1,0,long_delays,4.0,reserve,1.098692859,0
39,0,threshold,19,16564217805248177159,22,2,0.057070089,2,0.0,0.607627081,2.153261655,0.539209938,35,1,0,211,0,-36.0,0.474410727,evaluation,1.0678,49,17,6,long_delays,2.9322,threshold,1.081341611,0
40,0,threshold_hysteresis,20,16564217805248177159,22,2,0.068667343,2,0.0,0.611800671,2.129119018,0.556251989,35,1,0,211,0,-36.0,0.474346965,evaluation,0.9096,50,15,7,long_delays,3.0904,threshold_hysteresis,1.081341611,0
61,2,reserve,40,16564217805248177159,22,2,0.295289671,2,0.008096979,0.754620052,1.497692373,0.771415307,52,1,0,211,0,-36.0,0.527793667,evaluation,0.0,71,1,0,long_delays,4.0,reserve,1.081341611,0
39,0,threshold,19,13205368439900875950,23,2,0.006663934,2,0.000515531,0.598655002,2.341737429,0.614128337,34,1,0,211,0,-36.0,0.475369449,evaluation,1.0222,49,17,6,long_delays,2.9778,threshold,1.126652652,0
39,0,threshold_hysteresis,19,13205368439900875950,23,2,0.006663934,2,0.000515531,0.598655002,2.341737429,0.614128337,34,1,0,211,0,-36.0,0.475369449,evaluation,1.0222,49,17,6,long_delays,2.9778,threshold_hysteresis,1.126652652,0
61,2,reserve,40,13205368439900875950,23,2,0.289478086,2,0.068008828,0.747344137,1.573092302,0.850262975,54,1,0,211,0,-36.0,0.535129459,evaluation,0.0,71,1,0,long_delays,4.0,reserve,1.126652652,0
34,0,threshold,14,12083864356789341864,24,2,0.126540365,2,0.276232839,0.766089593,2.029414373,0.704220382,38,1,0,211,0,-36.0,0.609014712,evaluation,1.3458,44,21,7,long_delays,2.6542,threshold,1.043359911,0
35,0,threshold_hysteresis,15,12083864356789341864,24,2,0.137667142,2,0.285169979,0.780280828,1.99994185,0.722934371,38,1,0,211,0,-36.0,0.609014712,evaluation,1.2546,45,20,7,long_delays,2.7454,threshold_hysteresis,1.043359911,0
57,0,reserve,37,12083864356789341864,24,2,0.402468737,2,0.391744999,0.955216644,0.945828412,0.979773487,-1,0,0,211,0,-36.0,0.613686967,evaluation,0.0096,67,4,1,long_delays,3.9904,reserve,1.043359911,0
39,0,threshold,19,1816096391853636507,25,2,0.018806908,2,0.224778363,0.76491434,2.247909072,0.710122271,32,1,0,211,0,-36.021214867,0.591512106,evaluation,1.0658,49,18,5,long_delays,2.9342,threshold,1.007865096,0
39,0,threshold_hysteresis,19,1816096391853636507,25,2,0.018806908,2,0.224778363,0.76491434,2.247909072,0.710122271,32,1,0,211,0,-36.021214867,0.591512106,evaluation,1.0658,49,18,5,long_delays,2.9342,threshold_hysteresis,1.007865096,0
57,0,reserve,37,1816096391853636507,25,2,0.178731662,2,0.372254964,0.915673778,1.878070125,0.934596061,32,1,0,211,0,-36.021214867,0.603626364,evaluation,0.1336,67,5,0,long_delays,3.8664,reserve,1.007865096,0
37,0,threshold,17,4675293973315640297,26,2,0.151692884,2,0.412668199,0.849156797,1.826956481,0.817721957,41,1,0,211,0,-36.0,0.637168281,evaluation,1.1166,47,18,7,long_delays,2.8834,threshold,1.108789974,0
37,0,threshold_hysteresis,17,4675293973315640297,26,2,0.151692884,2,0.412668199,0.849156797,1.826956481,0.817721957,41,1,0,211,0,-36.0,0.637168281,evaluation,1.1166,47,18,7,long_delays,2.8834,threshold_hysteresis,1.108789974,0
61,2,reserve,40,4675293973315640297,26,2,0.445153776,2,0.553444091,0.996962146,0.737040243,0.990885872,-1,0,0,211,0,-36.0,0.637168281,evaluation,0.0,71,1,0,long_delays,4.0,reserve,1.108789974,0
42,0,threshold,22,18285567068471235007,27,2,0.04786498,2,0.0,0.596582975,2.312094468,0.596860413,33,1,0,211,0,-36.75537658,0.443082577,evaluation,0.973,52,17,3,long_delays,3.027,threshold,1.099133955,0
43,0,threshold_hysteresis,23,18285567068471235007,27,2,0.050252239,2,0.000139647,0.606002128,2.308475199,0.605510231,33,1,0,211,0,-36.75537658,0.443082577,evaluation,0.9644,53,17,2,long_delays,3.0356,threshold_hysteresis,1.099133955,0
58,1,reserve,38,18285567068471235007,27,2,0.230798883,2,0.09019768,0.765847602,1.959807776,0.857229045,34,1,0,211,0,-36.75537658,0.507163731,evaluation,0.0,68,2,2,long_delays,4.0,reserve,1.099133955,0
40,0,threshold,20,6431856881725050588,28,2,0.026206883,2,0.196337849,0.694254143,2.241410732,0.708421181,31,1,0,211,0,-36.0,0.564879377,evaluation,0.9532,50,16,6,long_delays,3.0468,threshold,0.99311112,0
40,0,threshold_hysteresis,20,6431856881725050588,28,2,0.026206883,2,0.196337849,0.694254143,2.241410732,0.708421181,31,1,0,211,0,-36.0,0.564879377,evaluation,0.9532,50,16,6,long_delays,3.0468,threshold_hysteresis,0.99311112,0
61,2,reserve,40,6431856881725050588,28,2,0.222896172,2,0.351185218,0.835749092,1.846061732,0.938620093,31,1,0,211,0,-36.0,0.600009146,evaluation,0.0,71,1,0,long_delays,4.0,reserve,0.99311112,0
35,0,threshold,15,17817979853963907387,29,2,0.032159963,2,0.0,0.675764664,2.201277903,0.585962994,38,1,0,211,0,-36.0,0.541285146,evaluation,1.2768,45,20,7,long_delays,2.7232,threshold,1.099274244,0
36,0,threshold_hysteresis,16,17817979853963907387,29,2,0.047800172,2,0.007114082,0.69795588,2.159402958,0.614651377,38,1,0,211,0,-36.0,0.541285146,evaluation,1.1856,46,19,7,long_delays,2.8144,threshold_hysteresis,1.099274244,0
59,1,reserve,39,17817979853963907387,29,2,0.333370419,2,0.208800489,0.91112811,1.048890184,0.909245671,-1,0,0,211,0,-36.0,0.561707182,evaluation,0.0,69,3,0,long_delays,4.0,reserve,1.099274244,0
38,0,threshold,18,9686606231341296963,30,2,0.0,2,0.064505204,0.676618445,2.454142031,0.662904066,26,1,0,211,0,-36.0,0.546360902,evaluation,1.0476,48,17,7,long_delays,2.9524,threshold,0.94037364,0
38,0,threshold_hysteresis,18,9686606231341296963,30,2,0.0,2,0.064505204,0.676618445,2.454142031,0.662904066,26,1,0,211,0,-36.0,0.546360902,evaluation,1.0476,48,17,7,long_delays,2.9524,threshold_hysteresis,0.94037364,0
60,1,reserve,40,9686606231341296963,30,2,0.134842238,2,0.242405997,0.853935732,2.074281979,0.917872302,26,1,0,211,0,-36.0,0.568495965,evaluation,0.0,70,2,0,long_delays,4.0,reserve,0.94037364,0
34,0,threshold,14,375476291807203904,31,2,0.013845033,2,0.148711793,0.712167149,2.236636235,0.618708073,32,1,0,211,0,-36.0,0.579647783,evaluation,1.4108,44,23,5,long_delays,2.5892,threshold,0.955907059,0
34,0,threshold_hysteresis,14,375476291807203904,31,2,0.013845033,2,0.148711793,0.712167149,2.236636235,0.618708073,32,1,0,211,0,-36.0,0.579647783,evaluation,1.4108,44,23,5,long_delays,2.5892,threshold_hysteresis,0.955907059,0
57,0,reserve,37,375476291807203904,31,2,0.205564548,2,0.335078416,0.918441065,1.77553071,0.923384977,32,1,0,211,0,-36.0,0.596247665,evaluation,0.1336,67,5,0,long_delays,3.8664,reserve,0.955907059,0
37,0,threshold,17,15937954789547596358,32,2,0.116902736,2,0.352228641,0.820219635,2.022363254,0.770664315,33,1,0,211,0,-36.0,0.626497946,evaluation,1.1166,47,18,7,long_delays,2.8834,threshold,1.001681616,0
37,0,threshold_hysteresis,17,15937954789547596358,32,2,0.116902736,2,0.352228641,0.820219635,2.022363254,0.770664315,33,1,0,211,0,-36.0,0.626497946,evaluation,1.1166,47,18,7,long_delays,2.8834,threshold_hysteresis,1.001681616,0
60,1,reserve,40,15937954789547596358,32,2,0.328274859,2,0.495830313,0.996514659,1.569064133,0.995970111,34,1,0,211,0,-36.0,0.630796961,evaluation,0.0,70,2,0,long_delays,4.0,reserve,1.001681616,0
37,0,threshold,17,18080832706328257581,33,2,0.0,2,0.0,0.525675137,2.515748073,0.480374965,27,1,0,211,0,-36.0,0.444970305,evaluation,1.0294,47,16,9,long_delays,2.9706,threshold,0.876610744,0
37,0,threshold_hysteresis,17,18080832706328257581,33,2,0.0,2,0.0,0.525675137,2.515748073,0.480374965,27,1,0,211,0,-36.0,0.444970305,evaluation,1.0294,47,16,9,long_delays,2.9706,threshold_hysteresis,0.876610744,0
58,1,reserve,38,18080832706328257581,33,2,0.10636263,2,0.091328199,0.75016416,2.083260731,0.807735415,27,1,0,211,0,-36.0,0.528509695,evaluation,0.0,68,3,1,long_delays,4.0,reserve,0.876610744,0
38,0,threshold,18,15438293419954489375,34,2,0.115198523,2,0.382268051,0.796793012,1.996814302,0.784440183,32,1,0,211,0,-36.0,0.627857262,evaluation,1.23,48,20,4,long_delays,2.77,threshold,0.888791431,0
38,0,threshold_hysteresis,18,15438293419954489375,34,2,0.1346335,2,0.389857117,0.802752791,1.948006005,0.805552997,32,1,0,211,0,-36.0,0.627857262,evaluation,1.0912,48,18,6,long_delays,2.9088,threshold_hysteresis,0.888791431,0
60,1,reserve,40,15438293419954489375,34,2,0.333220608,2,0.523029995,0.962447749,1.527446048,0.995115584,32,1,0,211,0,-36.0,0.63553727,evaluation,0.0,70,2,0,long_delays,4.0,reserve,0.888791431,0
39,0,threshold,19,15986481383230024516,35,2,0.001930275,2,0.000660586,0.690904729,2.327339711,0.573418261,33,1,0,211,0,-36.0,0.519738806,evaluation,1.0348,49,17,6,long_delays,2.9652,threshold,0.999925292,0
40,0,threshold_hysteresis,20,15986481383230024516,35,2,0.005168793,2,0.000787809,0.700505362,2.320885368,0.582831734,33,1,0,211,0,-36.0,0.519738806,evaluation,0.9968,50,17,5,long_delays,3.0032,threshold_hysteresis,0.999925292,0
61,2,reserve,40,15986481383230024516,35,2,0.19296496,2,0.115642636,0.895577848,1.928439526,0.843502011,33,1,0,211,0,-36.0,0.562653948,evaluation,0.0,71,1,0,long_delays,4.0,reserve,0.999925292,0
41,0,threshold,21,12449117413128960852,36,2,0.0,2,0.0,0.137898986,2.716845292,0.208788525,19,1,1,211,0,-36.0,0.0,evaluation,0.941,51,16,5,long_delays,3.059,threshold,1.026792617,0
41,0,threshold_hysteresis,21,12449117413128960852,36,2,0.0,2,0.0,0.134731922,2.690194003,0.206297533,19,1,1,211,0,-36.0,0.0,evaluation,0.8842,51,15,6,long_delays,3.1158,threshold_hysteresis,1.026792617,0
59,1,reserve,39,12449117413128960852,36,2,0.032294378,2,0.0,0.150846882,2.441267395,0.222102905,19,1,1,211,0,-36.0,0.0,evaluation,0.0,69,3,0,long_delays,4.0,reserve,1.026792617,0
38,0,threshold,18,16315818585861445538,37,2,0.035414944,2,0.156685009,0.677790044,2.124357572,0.686720996,36,1,0,211,0,-36.0,0.553733888,evaluation,1.0842,48,17,7,long_delays,2.9158,threshold,1.0686717,0
40,0,threshold_hysteresis,20,16315818585861445538,37,2,0.056039014,2,0.172674802,0.697819428,2.074135417,0.716466473,36,1,0,211,0,-36.0,0.555692574,evaluation,0.9532,50,16,6,long_delays,3.0468,threshold_hysteresis,1.0686717,0
61,2,reserve,40,16315818585861445538,37,2,0.347865252,2,0.316446803,0.842235117,0.969711522,0.945484851,-1,0,0,211,0,-36.0,0.586774645,evaluation,0.0,71,1,0,long_delays,4.0,reserve,1.0686717,0
35,0,threshold,15,257427883208467125,38,2,0.095906817,2,0.33069654,0.74283599,2.057955067,0.738818517,38,1,0,211,0,-36.0,0.622445025,evaluation,1.199,45,19,8,long_delays,2.801,threshold,1.063133388,0
35,0,threshold_hysteresis,15,257427883208467125,38,2,0.099419468,2,0.329870281,0.740700146,2.048186566,0.740250736,38,1,0,211,0,-36.0,0.622445025,evaluation,1.1674,45,18,9,long_delays,2.8326,threshold_hysteresis,1.063133388,0
60,1,reserve,40,257427883208467125,38,2,0.409996191,2,0.497006469,0.919808496,0.885735957,0.993577227,-1,0,0,211,0,-36.0,0.634516282,evaluation,0.0,70,2,0,long_delays,4.0,reserve,1.063133388,0
40,0,threshold,20,8608824469881595501,39,2,0.0,2,0.013381535,0.623258741,2.37220508,0.624053031,35,1,0,211,0,-36.0,0.511836413,evaluation,0.9968,50,17,5,long_delays,3.0032,threshold,1.106022039,0
40,0,threshold_hysteresis,20,8608824469881595501,39,2,0.0,2,0.013381535,0.623258741,2.37220508,0.624053031,35,1,0,211,0,-36.0,0.511836413,evaluation,0.9968,50,17,5,long_delays,3.0032,threshold_hysteresis,1.106022039,0
60,1,reserve,40,8608824469881595501,39,2,0.137299059,2,0.108987374,0.745421184,2.010510105,0.833046108,38,1,0,211,0,-36.0,0.560965604,evaluation,0.0,70,2,0,long_delays,4.0,reserve,1.106022039,0
40,0,threshold,20,1539475626257425321,40,2,0.0,2,0.0,0.573878407,2.517619866,0.523726519,30,1,0,211,0,-36.0,0.449906128,evaluation,1.0986,50,18,4,long_delays,2.9014,threshold,1.052265654,0
41,0,threshold_hysteresis,21,1539475626257425321,40,2,0.0,2,0.0,0.587820635,2.49005504,0.546609561,30,1,0,211,0,-36.0,0.451415407,evaluation,0.975,51,17,4,long_delays,3.025,threshold_hysteresis,1.052265654,0
61,2,reserve,40,1539475626257425321,40,2,0.124390348,2,0.046116221,0.752117047,2.12946433,0.805431026,30,1,0,211,0,-36.0,0.517723607,evaluation,0.0,71,1,0,long_delays,4.0,reserve,1.052265654,0
39,0,threshold,19,12352331726524156718,41,2,0.0,2,0.001711173,0.676108741,2.435948182,0.61602685,27,1,0,211,0,-36.0,0.514725697,evaluation,1.0658,49,18,5,long_delays,2.9342,threshold,0.957607143,0
39,0,threshold_hysteresis,19,12352331726524156718,41,2,0.0,2,0.001711173,0.676108741,2.435948182,0.61602685,27,1,0,211,0,-36.0,0.514725697,evaluation,1.0658,49,18,5,long_delays,2.9342,threshold_hysteresis,0.957607143,0
61,2,reserve,40,12352331726524156718,41,2,0.146713441,2,0.17661086,0.852116532,2.047521882,0.877205578,27,1,0,211,0,-36.0,0.556610277,evaluation,0.0,71,1,0,long_delays,4.0,reserve,0.957607143,0
35,0,threshold,15,1214188042868440994,42,2,0.113013886,2,0.225446142,0.618323223,2.112516911,0.692991494,31,1,0,211,0,-36.0,0.541224483,evaluation,1.2768,45,20,7,long_delays,2.7232,threshold,0.881362708,0
