arm,episode,environment_seed,true_boundary,irreversible_entry,first_irreversible_step,final_pressure,final_biosphere,final_institution,final_trust,final_justice,min_hidden_cr,min_estimated_cr,cumulative_performative_gap,capture_absorption,justice_stability,defective_action_rate,false_positive_rate,false_negative_rate,emergency_trigger_rate,mean_response_delay,mean_estimation_error,final_mode
robust_reserve,44,778103527990850384,1.0487120762,0,72,0.7873164113,0.5919934835,0.0000000000,0.0000000000,0.5770267494,5.6347961321,-10.7772623661,15.9659748961,0.7042272849,0.4849002173,0.3777109703,1.0000000000,0.0000000000,0.1388888889,4.1818181818,51.0602300592,1
full_rvcim,44,778103527990850384,1.0487120762,0,72,0.4799681272,0.7287036126,0.0000000000,0.0000000000,0.7998787949,39.2394748527,2.9150753003,12.1494615221,0.7800326275,0.6253933752,0.2960603283,1.0000000000,0.0000000000,0.0000000000,3.0000000000,80.2875211035,1
weak_coupling,45,8997837402335212981,1.1163515169,1,37,2.5951250241,0.0000000000,0.0000000000,0.0000000000,0.2817920019,-14.8927145033,-13.2970665208,23.2028059452,0.2217195553,0.4178078151,0.6471939564,0.0000000000,0.7222222222,0.0000000000,0.0000000000,6.8097874595,0
nominal_trigger,45,8997837402335212981,1.1163515169,1,40,2.2200294857,0.0535382286,0.0000000000,0.0000000000,0.0000000000,-14.6042887075,-13.0395434889,21.0751371299,0.4067252350,0.2262744986,0.5513089878,0.0555555556,0.0000000000,0.6805555556,6.0000000000,7.5736001825,2
robust_reserve,45,8997837402335212981,1.1163515169,1,64,1.0907177758,0.5066553523,0.0000000000,0.0303472421,0.5156992469,-9.7034585707,-10.7608597418,14.7887868159,0.7036235782,0.4435067206,0.3703812207,0.8888888889,0.0000000000,0.3194444444,4.2631578947,34.6758857727,3
full_rvcim,45,8997837402335212981,1.1163515169,0,72,0.7129236988,0.6148650030,0.0000000000,0.0000000000,0.7113210325,30.9803029106,-4.8069190873,12.0995033458,0.7791200620,0.5725834152,0.3126471412,1.0000000000,0.0000000000,0.0694444444,3.4444444444,69.4444848587,1
weak_coupling,46,10083877701260720516,1.0884935003,1,28,2.8319652651,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.1205563609,-14.3933538937,31.1443211411,0.2107265711,0.2206783184,0.7647211521,0.0000000000,0.7222222222,0.0000000000,0.0000000000,8.3278085766,0
nominal_trigger,46,10083877701260720516,1.0884935003,1,29,2.5704226077,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.8308146618,-15.0275130909,28.2628967117,0.3920104043,0.1482697471,0.6712837647,0.0000000000,0.0000000000,0.6805555556,7.5000000000,9.3595226940,2
robust_reserve,46,10083877701260720516,1.0884935003,1,57,1.3145786461,0.4149742317,0.0000000000,0.0395185810,0.4369408718,-11.6570936731,-11.9470314180,17.3684051583,0.7011725677,0.3967959356,0.4337817765,0.7777777778,0.0000000000,0.4583333333,4.6315789474,27.6755165155,3
full_rvcim,46,10083877701260720516,1.0884935003,0,72,0.8486290312,0.5257967653,0.0000000000,0.0000000000,0.6512181271,6.2966278350,-10.3706788772,13.6282231608,0.7774361146,0.5464459722,0.3857360650,1.0000000000,0.0000000000,0.2083333333,3.7333333333,54.4667783549,1
weak_coupling,47,8521598298222444033,0.9588698712,1,22,2.9668752590,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.2941020957,-14.5483054426,27.9127875133,0.2100524475,0.2043978581,0.7665021898,0.0000000000,0.8472222222,0.0000000000,0.0000000000,8.6133762603,0
nominal_trigger,47,8521598298222444033,0.9588698712,1,25,2.7105878325,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-17.2919495775,-15.4392406942,26.0929898038,0.3885443657,0.1296101840,0.6937682258,0.0138888889,0.0833333333,0.6527777778,7.2500000000,7.6232671885,2
robust_reserve,47,8521598298222444033,0.9588698712,1,52,1.3498442752,0.4582801528,0.0000000000,0.0672397300,0.3958537075,-12.1537965884,-12.1537965884,16.0401333142,0.6995734831,0.3726992941,0.4195983137,0.7083333333,0.0000000000,0.3472222222,4.5384615385,24.2210085253,3
full_rvcim,47,8521598298222444033,0.9588698712,0,72,0.6798433287,0.6289205405,0.0000000000,0.0000000000,0.6255406270,15.6134813643,-5.6435443287,12.4980591079,0.7771051350,0.5298099353,0.3378798336,1.0000000000,0.0000000000,0.0694444444,3.6666666667,43.2925502555,1
weak_coupling,48,5897281046167436313,1.0261549214,1,23,2.9693573406,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-15.9426944742,-14.2345486377,27.1825414854,0.2122400334,0.2405807113,0.7628269471,0.0000000000,0.8472222222,0.0000000000,0.0000000000,10.1066938468,0
nominal_trigger,48,5897281046167436313,1.0261549214,1,28,2.6405660487,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-17.0379425758,-15.2124487284,25.2100898029,0.3917695314,0.1277366729,0.6843876355,0.0000000000,0.0833333333,0.6805555556,6.5000000000,9.4230849340,2
robust_reserve,48,5897281046167436313,1.0261549214,1,51,1.4408808968,0.4219384337,0.0000000000,0.0536924747,0.4245076722,-12.1806647164,-12.1806647164,16.2212294183,0.7007956729,0.3879600298,0.4415816534,0.6944444444,0.0000000000,0.3888888889,4.4545454545,21.4090084505,3
full_rvcim,48,5897281046167436313,1.0261549214,1,69,0.8619901117,0.5641981677,0.0000000000,0.0225846830,0.6041336689,1.3527283002,-10.8495789088,13.0579182501,0.7766611618,0.5141640127,0.3865183326,0.9583333333,0.0000000000,0.2083333333,3.5000000000,43.3377717426,2
weak_coupling,49,17352077854424479511,1.1205538316,1,26,2.9674542847,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.9419255608,-15.1267192507,26.1184854653,0.2110394241,0.1963657677,0.7252360304,0.0000000000,0.7916666667,0.0000000000,0.0000000000,8.1405399995,0
nominal_trigger,49,17352077854424479511,1.1205538316,1,27,2.7500912229,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-18.7321508055,-16.7251346478,24.5349030826,0.3893729966,0.0908973233,0.6608856373,0.0000000000,0.0138888889,0.6944444444,8.0000000000,7.4601767071,2
robust_reserve,49,17352077854424479511,1.1205538316,1,52,1.4963210427,0.4129554955,0.0000000000,0.0407618561,0.3164230575,-13.2776628285,-13.2776628285,15.4921141266,0.7005039118,0.3019024945,0.4102091833,0.7222222222,0.0000000000,0.5833333333,4.3684210526,23.0327721872,3
full_rvcim,49,17352077854424479511,1.1205538316,1,68,0.9884327586,0.5357581149,0.0000000000,0.0270694444,0.5042591550,-4.2103332685,-11.4821395075,12.8432521669,0.7744330678,0.4585359016,0.3649029676,0.9305555556,0.0000000000,0.3888888889,3.4230769231,47.0038575641,2
weak_coupling,50,14986375744460544030,0.9647583923,1,29,2.8627192211,0.0000000000,0.0000000000,0.0000000000,0.1371695033,-15.3763398783,-13.7288748914,23.5374947442,0.2178500594,0.3296650447,0.7113326482,0.0000000000,0.8333333333,0.0000000000,0.0000000000,9.1093912079,0
nominal_trigger,50,14986375744460544030,0.9647583923,1,30,2.5509437425,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-15.6232260484,-13.9493089718,21.4372530796,0.3998569292,0.1831901218,0.6093820502,0.0000000000,0.0277777778,0.6805555556,6.5000000000,9.1176716020,2
robust_reserve,50,14986375744460544030,0.9647583923,1,45,1.5498729573,0.4374866560,0.0000000000,0.1216716276,0.5371598982,-11.1224920878,-11.1272461900,14.8540646708,0.7045881984,0.4347532880,0.4014964112,0.6111111111,0.0000000000,0.4861111111,3.8666666667,16.9280668448,3
full_rvcim,50,14986375744460544030,0.9647583923,1,61,1.0561532384,0.5630869501,0.0000000000,0.0868251874,0.6804095867,-9.8850163496,-10.0622692918,12.5872850804,0.7779650480,0.5503233807,0.3618860413,0.8472222222,0.0000000000,0.2638888889,3.0714285714,28.8408655725,2
weak_coupling,51,17608604249606414636,1.0237137653,1,27,2.8452486703,0.0000000000,0.0000000000,0.0000000000,0.0485365149,-15.7001355644,-14.0179781825,28.3735677605,0.2149643400,0.2910012472,0.7188788260,0.0000000000,0.7500000000,0.0000000000,0.0000000000,15.4370427889,0
nominal_trigger,51,17608604249606414636,1.0237137653,1,33,2.4751553561,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.4213822385,-14.6619484272,25.6900382507,0.3909743736,0.1779819847,0.6241739432,0.0277777778,0.0138888889,0.6666666667,6.6250000000,16.2481317070,2
robust_reserve,51,17608604249606414636,1.0237137653,1,62,1.1256180829,0.4790834455,0.0000000000,0.0141435086,0.4184094941,-11.6319861405,-11.6319861405,15.8511410070,0.6996770250,0.3945087702,0.3741291622,0.8611111111,0.0000000000,0.2083333333,4.1818181818,32.7937650069,3
full_rvcim,51,17608604249606414636,1.0237137653,0,72,0.6663095279,0.6120592477,0.0000000000,0.0000000000,0.6484156945,25.2405737856,1.1856532038,12.2710063161,0.7769912824,0.5338348255,0.2942053228,1.0000000000,0.0000000000,0.0000000000,3.0000000000,49.5639174243,1
weak_coupling,52,14190298133169333235,1.0112987434,1,22,3.1901962324,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-15.8923858987,-14.1896302667,22.5074436265,0.2118577164,0.2242695927,0.7836851829,0.0000000000,0.8333333333,0.0000000000,0.0000000000,10.0109515504,0
nominal_trigger,52,14190298133169333235,1.0112987434,1,26,2.9319942574,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.9570420258,-15.1402160944,21.3628642103,0.3905480172,0.0871658425,0.7257204289,0.0000000000,0.0555555556,0.6944444444,7.0000000000,10.1571656695,2
robust_reserve,52,14190298133169333235,1.0112987434,1,33,2.0694532080,0.2212986071,0.0000000000,0.2114668008,0.3855577246,-12.2321490388,-12.2321490388,14.4221446942,0.7017475894,0.3165865775,0.4589904672,0.3888888889,0.0000000000,0.5972222222,4.4444444444,12.4300434977,3
full_rvcim,52,14190298133169333235,1.0112987434,1,45,1.5581231077,0.4265806596,0.0000000000,0.3543636318,0.6091654696,-10.9503159177,-10.9503159177,12.2635575605,0.7760160093,0.4723347958,0.3815527346,0.5694444444,0.0000000000,0.4166666667,3.5000000000,20.4180263701,2
weak_coupling,53,15780020407043443281,0.9645237027,1,24,2.8688995370,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-17.0623357825,-15.2342283772,27.6786017125,0.2110040076,0.1792242595,0.6897949103,0.0000000000,0.7916666667,0.0000000000,0.0000000000,9.9461629034,0
nominal_trigger,53,15780020407043443281,0.9645237027,1,24,2.6207933599,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-18.5131934404,-16.5296370004,25.2583674276,0.3796912829,0.1496909888,0.5954881541,0.0000000000,0.0555555556,0.6388888889,8.0000000000,9.2532293783,2
robust_reserve,53,15780020407043443281,0.9645237027,1,69,0.8360946306,0.5940418990,0.0000000000,0.0095531927,0.4658316072,-3.8967509358,-8.8741455592,14.9471111818,0.7026660926,0.4466897290,0.3305096837,0.9583333333,0.0000000000,0.0972222222,4.8000000000,31.2175312339,1
full_rvcim,53,15780020407043443281,0.9645237027,0,72,0.5267618482,0.7147669693,0.0000000000,0.0000000000,0.7442341794,25.2176281851,0.5430033728,11.6430998290,0.7800713106,0.6100914666,0.2616114118,1.0000000000,0.0000000000,0.0000000000,3.0000000000,42.5194207168,1
weak_coupling,54,9601548769608339094,0.8942310843,1,22,3.2817345861,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-15.6334443917,-13.9584324926,28.0224157079,0.2122445107,0.2189070784,0.8325287094,0.0000000000,0.9166666667,0.0000000000,0.0000000000,7.9479842729,0
nominal_trigger,54,9601548769608339094,0.8942310843,1,23,3.0914166328,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.6147640079,-14.8346107214,26.4701761393,0.3957862843,0.0680335002,0.7693175162,0.0000000000,0.1111111111,0.7083333333,7.0000000000,7.4081748226,2
robust_reserve,54,9601548769608339094,0.8942310843,1,32,2.1188346926,0.1917132900,0.0000000000,0.3238459326,0.3581642292,-11.8205925233,-11.8205925233,16.3910722858,0.7048463212,0.3289719321,0.4763806110,0.2638888889,0.0000000000,0.6250000000,4.2222222222,5.3412896008,3
full_rvcim,54,9601548769608339094,0.8942310843,1,43,1.6481133893,0.3839069137,0.0000000000,0.4338263710,0.6398123209,-10.7032995004,-10.7032995004,13.1030737771,0.7773306131,0.4728588573,0.4029215802,0.5277777778,0.0000000000,0.5277777778,3.2727272727,10.8466630365,3
weak_coupling,55,91784768985411046,0.9344789057,1,30,2.6910954832,0.0000000000,0.0000000000,0.0000000000,0.1426470904,-15.6763588741,-13.9967489948,23.5140592426,0.2170579002,0.3349385500,0.6760931256,0.0000000000,0.7777777778,0.0000000000,0.0000000000,10.8647809774,0
nominal_trigger,55,91784768985411046,0.9344789057,1,30,2.4732157606,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.3975401628,-14.6406608596,22.0943926923,0.3928678440,0.2262393769,0.6109890833,0.0000000000,0.0277777778,0.6527777778,6.2500000000,10.6114869699,2
robust_reserve,55,91784768985411046,0.9344789057,1,53,1.2688231661,0.4913048377,0.0000000000,0.0660478529,0.5504238592,-11.7023413140,-11.7023413140,14.8179447057,0.7028992756,0.4639936525,0.3877189871,0.7361111111,0.0000000000,0.3472222222,3.9090909091,23.8459120785,3
full_rvcim,55,91784768985411046,0.9344789057,0,72,0.6944202861,0.6158634645,0.0000000000,0.0000000000,0.7157494195,9.9199451768,-7.0899258388,12.2743893657,0.7783294169,0.5778087300,0.3391461961,1.0000000000,0.0000000000,0.0833333333,3.5714285714,42.4364382032,1
weak_coupling,56,5546756898015035542,1.0862245617,1,28,2.7947641172,0.0000000000,0.0000000000,0.0000000000,0.0826710198,-15.8407712271,-14.1435457385,25.7301136225,0.2141540457,0.3143566664,0.7272977737,0.0000000000,0.6944444444,0.0000000000,0.0000000000,8.9178474591,0
nominal_trigger,56,5546756898015035542,1.0862245617,1,32,2.4806799992,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.6364517994,-14.8539748209,23.9477656370,0.3898524771,0.2262043054,0.6430787739,0.0416666667,0.0000000000,0.6388888889,7.5000000000,8.7876834529,2
robust_reserve,56,5546756898015035542,1.0862245617,0,72,0.8291305206,0.5640326648,0.0000000000,0.0000000000,0.6048422244,12.3152392847,-11.0289633617,14.9059718637,0.7048911760,0.4576993775,0.3760247504,1.0000000000,0.0000000000,0.4166666667,4.0000000000,52.3828518607,3
full_rvcim,56,5546756898015035542,1.0862245617,0,72,0.6671163622,0.6452705821,0.0000000000,0.0000000000,0.7766216865,30.8135265269,-5.9979827258,12.3901812736,0.7789927941,0.6097498618,0.3382829574,1.0000000000,0.0000000000,0.0694444444,3.3000000000,71.0099962116,1
weak_coupling,57,6789875962152772660,1.0450717620,1,29,2.8285518452,0.0000000000,0.0000000000,0.0000000000,0.0478572541,-15.6325438383,-13.9576284271,27.5852084818,0.2158948853,0.3005016377,0.7445889994,0.0000000000,0.7361111111,0.0000000000,0.0000000000,11.1981473134,0
nominal_trigger,57,6789875962152772660,1.0450717620,1,33,2.5555600783,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.1939598416,-14.4588927157,26.1221321911,0.3920887890,0.2093719098,0.6816078380,0.0138888889,0.0138888889,0.6250000000,6.7500000000,11.3550534096,2
robust_reserve,57,6789875962152772660,1.0450717620,1,47,1.4728347960,0.4270300877,0.0000000000,0.1478612043,0.5878618701,-11.2157121351,-11.3578425886,16.4409786849,0.7055381263,0.4598899523,0.4188594810,0.5833333333,0.0000000000,0.4722222222,4.2222222222,24.4249735376,3
full_rvcim,57,6789875962152772660,1.0450717620,1,62,1.0597931911,0.5227886440,0.0000000000,0.0945702546,0.7215830174,-9.4245100275,-10.4005614475,13.5136382295,0.7783391199,0.5719570131,0.3980465215,0.8611111111,0.0000000000,0.2777777778,3.3125000000,35.3900025243,2
weak_coupling,58,14998955215364058729,0.9644028902,1,25,3.1637251673,0.0000000000,0.0000000000,0.0000000000,0.1460590289,-15.1002151160,-13.4823349250,28.7389580224,0.2175066454,0.3320092460,0.8264887971,0.0000000000,0.9027777778,0.0000000000,0.0000000000,3.1942411911,0
nominal_trigger,58,14998955215364058729,0.9644028902,1,26,2.9102928545,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-15.5960034073,-13.9250030422,26.2946049591,0.4081266918,0.1682759381,0.7387771929,0.0000000000,0.0972222222,0.7222222222,6.5000000000,3.2041874754,2
robust_reserve,58,14998955215364058729,0.9644028902,1,42,1.6948057832,0.3439723974,0.0000000000,0.3183542705,0.7102602786,-11.1994329029,-11.1994329029,15.6849432994,0.7105953635,0.5246379641,0.4209504973,0.4861111111,0.0000000000,0.6527777778,3.9230769231,9.8292297193,3
full_rvcim,58,14998955215364058729,0.9644028902,1,56,1.2443929750,0.4733298761,0.0000000000,0.2863745223,0.8238209701,-9.9711446514,-9.9815223649,12.9946696076,0.7802395385,0.6171247633,0.3816225834,0.7083333333,0.0000000000,0.4166666667,3.0555555556,22.2904071374,2
weak_coupling,59,2653648801624207896,1.0090671630,1,28,2.6972784340,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.2871727131,-14.5421184938,21.0648752106,0.2143154255,0.2657613053,0.7438329946,0.0000000000,0.6944444444,0.0000000000,0.0000000000,10.2179715296,0
nominal_trigger,59,2653648801624207896,1.0090671630,1,29,2.4676256519,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-17.4964213748,-15.6218047990,19.8287074674,0.3864036253,0.2206628512,0.6581028711,0.0000000000,0.0138888889,0.6111111111,7.2500000000,10.7839156530,2
robust_reserve,59,2653648801624207896,1.0090671630,0,72,0.7964109649,0.5207351407,0.0000000000,0.0000000000,0.5357660595,2.1851767199,-12.2425140603,13.7387612008,0.7030851722,0.4748706130,0.3784187975,0.9861111111,0.0000000000,0.2083333333,4.2631578947,38.6222191121,1
full_rvcim,59,2653648801624207896,1.0090671630,0,72,0.4622765382,0.6725897256,0.0000000000,0.0000000000,0.8033627163,34.0335630027,-0.9772954052,11.2430545421,0.7802325402,0.6370120800,0.2862417247,1.0000000000,0.0000000000,0.0138888889,3.6666666667,77.0873117920,1
weak_coupling,60,4679532255542250076,0.8746825480,1,28,2.8178745795,0.0000000000,0.0000000000,0.0000000000,0.1742194570,-14.9563511285,-13.3538849362,29.2871721217,0.2194514442,0.3548670639,0.7658714121,0.0000000000,0.8611111111,0.0000000000,0.0000000000,8.6627591870,0
nominal_trigger,60,4679532255542250076,0.8746825480,1,29,2.5732191719,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-15.3984107014,-13.7485809834,26.9419652898,0.4002081420,0.2021248730,0.6818857320,0.0000000000,0.0972222222,0.6388888889,6.2500000000,8.8482800061,2
robust_reserve,60,4679532255542250076,0.8746825480,1,45,1.4920048331,0.3924692056,0.0000000000,0.0996845780,0.4735261020,-11.0651103702,-11.0651103702,16.6402218729,0.7039745182,0.3993464377,0.4357493046,0.6250000000,0.0000000000,0.4166666667,4.0909090909,16.8452382131,3
full_rvcim,60,4679532255542250076,0.8746825480,1,59,1.0430977197,0.5116505179,0.0000000000,0.0945469344,0.6317518414,-9.9789998014,-10.0475175267,13.4608414138,0.7775465235,0.5226512512,0.4012686400,0.8055555556,0.0000000000,0.2500000000,3.0714285714,24.3298113395,2
weak_coupling,61,5991474500840023172,1.0557453711,1,23,3.0041851943,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-19.7864338017,-17.6664587515,24.8617377108,0.1947133145,0.0403441972,0.7903101678,0.0000000000,0.8611111111,0.0000000000,0.0000000000,16.0749896610,0
nominal_trigger,61,5991474500840023172,1.0557453711,1,24,2.7740449167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-22.9709036342,-20.5097353877,23.1104008641,0.3617176501,-0.0213159995,0.6985801244,0.0000000000,0.0972222222,0.6666666667,9.6250000000,14.3529274751,2
robust_reserve,61,5991474500840023172,1.0557453711,1,47,1.5072456115,0.3708553419,0.0000000000,0.0382112938,0.0504917095,-16.0906711455,-16.0906711455,14.4170498629,0.6880445170,0.1457952200,0.3831340154,0.6388888889,0.0000000000,0.5694444444,5.3913043478,19.3116316625,3
full_rvcim,61,5991474500840023172,1.0557453711,0,72,0.7636835633,0.5670464301,0.0000000000,0.0000000000,0.3485615091,23.6732302523,-11.0572439798,11.9197315374,0.7710923388,0.3585384506,0.3165516756,1.0000000000,0.0000000000,0.1666666667,4.4375000000,50.3979209055,1
weak_coupling,62,12057428588756079552,1.1271728540,1,23,3.1672286874,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-20.0849785004,-17.9726753452,30.4585891557,0.1881920789,0.0290750883,0.8779391223,0.0000000000,0.9027777778,0.0000000000,0.0000000000,6.3878967179,0
nominal_trigger,62,12057428588756079552,1.1271728540,1,23,3.0891149525,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-22.8230163655,-20.3776931835,29.9931314338,0.3545107656,0.0163871933,0.8501460432,0.0000000000,0.0694444444,0.6944444444,10.7500000000,5.8523262391,2
robust_reserve,62,12057428588756079552,1.1271728540,1,43,1.6865318711,0.2758882171,0.0000000000,0.0423986750,0.3655399659,-16.2102532979,-16.2102532979,15.7298153543,0.7049644779,0.3138687938,0.4341969497,0.5694444444,0.0000000000,0.8194444444,5.3636363636,17.9231388307,3
full_rvcim,62,12057428588756079552,1.1271728540,1,44,1.8258957628,0.2319300688,0.0000000000,0.0000000000,0.3991107622,-13.3380802221,-13.3380802221,14.4087966350,0.7713065311,0.4626529678,0.4859618801,0.5972222222,0.0000000000,0.7083333333,4.4473684211,19.0961144457,1
weak_coupling,63,1580365064330060231,0.9291375089,1,33,2.6765451055,0.0000000000,0.0000000000,0.0000000000,0.1148370247,-15.3707953078,-13.7239243820,24.9112845714,0.2191023443,0.3437200245,0.7164713348,0.0000000000,0.7361111111,0.0000000000,0.0000000000,13.3041766828,0
nominal_trigger,63,1580365064330060231,0.9291375089,1,34,2.4646069491,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.1032900755,-14.3779375674,23.4520514803,0.3964047935,0.2055329678,0.6453097357,0.0000000000,0.0138888889,0.6250000000,6.2500000000,13.2276170415,2
robust_reserve,63,1580365064330060231,0.9291375089,1,57,1.1972690768,0.4852073648,0.0000000000,0.0102309315,0.2986310153,-11.5262261224,-11.5262261224,15.0581151980,0.6980675680,0.3208515487,0.3841167960,0.7638888889,0.0000000000,0.2638888889,4.0000000000,29.7065556025,3
full_rvcim,63,1580365064330060231,0.9291375089,0,72,0.6829294084,0.6095042276,0.0000000000,0.0000000000,0.4915157935,5.8331743198,-7.9288711359,12.2761103205,0.7747831784,0.4460586676,0.3255651696,1.0000000000,0.0000000000,0.0833333333,3.5000000000,47.6841310658,1
