arm,episode,environment_seed,true_boundary,irreversible_entry,first_irreversible_step,final_pressure,final_biosphere,final_institution,final_trust,final_justice,min_hidden_cr,min_estimated_cr,cumulative_performative_gap,capture_absorption,justice_stability,defective_action_rate,false_positive_rate,false_negative_rate,emergency_trigger_rate,mean_response_delay,mean_estimation_error,final_mode
robust_reserve,20,5057787946756576148,0.9495825705,1,33,1.9538040441,0.2718844760,0.0000000000,0.1910572227,0.5216829781,-12.1926746827,-12.1926746827,16.3755789449,0.7064792107,0.4140958289,0.4431401652,0.4444444444,0.0000000000,0.6805555556,4.4615384615,7.8225671062,3
full_rvcim,20,5057787946756576148,0.9495825705,1,44,1.6305230258,0.3847919083,0.0000000000,0.3172270539,0.6690122769,-10.7734087329,-10.7734087329,13.6310443701,0.7770462863,0.5417310915,0.4211588401,0.5694444444,0.0000000000,0.5138888889,3.3333333333,15.0377282722,3
weak_coupling,21,6162045595540412373,1.1149557090,1,27,3.0697817554,0.0000000000,0.0000000000,0.0000000000,0.0313383875,-15.4849014794,-13.8258048923,31.2636085652,0.2148131773,0.2880846971,0.8381906573,0.0000000000,0.7361111111,0.0000000000,0.0000000000,13.0445985817,0
nominal_trigger,21,6162045595540412373,1.1149557090,1,31,2.8219128432,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.0619101965,-14.3409912469,29.4921990269,0.3964980909,0.1709832487,0.7742107002,0.0138888889,0.0000000000,0.6666666667,6.5000000000,12.6729721336,2
robust_reserve,21,6162045595540412373,1.1149557090,1,39,1.8824064647,0.2629510291,0.0000000000,0.1595988941,0.5656275909,-11.5386864611,-11.6208837436,17.6323479076,0.7088182642,0.4433133346,0.4858282241,0.4583333333,0.0000000000,0.5972222222,4.4000000000,17.5262387756,3
full_rvcim,21,6162045595540412373,1.1149557090,1,50,1.6033944477,0.3532940733,0.0000000000,0.1595048339,0.6941163443,-10.3842344411,-10.3842344411,14.5959782392,0.7780420561,0.5595461677,0.4792152929,0.6805555556,0.0000000000,0.4305555556,3.3333333333,27.7982382334,3
weak_coupling,22,235499743249550364,0.8859534407,1,25,3.0997271695,0.0000000000,0.0000000000,0.0000000000,0.0864257458,-15.2184658815,-13.5879159656,28.9518461245,0.2155830357,0.2871776895,0.8210032015,0.0000000000,0.9166666667,0.0000000000,0.0000000000,10.5583751447,0
nominal_trigger,22,235499743249550364,0.8859534407,1,25,2.8398275742,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-15.9777301165,-14.2658304612,26.0530545039,0.3964239949,0.0838761420,0.7141296021,0.0000000000,0.1388888889,0.6944444444,6.5000000000,9.5491725471,2
robust_reserve,22,235499743249550364,0.8859534407,1,39,1.8496601943,0.2804011728,0.0000000000,0.2338195677,0.3525661803,-11.3339679795,-11.3339679795,16.5732013200,0.7017182821,0.3259959074,0.4640815785,0.3888888889,0.0000000000,0.5555555556,4.0000000000,13.5964730198,3
full_rvcim,22,235499743249550364,0.8859534407,1,50,1.4144207909,0.4350873661,0.0000000000,0.2795953849,0.5393447611,-10.2812225626,-10.2812225626,13.2684502843,0.7751417760,0.4424812725,0.4045760979,0.6250000000,0.0000000000,0.3888888889,3.4000000000,19.7709930109,3
weak_coupling,23,17592833760252198295,1.0890220176,1,29,2.9913811995,0.0000000000,0.0000000000,0.0000000000,0.0570150023,-15.3588676664,-13.7132747021,25.7917298469,0.2160866867,0.2980790471,0.8003736918,0.0000000000,0.7916666667,0.0000000000,0.0000000000,3.5820738245,0
nominal_trigger,23,17592833760252198295,1.0890220176,1,32,2.6875117435,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.0980800936,-14.3732857978,23.6290538026,0.4042402488,0.1061520648,0.7103106170,0.0277777778,0.0000000000,0.7222222222,6.5000000000,4.0557503953,2
robust_reserve,23,17592833760252198295,1.0890220176,1,44,1.6912425171,0.3331059756,0.0000000000,0.0958053150,0.3933461792,-11.5880901427,-11.5880901427,15.5484241312,0.7013521888,0.3489492981,0.4443434314,0.5833333333,0.0000000000,0.4583333333,4.3333333333,13.4711628882,3
full_rvcim,23,17592833760252198295,1.0890220176,1,62,1.1914071055,0.4607779387,0.0000000000,0.0514953517,0.5219337014,-10.3245572756,-10.3718998577,13.1580882659,0.7753276945,0.4666822717,0.4147283563,0.8611111111,0.0000000000,0.2916666667,3.3529411765,26.0129309884,3
weak_coupling,24,12404072984363800867,0.9656476602,1,24,3.0673840135,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-15.8777710783,-14.1765813200,25.8348744443,0.2136107317,0.2438451868,0.8044184409,0.0000000000,0.8611111111,0.0000000000,0.0000000000,11.3125297253,0
nominal_trigger,24,12404072984363800867,0.9656476602,1,29,2.7584066309,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.8837140261,-15.0747446662,23.7800391859,0.3919950995,0.1728504508,0.7203805544,0.0000000000,0.0694444444,0.6666666667,7.0000000000,11.2864740736,2
robust_reserve,24,12404072984363800867,0.9656476602,1,40,1.7273726168,0.3302290133,0.0000000000,0.1464187027,0.5599923516,-12.0128269678,-12.0128269678,15.0486475992,0.7059541562,0.4514075865,0.4418769070,0.5277777778,0.0000000000,0.5000000000,3.9090909091,14.8981857733,3
full_rvcim,24,12404072984363800867,0.9656476602,1,51,1.3843663625,0.4356045278,0.0000000000,0.1952941180,0.7163179432,-10.3078967103,-10.3078967103,13.0362245737,0.7779943700,0.5702869865,0.4224470397,0.7083333333,0.0000000000,0.3055555556,3.3076923077,21.4010774163,3
weak_coupling,25,1614058472199873598,0.9060116943,1,21,3.2613859742,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.1574706047,-14.4263130399,29.5905703378,0.2101821930,0.1941691027,0.8271835412,0.0000000000,0.8888888889,0.0000000000,0.0000000000,7.2417198559,0
nominal_trigger,25,1614058472199873598,0.9060116943,1,24,3.0264232978,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-17.4176060267,-15.5514339524,27.8520112797,0.3927871388,0.0948187777,0.7652238171,0.0000000000,0.1111111111,0.7083333333,7.5000000000,7.1017141998,2
robust_reserve,25,1614058472199873598,0.9060116943,1,32,1.8966475987,0.2956228215,0.0000000000,0.4367770668,0.6529950333,-11.2634313104,-11.6756352695,15.6638704433,0.7094587448,0.4817485860,0.4054902224,0.3333333333,0.0000000000,0.7638888889,4.4166666667,7.6042445728,3
full_rvcim,25,1614058472199873598,0.9060116943,1,44,1.4069312776,0.4799823152,0.0000000000,0.4729362766,0.8835013364,-10.3191966390,-10.3191966390,12.5451610133,0.7813941282,0.6152790612,0.3445648932,0.6111111111,0.0000000000,0.6944444444,3.0909090909,17.4436703592,2
weak_coupling,26,1357834853484744423,1.1066608104,1,28,3.0871590967,0.0000000000,0.0000000000,0.0000000000,0.0454513255,-15.4300053193,-13.7767904637,25.6676487142,0.2153319611,0.2935129520,0.8307628444,0.0000000000,0.7916666667,0.0000000000,0.0000000000,6.0594471856,0
nominal_trigger,26,1357834853484744423,1.1066608104,1,32,2.8243372295,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-15.9790022560,-14.2669663000,24.3362907023,0.3968280027,0.1614159654,0.7601669784,0.0555555556,0.0138888889,0.6805555556,6.6666666667,6.2743755255,2
robust_reserve,26,1357834853484744423,1.1066608104,1,40,1.8556738110,0.2412699157,0.0000000000,0.1433444442,0.5429162777,-11.5554432707,-11.5554432707,15.6989419320,0.7062879943,0.4321020143,0.4625355026,0.5277777778,0.0000000000,0.6250000000,4.0000000000,15.4216005813,3
full_rvcim,26,1357834853484744423,1.1066608104,1,55,1.3201495510,0.4095622160,0.0000000000,0.1973170367,0.7566558696,-10.1316465491,-10.3262316952,12.9055635629,0.7797346585,0.5615907831,0.3999693836,0.7638888889,0.0000000000,0.4583333333,3.1111111111,25.7260714839,2
weak_coupling,27,13548188573432978526,0.9396002017,1,16,3.3441180457,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-17.5626812065,-15.6809653630,26.3669502895,0.2002358986,0.0778073381,0.8308436081,0.0000000000,0.9444444444,0.0000000000,0.0000000000,9.4831068720,0
nominal_trigger,27,13548188573432978526,0.9396002017,1,16,3.1822701577,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-19.6892104787,-17.5796522131,24.9371601374,0.3838950723,-0.0262890244,0.7731428659,0.0000000000,0.1250000000,0.7361111111,7.5000000000,6.8084593934,2
robust_reserve,27,13548188573432978526,0.9396002017,1,26,2.0987252601,0.2282692314,0.0000000000,0.1466941139,0.3120091241,-14.0864229422,-14.0864229422,15.0982114394,0.7027741715,0.2917983368,0.4313044288,0.3194444444,0.0000000000,0.6805555556,4.8571428571,4.9423744040,3
full_rvcim,27,13548188573432978526,0.9396002017,1,35,1.7992608606,0.3455205227,0.0000000000,0.3243505096,0.5408052518,-12.4307797470,-12.4307797470,12.8473007041,0.7757448620,0.4467312704,0.4006276194,0.4722222222,0.0000000000,0.5277777778,3.5789473684,10.2004599325,3
weak_coupling,28,16474501573591293470,0.9294727180,1,17,3.3843090392,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-18.4572124363,-16.4796539610,30.8423375619,0.1988985829,0.0626810740,0.8126617006,0.0000000000,0.9305555556,0.0000000000,0.0000000000,9.5840123627,0
nominal_trigger,28,16474501573591293470,0.9294727180,1,18,3.2227454379,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-20.5857727187,-18.3801542131,29.4773636737,0.3732035039,-0.0053018933,0.7621263341,0.0000000000,0.1111111111,0.7361111111,9.0000000000,7.3647300482,2
robust_reserve,28,16474501573591293470,0.9294727180,1,27,2.2925669230,0.1161933691,0.0000000000,0.0312606261,0.0469320759,-14.8349211203,-14.8349211203,17.3514229382,0.6947467041,0.1814422925,0.4741002702,0.3194444444,0.0000000000,0.6666666667,5.5555555556,6.9886594202,3
full_rvcim,28,16474501573591293470,0.9294727180,1,34,1.8985098150,0.2910042384,0.0000000000,0.3600918635,0.5953114667,-12.7451786157,-12.7451786157,13.3018026971,0.7748420818,0.4656913199,0.3910711460,0.4027777778,0.0000000000,0.5972222222,4.6363636364,11.1472064454,3
weak_coupling,29,8699582146486605974,0.9452843651,1,26,3.0497401003,0.0000000000,0.0000000000,0.0000000000,0.0520699832,-15.5702048629,-13.9019686276,24.7497881589,0.2151048244,0.2876441876,0.7946763116,0.0000000000,0.8611111111,0.0000000000,0.0000000000,8.5138784255,0
nominal_trigger,29,8699582146486605974,0.9452843651,1,27,2.7599677282,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-15.9398893623,-14.2320440735,22.7767189571,0.3982264135,0.1984666689,0.6901656466,0.0000000000,0.0972222222,0.6944444444,6.5000000000,8.4631057324,2
robust_reserve,29,8699582146486605974,0.9452843651,1,40,1.6840071860,0.3575333459,0.0000000000,0.2922014499,0.7663127020,-11.5445509039,-11.5445509039,14.8042435396,0.7096364498,0.5701743735,0.4120585462,0.5000000000,0.0000000000,0.5138888889,4.0909090909,15.0736326378,3
full_rvcim,29,8699582146486605974,0.9452843651,1,55,1.2712666250,0.4784259350,0.0000000000,0.1612799123,0.8502376333,-9.9770630083,-9.9770630083,12.9230839126,0.7809431560,0.6663645652,0.3980812488,0.7638888889,0.0000000000,0.3055555556,3.3125000000,26.9919412911,2
weak_coupling,30,635902776888813281,0.8806253465,1,26,2.9437372199,0.0000000000,0.0000000000,0.0000000000,0.1582091307,-15.1715235497,-13.5460031694,29.3007855509,0.2179128087,0.3492196890,0.7957237257,0.0000000000,0.8333333333,0.0000000000,0.0000000000,5.9150304584,0
nominal_trigger,30,635902776888813281,0.8806253465,1,27,2.6967481607,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-15.5173740290,-13.8547982401,26.9901278444,0.4029379208,0.2623614468,0.7097331160,0.0000000000,0.0833333333,0.6666666667,6.5000000000,5.9551181512,2
robust_reserve,30,635902776888813281,0.8806253465,1,45,1.4711683656,0.3758755414,0.0000000000,0.2344924754,0.7971357374,-11.1580292948,-11.1580292948,16.1333674752,0.7090217850,0.5888762847,0.4096748328,0.5694444444,0.0000000000,0.4444444444,3.8888888889,12.9309039736,3
full_rvcim,30,635902776888813281,0.8806253465,1,67,0.8515605635,0.5207289158,0.0000000000,0.0298591237,0.8796035491,-9.1579261105,-10.1412920375,13.2261360082,0.7813049362,0.6754414035,0.3768224471,0.9305555556,0.0000000000,0.1388888889,3.2727272727,30.2398910191,2
weak_coupling,31,11008074423672720452,0.8790507488,1,19,3.2967644355,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.4436800429,-14.6794044629,26.8192747221,0.2089412795,0.1505408436,0.8887684493,0.0000000000,0.9027777778,0.0000000000,0.0000000000,10.9892277844,0
nominal_trigger,31,11008074423672720452,0.8790507488,1,22,3.1070121585,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-17.9777333540,-16.0515476375,25.5814650694,0.3898027427,0.0414713394,0.8348705433,0.0000000000,0.1250000000,0.7083333333,7.6000000000,11.0855903649,2
robust_reserve,31,11008074423672720452,0.8790507488,1,29,2.0252145800,0.1694400183,0.0000000000,0.2104771373,0.3122196878,-12.7551904890,-12.7551904890,15.3100105653,0.7049853586,0.2869505101,0.4723549752,0.3194444444,0.0000000000,0.6666666667,4.8000000000,12.6838020948,3
full_rvcim,31,11008074423672720452,0.8790507488,1,37,1.6751716018,0.3031119212,0.0004428140,0.5298233233,0.6379570024,-11.2834292673,-11.2834292673,12.8817134914,0.7751114273,0.4707409011,0.4090403919,0.4305555556,0.0000000000,0.5833333333,3.7222222222,15.8050146937,3
weak_coupling,32,12011949910858298700,0.9838096191,1,20,3.2865797317,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-17.0403585883,-15.2077258686,24.9584731355,0.2042825327,0.1173428791,0.8588500465,0.0000000000,0.8750000000,0.0000000000,0.0000000000,11.8543827008,0
nominal_trigger,32,12011949910858298700,0.9838096191,1,20,3.1289084911,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-18.7236249858,-16.7175223088,23.6157354621,0.3844108422,0.0385608385,0.7940616061,0.0000000000,0.0694444444,0.6944444444,8.2500000000,10.8237725914,2
robust_reserve,32,12011949910858298700,0.9838096191,1,29,2.0216869765,0.2060867300,0.0000000000,0.1990784065,0.3634891107,-13.4066305566,-13.4066305566,14.6712064329,0.6995553945,0.3031182747,0.4316515300,0.3333333333,0.0000000000,0.6805555556,4.6666666667,9.6641366253,3
full_rvcim,32,12011949910858298700,0.9838096191,1,40,1.7350359273,0.3245994445,0.0000000000,0.1972234397,0.4852981799,-11.9193280742,-11.9193280742,12.9127897306,0.7732775117,0.4394075002,0.4164629374,0.5555555556,0.0000000000,0.5138888889,3.6666666667,14.6992090249,2
weak_coupling,33,82051557458746330,0.8998953398,1,19,3.0678209741,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.7283802558,-14.9261642144,26.2850476702,0.2073084432,0.1509758592,0.7619113863,0.0000000000,0.8888888889,0.0000000000,0.0000000000,12.3692583003,0
nominal_trigger,33,82051557458746330,0.8998953398,1,22,2.8074166008,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-18.1546597408,-16.2095176257,24.7456305994,0.3818532924,0.0775765551,0.6922751722,0.0000000000,0.1111111111,0.6805555556,8.0000000000,12.2339267156,2
robust_reserve,33,82051557458746330,0.8998953398,1,29,1.8476137660,0.2997465766,0.0000000000,0.2870021137,0.5073423566,-12.4224189003,-12.4224189003,14.9680696908,0.7029250297,0.3846429162,0.3826389117,0.3611111111,0.0000000000,0.5972222222,3.8000000000,10.3953882347,3
full_rvcim,33,82051557458746330,0.8998953398,1,41,1.5846482265,0.3885300664,0.0000000000,0.2694691138,0.6127113848,-10.9604005047,-10.9604005047,13.1703005613,0.7750201695,0.5018377285,0.3929516765,0.5694444444,0.0000000000,0.4583333333,3.4666666667,18.1080480540,3
weak_coupling,34,363848602583556340,1.0815632642,1,26,3.0715477862,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.2537360895,-14.5122643656,29.8785032329,0.2106031706,0.2132176916,0.8144337642,0.0000000000,0.7500000000,0.0000000000,0.0000000000,10.6787007620,0
nominal_trigger,34,363848602583556340,1.0815632642,1,27,2.8488693591,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-17.3568006007,-15.4971433935,27.4322851103,0.3882656411,0.1489088863,0.7254982220,0.0277777778,0.0000000000,0.6527777778,7.0000000000,9.5178718045,2
robust_reserve,34,363848602583556340,1.0815632642,1,44,1.7150988297,0.3270107283,0.0000000000,0.1144140642,0.5058433026,-12.3602337270,-12.3602337270,16.5133352725,0.7040361080,0.4225025253,0.4412439016,0.5555555556,0.0000000000,0.4861111111,4.4285714286,18.8942990408,3
full_rvcim,34,363848602583556340,1.0815632642,1,63,1.1399621124,0.4845598744,0.0000000000,0.0494815331,0.6571142615,-10.1948897597,-10.7243559038,13.3720352416,0.7772449787,0.5506440112,0.3913776916,0.8750000000,0.0000000000,0.3472222222,3.3913043478,37.5614013600,1
weak_coupling,35,3671569754381530179,1.1189802096,1,30,2.7707372528,0.0000000000,0.0000000000,0.0000000000,0.0554677158,-15.7303190984,-14.0449277665,23.7580434153,0.2156677770,0.3182623991,0.7136987277,0.0000000000,0.6944444444,0.0000000000,0.0000000000,10.9788886165,0
nominal_trigger,35,3671569754381530179,1.1189802096,1,34,2.4008026317,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.5270676233,-14.7563103779,21.1789924759,0.3917197139,0.2671407483,0.5830732084,0.0694444444,0.0000000000,0.5972222222,6.7500000000,11.5775213294,2
robust_reserve,35,3671569754381530179,1.1189802096,0,72,0.7452925846,0.5927278852,0.0000000000,0.0000000000,0.6229764779,20.2974081250,-7.4871205711,13.5585535304,0.7071253712,0.5353723264,0.3140432013,1.0000000000,0.0000000000,0.0555555556,4.1428571429,59.8122963011,1
full_rvcim,35,3671569754381530179,1.1189802096,0,72,0.5134398940,0.6844188582,0.0000000000,0.0000000000,0.8579218874,46.2617070625,-0.2372661334,11.2723455662,0.7825719553,0.6734205310,0.2573221895,1.0000000000,0.0000000000,0.0138888889,3.3333333333,88.1255958828,1
weak_coupling,36,10168816283203937583,1.0368088343,1,24,2.9702009950,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-18.6772595997,-16.6761246426,28.6313168336,0.2046357013,0.1173389693,0.7273649320,0.0000000000,0.7777777778,0.0000000000,0.0000000000,12.1666295873,0
nominal_trigger,36,10168816283203937583,1.0368088343,1,25,2.7934897573,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-21.1481161443,-18.8822465574,27.4736867221,0.3684104167,0.0770259504,0.6773518694,0.0000000000,0.0138888889,0.6388888889,8.0000000000,9.3363200400,2
robust_reserve,36,10168816283203937583,1.0368088343,1,42,1.7614899885,0.3521110144,0.0000000000,0.0207427797,0.1468901370,-15.1566459556,-15.1566459556,17.0668217691,0.6964737126,0.2421163355,0.4504738585,0.5694444444,0.0000000000,0.5277777778,6.0000000000,16.2562150566,3
full_rvcim,36,10168816283203937583,1.0368088343,1,54,1.4114917129,0.4609318866,0.0000000000,0.0209382816,0.3994675211,-12.7057929952,-12.7057929952,14.0129970143,0.7727027303,0.4482918815,0.4280195089,0.7083333333,0.0000000000,0.3611111111,4.1904761905,24.6770685489,1
weak_coupling,37,3715246784138982144,0.9639762873,1,25,2.9916081261,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-15.9739181161,-14.2624268894,25.0719575239,0.2145590351,0.2473237602,0.7657965910,0.0000000000,0.8472222222,0.0000000000,0.0000000000,9.1002111706,0
nominal_trigger,37,3715246784138982144,0.9639762873,1,29,2.7083206147,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-17.0234605667,-15.1995183631,23.3960854529,0.3979085191,0.1365766536,0.6958151235,0.0000000000,0.0277777778,0.6944444444,7.0000000000,9.9850941192,2
robust_reserve,37,3715246784138982144,0.9639762873,1,41,1.6291053601,0.3938083995,0.0000000000,0.1003994501,0.4457440773,-11.5705779335,-11.7364468675,14.8289258118,0.7037132740,0.3883403055,0.4065659729,0.5277777778,0.0000000000,0.4861111111,4.2307692308,17.7303114371,3
full_rvcim,37,3715246784138982144,0.9639762873,1,63,0.9968960994,0.5623188967,0.0000000000,0.0555798815,0.5836294712,-10.1439171789,-10.4837850174,12.6104761394,0.7770241376,0.5107669003,0.3735109359,0.8750000000,0.0000000000,0.1944444444,3.4166666667,29.7527180732,2
weak_coupling,38,119688556055896962,0.9829124537,1,32,2.7008080042,0.0000000000,0.0000000000,0.0000000000,0.1716387236,-15.1373858045,-13.5155230397,27.0175839549,0.2180893027,0.3555169478,0.7591700518,0.0000000000,0.7777777778,0.0000000000,0.0000000000,8.0829389452,0
nominal_trigger,38,119688556055896962,0.9829124537,1,34,2.4431773934,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-15.5834139029,-13.9137624133,25.0630132097,0.4016255938,0.2396605998,0.6852136405,0.0000000000,0.0277777778,0.6666666667,6.5000000000,8.3251453743,2
robust_reserve,38,119688556055896962,0.9829124537,1,60,1.1480807830,0.4532165662,0.0000000000,0.0323665722,0.5969886577,-11.2254232242,-11.2254232242,16.0911681898,0.7050147580,0.5020182187,0.4326133743,0.8333333333,0.0000000000,0.3194444444,3.9230769231,30.3823573806,3
full_rvcim,38,119688556055896962,0.9829124537,0,72,0.6412044047,0.5885532115,0.0000000000,0.0000000000,0.8010521927,20.2259189888,-6.0605447205,12.6621294179,0.7802316105,0.6284583766,0.3503276131,1.0000000000,0.0000000000,0.0416666667,3.3333333333,53.1722777973,1
weak_coupling,39,4077008859411716886,1.0370816304,1,24,3.0458252156,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.0969032882,-14.3722350788,27.8409562575,0.2127490127,0.2338275060,0.7507825149,0.0000000000,0.7777777778,0.0000000000,0.0000000000,8.6252414155,0
nominal_trigger,39,4077008859411716886,1.0370816304,1,28,2.7681185149,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-17.0855529498,-15.2549579909,26.1385982653,0.3912174938,0.1206576594,0.6855041846,0.0000000000,0.0277777778,0.6805555556,7.5000000000,7.8678488610,2
robust_reserve,39,4077008859411716886,1.0370816304,1,45,1.6269959572,0.4050710098,0.0000000000,0.0772541215,0.3950529188,-12.1056369350,-12.1056369350,15.8823128976,0.7020151555,0.3542878360,0.4078454805,0.5694444444,0.0000000000,0.4583333333,4.2000000000,18.8509298651,3
full_rvcim,39,4077008859411716886,1.0370816304,1,66,1.0174474729,0.5570491713,0.0000000000,0.0226737224,0.5483573254,-10.1366478087,-10.7291278352,13.0338379407,0.7755877893,0.4869057108,0.3696313772,0.9166666667,0.0000000000,0.1944444444,3.6000000000,35.2405161452,1
weak_coupling,40,17918939317558261794,1.1048148958,1,32,2.8315033189,0.0000000000,0.0000000000,0.0000000000,0.1247037284,-15.2375604294,-13.6049646691,24.3639201575,0.2177640385,0.3327039988,0.7384716768,0.0000000000,0.7361111111,0.0000000000,0.0000000000,9.2441252088,0
nominal_trigger,40,17918939317558261794,1.1048148958,1,37,2.5227104872,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-15.5570967343,-13.8902649413,22.6144333854,0.3939293754,0.1806216803,0.6642940940,0.0555555556,0.0000000000,0.6388888889,6.5000000000,9.5044222635,2
robust_reserve,40,17918939317558261794,1.1048148958,1,51,1.5277987996,0.3839054629,0.0000000000,0.0602494557,0.3743733403,-11.3024873118,-11.3024873118,15.2442416055,0.7009333195,0.3445229366,0.4359820222,0.6666666667,0.0000000000,0.4444444444,4.2307692308,26.7863268330,3
full_rvcim,40,17918939317558261794,1.1048148958,1,70,0.9199582821,0.5335942223,0.0000000000,0.0159476097,0.5293918899,0.3986435174,-10.1071859536,12.6235788790,0.7756156898,0.4654598936,0.3762242273,0.9722222222,0.0000000000,0.1944444444,3.3333333333,55.2791861078,2
weak_coupling,41,16540202188794968666,1.0059246060,1,29,2.8792852352,0.0000000000,0.0000000000,0.0000000000,0.0759725261,-15.4664389916,-13.8093205282,28.4108873888,0.2160018478,0.3017892648,0.7660463933,0.0000000000,0.8055555556,0.0000000000,0.0000000000,10.4491148013,0
nominal_trigger,41,16540202188794968666,1.0059246060,1,32,2.6261144684,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.2037103382,-14.4675985162,26.6560075383,0.3957279170,0.1542130406,0.7006012195,0.0000000000,0.0416666667,0.6666666667,6.6666666667,11.2479760417,2
robust_reserve,41,16540202188794968666,1.0059246060,1,46,1.5929196965,0.3868872900,0.0000000000,0.0622072299,0.3809652146,-11.4868804923,-11.4868804923,16.8163069274,0.7014712469,0.3539123115,0.4494247074,0.6111111111,0.0000000000,0.4444444444,4.3571428571,23.7809019153,3
full_rvcim,41,16540202188794968666,1.0059246060,1,57,1.2274473926,0.4940264950,0.0000000000,0.0731527667,0.5366301693,-10.2378255110,-10.2378255110,13.7749118610,0.7753705421,0.4845361386,0.4196867057,0.7916666667,0.0000000000,0.2777777778,3.2631578947,32.5767909098,1
weak_coupling,42,3898739026083351265,1.0204515679,1,28,2.8288944110,0.0000000000,0.0000000000,0.0000000000,0.0497663148,-15.5456390091,-13.8800348296,26.2366585741,0.2162145013,0.2978215652,0.7580659180,0.0000000000,0.7916666667,0.0000000000,0.0000000000,10.1807564991,0
nominal_trigger,42,3898739026083351265,1.0204515679,1,34,2.4959657335,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.3398123258,-14.5891181481,24.2762505626,0.3958760354,0.1848996284,0.6792607632,0.0000000000,0.0416666667,0.6388888889,6.7500000000,10.5381500485,2
robust_reserve,42,3898739026083351265,1.0204515679,1,56,1.2852614922,0.4572995874,0.0000000000,0.0288152245,0.3881402273,-11.5400288673,-11.5629165173,15.3094080741,0.7007046653,0.3708807460,0.4167516530,0.7777777778,0.0000000000,0.3472222222,4.1000000000,22.4546131985,3
full_rvcim,42,3898739026083351265,1.0204515679,0,72,0.7615453611,0.5817942414,0.0000000000,0.0000000000,0.5950691736,11.3213575079,-10.3155742815,12.4169312730,0.7769120516,0.5088346957,0.3499728229,1.0000000000,0.0000000000,0.1388888889,3.5714285714,46.1372403008,1
weak_coupling,43,4154649465830934911,0.9514871375,1,20,3.1463483205,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-16.3317416643,-14.5819122003,28.9099941343,0.2080783515,0.1699845071,0.7977716354,0.0000000000,0.8750000000,0.0000000000,0.0000000000,10.2652203187,0
nominal_trigger,43,4154649465830934911,0.9514871375,1,22,2.9374322502,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-17.5855442373,-15.7013787833,26.9888100737,0.3867482924,0.0919124353,0.7332125207,0.0000000000,0.0972222222,0.6805555556,7.2500000000,9.8829301464,2
robust_reserve,43,4154649465830934911,0.9514871375,1,35,1.8775552811,0.2865271971,0.0000000000,0.1102622920,0.3782543008,-12.5908432125,-12.5908432125,15.9713778149,0.7015858550,0.3345917814,0.4344263881,0.4722222222,0.0000000000,0.5833333333,4.6666666667,11.3896227714,3
full_rvcim,43,4154649465830934911,0.9514871375,1,51,1.3889797954,0.4488562144,0.0000000000,0.1371440884,0.5763364415,-11.1716430815,-11.1716430815,13.2552281581,0.7758699181,0.4895444404,0.3991694284,0.6944444444,0.0000000000,0.3888888889,3.7894736842,23.7691279046,2
weak_coupling,44,778103527990850384,1.0487120762,1,35,2.5599463288,0.0000000000,0.0000000000,0.0000000000,0.2215801971,-15.1406534483,-13.5184405788,28.6975594678,0.2193023911,0.3889216453,0.7122478814,0.0000000000,0.6944444444,0.0000000000,0.0000000000,8.9188903240,0
nominal_trigger,44,778103527990850384,1.0487120762,1,39,2.2093388790,0.0618856148,0.0000000000,0.0000000000,0.0021049614,-15.4926854502,-13.8327548663,26.0125185088,0.3957435072,0.2850942235,0.6142887173,0.0277777778,0.0000000000,0.6250000000,6.5000000000,8.9010706779,2
