arm,episode,t,true_boundary,pressure,observed_pressure,biosphere,institution,trust,justice,policy,support,audit,mode,mode_name,estimated_cr,hidden_cr,attempted_capture,effective_capture,cooperation_rate,defective_rate,performative_gap,backlash,irreversible
nominal_trigger,0,16,0.9429685093,0.6669845597,0.6303126916,0.6995591078,0.1327496283,0.2044397343,0.4527047526,0.0623893279,0.1000000000,0.2054325301,0,adaptive_normal,14.2708635135,-2.1398967729,1.0599181458,0.6943564271,0.0331187982,0.9668812018,0.5692306782,0.0949419296,0
nominal_trigger,0,17,0.9429685093,0.6862144736,0.7200696036,0.6904404348,0.1066170113,0.1876882139,0.4410174249,0.0617403549,0.1000000000,0.2064752288,1,precaution,-4.9950598856,-1.8730620562,0.7679911617,0.5034976498,0.3221150273,0.6778849727,0.4447794885,0.0246525263,0
nominal_trigger,0,18,0.9429685093,0.7084683554,0.7146543293,0.6806593121,0.0725517357,0.1656363762,0.4264083933,0.0612379372,0.1000000000,0.2075059305,1,precaution,-1.5807944742,-4.0225320987,1.0651542666,0.6985680744,0.0000000000,1.0000000000,0.5830357869,0.0244284778,0
nominal_trigger,0,19,0.9429685093,0.7405113194,0.7082273967,0.6722144631,0.0393602835,0.1449054829,0.4127936476,0.0606056797,0.1000000000,0.2083331021,1,precaution,6.0937381303,-6.7861897421,1.0450573454,0.6859683332,0.1052194892,0.8947805108,0.5369983617,0.0241465286,0
nominal_trigger,0,20,0.9429685093,0.7605686073,0.7058453997,0.6619198909,0.0052388009,0.1229267987,0.3981770902,0.0599722948,0.1000000000,0.2090678677,1,precaution,16.6676525334,-7.2992635974,1.0596376727,0.6961117053,0.0096041524,0.9903958476,0.5777017738,0.0238640766,1
nominal_trigger,0,21,0.9429685093,0.7963251863,0.8222091395,0.6518738221,0.0000000000,0.1066058743,0.3867691987,0.0593190588,0.1000000000,0.2097127213,2,emergency_braking,-8.6751868151,-8.9187734772,0.7407137513,0.4870909306,0.3596048534,0.6403951466,0.4351339728,0.0235727722,1
nominal_trigger,0,22,0.9429685093,0.8425706070,0.8480493122,0.6413105302,0.0000000000,0.0853440369,0.3725714875,0.0588248388,0.1000000000,0.2103718656,2,emergency_braking,-9.5797906831,-12.1108530717,1.0291461440,0.6772044799,0.0854780295,0.9145219705,0.5543506109,0.0233523795,1
nominal_trigger,0,23,0.9429685093,0.8854816916,0.8851423477,0.6294165954,0.0000000000,0.0635505546,0.3573546665,0.0582706607,0.1000000000,0.2109393220,2,emergency_braking,-10.6247128262,-13.6072019373,1.0417117600,0.6861787847,0.1067405324,0.8932594676,0.5352956882,0.0231052490,1
nominal_trigger,0,24,0.9429685093,0.9332096620,0.8514535291,0.6166326923,0.0000000000,0.0412719904,0.3420211076,0.0577597527,0.1000000000,0.2114711688,2,emergency_braking,-4.5280022044,-14.9889582360,1.0493104696,0.6919909917,0.0335479588,0.9664520412,0.5647963296,0.0228774144,1
nominal_trigger,0,25,0.9429685093,0.9749581324,0.9750843025,0.6029326756,0.0000000000,0.0186191907,0.3262200051,0.0572899439,0.1000000000,0.2119704853,2,emergency_braking,-13.2077966126,-15.2423976086,1.0502418434,0.6934416269,0.0390448295,0.9609551705,0.5687398497,0.0226679076,1
nominal_trigger,0,26,0.9429685093,1.0206518187,1.0046388055,0.5914652700,0.0000000000,0.0000000000,0.3124413899,0.0568601127,0.1000000000,0.2124402794,2,emergency_braking,-13.6260941792,-15.2612254807,1.0557559168,0.6979764412,0.0100836828,0.9899163172,0.5775053606,0.0224762285,1
nominal_trigger,0,27,0.9429685093,1.0630619796,1.0503429370,0.5778491592,0.0000000000,0.0000000000,0.3020166099,0.0564648815,0.1000000000,0.2128816808,2,emergency_braking,-12.4546425636,-13.9491996712,0.5889685706,0.3898017395,0.3721167159,0.6278832841,0.3947526211,0.0222999789,1
nominal_trigger,0,28,0.9429685093,1.1097918539,1.0408776995,0.5641452274,0.0000000000,0.0000000000,0.2871363875,0.0562942104,0.1000000000,0.2133566525,2,emergency_braking,-13.6056818699,-15.2383636943,1.0459776771,0.6927508833,0.0378503424,0.9621496576,0.5679766281,0.0222238697,1
nominal_trigger,0,29,0.9429685093,1.1645027459,1.0905746559,0.5497664423,0.0000000000,0.0000000000,0.2687765551,0.0986553243,0.1187307558,0.2242815618,2,emergency_braking,-14.0020631041,-15.6823106765,1.1367058501,0.7452576603,0.0213101321,0.9786898679,0.5683231692,0.1111641882,1
nominal_trigger,0,30,0.9429685093,1.2120387577,1.2123053677,0.5363261810,0.0000000000,0.0000000000,0.2495345300,0.1366992961,0.1355526069,0.2340930824,2,emergency_braking,-14.2187914104,-15.9250463797,1.2184068035,0.7919315586,0.0252657820,0.9747342180,0.5605331700,0.1285740339,1
nominal_trigger,0,31,0.9429685093,1.2540955024,1.2106119612,0.5230084354,0.0000000000,0.0000000000,0.2345647415,0.1716679206,0.1510146358,0.2431114725,2,emergency_braking,-13.0590607474,-14.6261480371,0.7368186489,0.4751898258,0.3734396828,0.6265603172,0.3820083734,0.1480777828,1
nominal_trigger,0,32,0.9429685093,1.2916370842,1.2699454440,0.5099266568,0.0000000000,0.0000000000,0.2184150922,0.2096151868,0.1677937266,0.2528980527,2,emergency_braking,-13.1879993003,-14.7705592164,0.7780399770,0.4971972366,0.4105846087,0.5894153913,0.3600914490,0.1681901776,1
nominal_trigger,0,33,0.9429685093,1.3387342604,1.3064343113,0.4935598364,0.0000000000,0.0000000000,0.1926515829,0.2446825383,0.1832994095,0.2619419045,2,emergency_braking,-14.8180744165,-16.5962433465,1.4441897348,0.9152587051,0.0149707410,0.9850292590,0.5516695179,0.1865806758,1
nominal_trigger,0,34,0.9429685093,1.3793227715,1.3416039691,0.4800043392,0.0000000000,0.0000000000,0.1716834874,0.2716337542,0.1952163918,0.2688926091,2,emergency_braking,-14.0193675568,-15.7016916636,1.1039464341,0.6960795120,0.2697504625,0.7302495375,0.4405937038,0.2017711367,1
nominal_trigger,0,35,0.9429685093,1.4237336225,1.4233020044,0.4676997898,0.0000000000,0.0000000000,0.1506471916,0.3000034321,0.2077605735,0.2762091343,2,emergency_braking,-14.1322656414,-15.8281375184,1.1437346452,0.7168307404,0.3088840562,0.6911159438,0.4164489991,0.2168841445,1
nominal_trigger,0,36,0.9429685093,1.4668419240,1.4440257384,0.4522801526,0.0000000000,0.0000000000,0.1271217487,0.3264271519,0.2194443136,0.2830237979,2,emergency_braking,-14.2129038332,-15.9184522932,1.1708043448,0.7297596433,0.2664463166,0.7335536834,0.4462954879,0.2308696350,1
nominal_trigger,0,37,0.9429685093,1.5162602702,1.4994578136,0.4353516736,0.0000000000,0.0000000000,0.1017970963,0.3511536725,0.2303776054,0.2894007547,2,emergency_braking,-14.3503521312,-16.0723943869,1.2221081120,0.7580709614,0.2357730020,0.7642269980,0.4546510838,0.2441298877,1
nominal_trigger,0,38,0.9429685093,1.5550423707,1.5248141457,0.4199938836,0.0000000000,0.0000000000,0.0768729311,0.3741399500,0.2405414163,0.2953289038,2,emergency_braking,-14.3560625044,-16.0787900049,1.2176846450,0.7521734347,0.3575341398,0.6424658602,0.4058886001,0.2566194311,1
nominal_trigger,0,39,0.9429685093,1.6078653817,1.5341693029,0.4010089124,0.0000000000,0.0000000000,0.0440406903,0.3958827339,0.2501553934,0.3009363564,2,emergency_braking,-15.6047587848,-17.4773298390,1.7451805163,1.0738155897,0.0547568417,0.9452431583,0.5241526841,0.2683680447,1
nominal_trigger,0,40,0.9429685093,1.6527027169,1.6604766501,0.3819283929,0.0000000000,0.0000000000,0.0103993108,0.4132616527,0.2578398061,0.3054183706,2,emergency_braking,-15.6736516505,-17.5544898485,1.7678069222,1.0856987031,0.1247499045,0.8752500955,0.4895834525,0.2789362948,1
nominal_trigger,0,41,0.9429685093,1.6993689085,1.6795845235,0.3665422483,0.0000000000,0.0000000000,0.0000000000,0.4296970409,0.2651070193,0.3096570487,2,emergency_braking,-14.7168322810,-16.4828521548,1.3501303919,0.8279003106,0.2503456298,0.7496543702,0.4298650050,0.2890972364,1
nominal_trigger,0,42,0.9429685093,1.7322890078,1.7093227664,0.3498276039,0.0000000000,0.0000000000,0.0000000000,0.4476314227,0.2730370404,0.3142823164,2,emergency_braking,-14.7397564373,-16.5085272097,1.3576827183,0.8289643411,0.2677075248,0.7322924752,0.4395793311,0.2974510518,1
nominal_trigger,0,43,0.9429685093,1.7617272852,1.7263683315,0.3343419951,0.0000000000,0.0000000000,0.0000000000,0.4646004136,0.2805401959,0.3186586104,2,emergency_braking,-13.9893711657,-15.6680957056,1.0327796561,0.6274202041,0.4764923293,0.5235076707,0.3250035143,0.3042724378,1
nominal_trigger,0,44,0.9429685093,1.8064819001,1.8538954962,0.3150784953,0.0000000000,0.0000000000,0.0000000000,0.4822705941,0.2883533955,0.3232157408,2,emergency_braking,-16.0526836707,-17.9790057112,1.9297774643,1.1662136038,0.0427348564,0.9572651436,0.5161076179,0.3112735933,1
nominal_trigger,0,45,0.9429685093,1.8472515213,1.8721412239,0.2984022923,0.0000000000,0.0000000000,0.0000000000,0.4948962133,0.2939360482,0.3264718814,2,emergency_braking,-13.7556753557,-15.4063563984,0.9281218550,0.5587854422,0.4714772405,0.5285227595,0.3465708684,0.3162122216,1
nominal_trigger,0,46,0.9429685093,1.8988576291,1.7927134723,0.2792403672,0.0000000000,0.0000000000,0.0000000000,0.5113075602,0.3011926311,0.3307043592,2,emergency_braking,-16.1636361583,-18.1032724973,1.9840028081,1.1886678412,0.0470425732,0.9529574268,0.5138787620,0.3225521803,1
nominal_trigger,0,47,0.9429685093,1.9307920480,1.9019529850,0.2609158486,0.0000000000,0.0000000000,0.0000000000,0.5225161441,0.3061487153,0.3335950472,2,emergency_braking,-14.2026516319,-15.9069698278,1.1221366309,0.6700596720,0.4713450982,0.5286549018,0.3153433711,0.3268305889,1
nominal_trigger,0,48,0.9429685093,1.9784855780,1.9402345661,0.2408106902,0.0000000000,0.0000000000,0.0000000000,0.5365793824,0.3123670382,0.3372219491,2,emergency_braking,-16.2690224119,-18.2213051013,2.0359980303,1.2106642767,0.0446731590,0.9553268410,0.5109928123,0.3321393568,1
nominal_trigger,0,49,0.9429685093,2.0287498346,2.0018068850,0.2207029216,0.0000000000,0.0000000000,0.0000000000,0.5465737506,0.3167862343,0.3397994914,2,emergency_braking,-16.2936692966,-18.2489096122,2.0492506683,1.2149155830,0.0500366980,0.9499633020,0.5075239529,0.3358720479,1
nominal_trigger,0,50,0.9429685093,2.0708824085,1.9851679461,0.2023921492,0.0000000000,0.0000000000,0.0000000000,0.5561232950,0.3210087433,0.3422623140,2,emergency_braking,-15.1437244595,-16.9609713946,1.5396262858,0.9101812905,0.2742578107,0.7257421893,0.4132134863,0.3394074734,1
nominal_trigger,0,51,0.9429685093,2.0991802836,2.0655385813,0.1855536517,0.0000000000,0.0000000000,0.0000000000,0.5669712218,0.3258053563,0.3450599887,2,emergency_braking,-13.1283947087,-14.7038020738,0.6405481303,0.3774476309,0.6660701043,0.3339298957,0.2339234974,0.3433866745,1
nominal_trigger,0,52,0.9429685093,2.1399224531,2.0788465815,0.1676171085,0.0000000000,0.0000000000,0.0000000000,0.5801036397,0.3316120995,0.3484468324,2,emergency_braking,-13.1970810833,-14.7807308133,0.6689990222,0.3926676867,0.5886264574,0.4113735426,0.2683778929,0.3481513324,1
nominal_trigger,0,53,0.9429685093,2.1702482178,2.1549552563,0.1465530784,0.0000000000,0.0000000000,0.0000000000,0.5923348991,0.3370203788,0.3516012679,2,emergency_braking,-14.4870108252,-16.2254521242,1.2474153368,0.7294934702,0.3346062116,0.6653937884,0.3637794829,0.3525372851,1
nominal_trigger,0,54,0.9429685093,2.2177317198,2.2117220300,0.1283805031,0.0000000000,0.0000000000,0.0000000000,0.6022364565,0.3413985369,0.3541548744,2,emergency_braking,-13.1136394036,-14.6872761321,0.6276615618,0.3659725181,0.6536872450,0.3463127550,0.2485232661,0.3560512835,1
nominal_trigger,0,55,0.9429685093,2.2592831524,2.2316539018,0.1072326628,0.0000000000,0.0000000000,0.0000000000,0.6132074878,0.3462495828,0.3569842977,2,emergency_braking,-15.2661913798,-17.0981343454,1.6004553154,0.9301206357,0.3392516538,0.6607483462,0.3837418229,0.3599066322,1
nominal_trigger,0,56,0.9429685093,2.2918946656,2.2312156878,0.0862448872,0.0000000000,0.0000000000,0.0000000000,0.6211618409,0.3497667483,0.3590357212,2,emergency_braking,-14.5016762358,-16.2418773841,1.2543976669,0.7272700300,0.4325895245,0.5674104755,0.3265887401,0.3626767731,1
nominal_trigger,0,57,0.9429685093,2.3241877951,2.2951650199,0.0703684279,0.0000000000,0.0000000000,0.0000000000,0.6295278722,0.3534659449,0.3611933163,2,emergency_braking,-11.9753015535,-13.4123377399,0.1049573129,0.0606993254,0.8093443184,0.1906556816,0.1848595373,0.3655675067,1
nominal_trigger,0,58,0.9429685093,2.3684235124,2.3049899533,0.0510388466,0.0000000000,0.0000000000,0.0000000000,0.6399253451,0.3580633812,0.3638748192,2,emergency_braking,-15.3137550627,-17.1514056703,1.6254367941,0.9371019452,0.3445827072,0.6554172928,0.3911314618,0.3691276251,1
nominal_trigger,0,59,0.9429685093,2.4179228537,2.4287282910,0.0258388175,0.0000000000,0.0000000000,0.0000000000,0.6465644587,0.3609989890,0.3655870431,2,emergency_braking,-16.7208025261,-18.7272988293,2.2698617695,1.3060234788,0.0427348564,0.9572651436,0.4973017157,0.3713820049,1
nominal_trigger,0,60,0.9429685093,2.4510065459,2.4533119305,0.0052912320,0.0000000000,0.0000000000,0.0000000000,0.6516705322,0.3632567346,0.3669038969,2,emergency_braking,-13.2592885921,-14.8504032232,0.6859299919,0.3940631156,0.6666097833,0.3333902167,0.2310271867,0.3731058210,1
nominal_trigger,0,61,0.9429685093,2.5043233397,2.4450537258,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6594646833,0.3667030637,0.3689140044,2,emergency_braking,-16.7112458633,-18.7165953669,2.2697330548,1.3009017788,0.0840829220,0.9159170780,0.4823843027,0.3757203627,1
nominal_trigger,0,62,0.9429685093,2.5394158225,2.4530347054,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6640868112,0.3687468237,0.3701060488,2,emergency_braking,-12.0331890056,-13.4771716863,0.1203934196,0.0689079985,0.7820552456,0.2179447544,0.1923358811,0.3772612785,1
nominal_trigger,0,63,0.9429685093,2.5855081110,2.5453298215,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6720470903,0.3722666094,0.3721590006,2,emergency_braking,-15.3846301935,-17.2307858167,1.6625178170,0.9492807909,0.3505779089,0.6494220911,0.3818123013,0.3798983525,1
nominal_trigger,0,64,0.9429685093,2.6131569417,2.5504643663,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6771161938,0.3745080080,0.3734663198,2,emergency_braking,-14.0580679529,-15.7450361072,1.0509742060,0.5991822512,0.6030970325,0.3969029675,0.2854570046,0.3815666231,1
nominal_trigger,0,65,0.9429685093,2.6581141345,2.6256104919,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6828311517,0.3770349831,0.3749402045,2,emergency_braking,-14.6632854003,-16.4228796483,1.3306422738,0.7573249200,0.4328532089,0.5671467911,0.3238456154,0.3834371672,1
nominal_trigger,0,66,0.9429685093,2.7100100488,2.6632560535,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6878480325,0.3792532905,0.3762340554,2,emergency_braking,-16.8112740771,-18.8286269664,2.3255996202,1.3216026448,0.1331091872,0.8668908128,0.4562912048,0.3850702448,1
nominal_trigger,0,67,0.9429685093,2.7506387010,2.7014472476,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6913257535,0.3807910296,0.3771309579,2,emergency_braking,-13.3451627118,-14.9465822372,0.7200925297,0.4087898876,0.5951170435,0.4048829565,0.2685840242,0.3861973725,1
nominal_trigger,0,68,0.9429685093,2.7909051673,2.7699969839,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.6966599012,0.3831496224,0.3785066318,2,emergency_braking,-13.3724192486,-14.9771095585,0.7320765462,0.4149269923,0.5807631424,0.4192368576,0.2743041430,0.3879183263,1
nominal_trigger,0,69,0.9429685093,2.8254868730,2.8552061412,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.7016582285,0.3853597260,0.3797956978,2,emergency_braking,-11.9617701506,-13.3971825687,0.0755183690,0.0427380672,0.9101711651,0.0898288349,0.1444982101,0.3895223195,1
nominal_trigger,0,70,0.9429685093,2.8728474706,2.8148790859,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.7070704267,0.3877528302,0.3811915009,2,emergency_braking,-16.8793781909,-18.9049035739,2.3642209676,1.3358054661,0.1150685912,0.8849314088,0.4621220177,0.3912497275,1
nominal_trigger,0,71,0.9429685093,2.9074015071,2.8946460634,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.7097925958,0.3889564880,0.3818935469,2,emergency_braking,-15.5056301082,-17.3663057212,1.7248756510,0.9737718732,0.3544027055,0.6455972945,0.3815606053,0.3921148668,1
robust_reserve,0,0,0.9429685093,0.3244860858,0.3117323965,0.8154500868,0.6203072919,0.6717585908,0.6714852022,0.1261000000,0.1700000000,0.4857376000,1,precaution,45.0283903914,35.5983012920,1.1782816847,0.3763399815,0.1186297035,0.8813702965,0.4561743358,0.1205051625,0
robust_reserve,0,1,0.9429685093,0.3419414815,0.2481745744,0.8095027149,0.6002317858,0.6431718580,0.6622634758,0.1231232343,0.1700000000,0.5015644289,1,precaution,162.0195876659,30.8814518116,1.1717635893,0.3723976220,0.1044442005,0.8955557995,0.4466308627,0.1195876964,0
robust_reserve,0,2,0.9429685093,0.3603039013,0.3504676421,0.8026235574,0.5798463920,0.6141912332,0.6527782206,0.1208290703,0.1700000000,0.5138248248,1,precaution,12.7099126161,26.9232758333,1.1764923620,0.3726544079,0.0514629723,0.9485370277,0.4631696514,0.1188806142,0
robust_reserve,0,3,0.9429685093,0.3676299099,0.3877272783,0.7998606302,0.5709224149,0.5938718205,0.6494895892,0.1190373616,0.1700000000,0.5233401717,1,precaution,8.5237804415,34.4799640058,0.3695430871,0.1168030707,0.5520133540,0.4479866460,0.2693004416,0.1183283934,0
robust_reserve,0,4,0.9429685093,0.3912876237,0.4232409312,0.7922227224,0.5502141814,0.5648001828,0.6397736499,0.1178642596,0.1700000000,0.5316073290,1,precaution,4.6525817166,23.7479216911,1.1720829231,0.3694260314,0.0513631612,0.9486368388,0.4583835878,0.1179668327,0
robust_reserve,0,5,0.9429685093,0.4036330150,0.4567443621,0.7862788696,0.5339776415,0.5406217364,0.6314093518,0.2227708643,0.2483581216,0.5533853959,1,precaution,3.3553427269,26.0253283511,0.7983541465,0.2482126073,0.3674919660,0.6325080340,0.3202541208,0.1369993536,0
robust_reserve,0,6,0.9429685093,0.4191068600,0.4211743652,0.7818479758,0.5137049928,0.5154034758,0.6221064396,0.3089486312,0.3127270711,0.5712754533,1,precaution,29.8725755280,24.2898656159,1.1383337449,0.3499037403,0.2933950494,0.7066049506,0.3621787776,0.1492250616,0
robust_reserve,0,7,0.9429685093,0.4317782380,0.3720963241,0.7806749861,0.5018434347,0.4971087960,0.6170228474,0.3732151018,0.3607297676,0.5846168391,1,precaution,127.1218338743,26.0192720562,0.4950648957,0.1509513786,0.6856823856,0.3143176144,0.2151091397,0.1588378366,0
robust_reserve,0,8,0.9429685093,0.4424894905,0.4094749592,0.7746188319,0.4815406435,0.4732508925,0.6063187659,0.4283471044,0.4019096359,0.5960619569,1,precaution,61.3302945651,27.4803602386,1.0201738503,0.3087266466,0.4239609756,0.5760390244,0.2930036837,0.1663698729,0
robust_reserve,0,9,0.9429685093,0.4596892024,0.4354623143,0.7699653895,0.4512303859,0.4446125171,0.5931297617,0.4686528139,0.4320152684,0.6044292131,1,precaution,23.0159609330,22.1509131492,1.8784797846,0.5660300222,0.1175892923,0.8824107077,0.3954529125,0.1710800460,0
robust_reserve,0,10,0.9429685093,0.4814299635,0.4792784661,0.7641363026,0.4254122542,0.4186725498,0.5805076565,0.4970817401,0.4532497490,0.6103309107,1,precaution,6.4610526990,17.0156724272,1.4189626326,0.4266924690,0.3537700116,0.6462299884,0.3215973038,0.1739977661,0
robust_reserve,0,11,0.9429685093,0.4924181857,0.4631637616,0.7573376238,0.3994098625,0.3928750648,0.5674451408,0.5215611283,0.4715341923,0.6154127047,1,precaution,26.8008109795,19.4049915254,1.3841065669,0.4155624485,0.4285260232,0.5714739768,0.3090025106,0.1762420187,0
robust_reserve,0,12,0.9429685093,0.5029389672,0.5487180105,0.7536310621,0.3838789705,0.3741928910,0.5604286224,0.5413791212,0.4863368895,0.6195268172,2,emergency_braking,-0.6343992881,22.4877133419,0.6136597805,0.1841030031,0.6223547270,0.3776452730,0.2314552118,0.1778771826,0
robust_reserve,0,13,0.9429685093,0.5067020798,0.5060839659,0.7506651480,0.3745158681,0.3594052586,0.5557371871,0.5591386284,0.4996020374,0.6232135987,1,precaution,24.4239809149,31.7154059825,0.0852444018,0.0255345323,0.8472958271,0.1527041729,0.1613773927,0.1792043497,0
robust_reserve,0,14,0.9429685093,0.5190407264,0.5318804042,0.7446143863,0.3506414387,0.3360118060,0.5447524535,0.5744019415,0.5110026975,0.6263821834,1,precaution,10.6983795816,27.3217188217,1.2112303502,0.3622460571,0.3855670033,0.6144329967,0.2947653852,0.1802406329,0
robust_reserve,0,15,0.9429685093,0.5182764398,0.5471864372,0.7423470321,0.3410842140,0.3218504953,0.5404547154,0.5850235998,0.5189363562,0.6285871845,1,precaution,10.8743461580,46.6882236268,0.0818671002,0.0244911393,0.8836682579,0.1163317421,0.1470306576,0.1809048600,0
robust_reserve,0,16,0.9429685093,0.5232046086,0.5132248634,0.7390754723,0.3202107607,0.3012358172,0.5317236137,0.5950201253,0.5264030830,0.6306624114,1,precaution,85.6251138635,51.3665368579,0.9847991927,0.2943676250,0.5845335313,0.4154664687,0.2493274628,0.1814873263,0
robust_reserve,0,17,0.9429685093,0.5212963145,0.5767631346,0.7367336964,0.3104452516,0.2873647280,0.5273635276,0.6022430176,0.5317980939,0.6321618463,1,precaution,4.8262878625,91.5041811317,0.0605998788,0.0181214594,0.9224153856,0.0775846144,0.1337904049,0.1818824345,0
robust_reserve,0,18,0.9429685093,0.5313953779,0.5633795420,0.7309576146,0.2853932084,0.2641987614,0.5167562706,0.6088825261,0.5367573566,0.6335401739,1,precaution,19.2691605734,58.2041442412,1.2729834062,0.3805592533,0.3369741877,0.6630258123,0.3032520822,0.1822265766,0
robust_reserve,0,19,0.9429685093,0.5444947585,0.5395613809,0.7289825829,0.2684556517,0.2467633748,0.5105692003,0.6135146356,0.5402172284,0.6345017757,1,precaution,78.3588412337,39.0264113867,0.6583562059,0.1970446316,0.6687071228,0.3312928772,0.2063769521,0.1824558618,0
robust_reserve,0,20,0.9429685093,0.5434942474,0.5166181516,0.7260118237,0.2512555456,0.2290411772,0.5037458388,0.6176620492,0.5433150651,0.6353627573,1,precaution,84.9006717206,64.2102732346,0.6318060003,0.1891823395,0.6844279647,0.3155720353,0.2028912755,0.1826536171,0
robust_reserve,0,21,0.9429685093,0.5379121032,0.5847346464,0.7236393872,0.2413502900,0.2157413278,0.4996483150,0.6210953869,0.5458795356,0.6360755004,1,precaution,7.7790883716,106.2894547571,0.0145292121,0.0043534291,0.9572043762,0.0427956238,0.1211653321,0.1828119361,0
robust_reserve,0,22,0.9429685093,0.5494261340,0.5799175340,0.7189382871,0.2164812032,0.1936227092,0.4894538723,0.6241632189,0.5481709981,0.6367123664,1,precaution,17.9520306256,69.1161072640,1.2012509261,0.3600214395,0.5016079306,0.4983920694,0.2621451586,0.1829492720,0
robust_reserve,0,23,0.9429685093,0.5587590587,0.5836426846,0.7128059789,0.1903729448,0.1706288679,0.4781497941,0.6263409748,0.5497976342,0.6371644572,1,precaution,23.6918201357,50.4739219803,1.2439223972,0.3733635999,0.4683479164,0.5316520836,0.2649795729,0.1830443974,0
robust_reserve,0,24,0.9429685093,0.5728200259,0.5164791552,0.7061199974,0.1639135207,0.1473852468,0.4667796869,0.6281445714,0.5511447986,0.6375388745,1,precaution,83.9303087764,31.9219012319,1.2519721651,0.3764363293,0.4270844766,0.5729155234,0.2808826258,0.1831216929,0
robust_reserve,0,25,0.9429685093,0.5688323186,0.5984465501,0.7027631067,0.1522566787,0.1333716855,0.4620230806,0.6296512851,0.5522702115,0.6378516605,1,precaution,7.8777586166,67.9633877611,0.0783587458,0.0236031451,0.9062570327,0.0937429673,0.1347644829,0.1831852326,0
robust_reserve,0,26,0.9429685093,0.5751762937,0.5867671318,0.6998261347,0.1338243530,0.1158098670,0.4557779684,0.6311286181,0.5533736792,0.6381583471,1,precaution,30.1240800633,59.1954863429,0.6752076255,0.2035115245,0.6466104183,0.3533895817,0.2186190762,0.1832466206,0
robust_reserve,0,27,0.9429685093,0.5772030225,0.5810357189,0.6954830000,0.1219497145,0.1015174192,0.4505290985,0.6322829765,0.5542359066,0.6383979859,1,precaution,66.8791499883,75.2856894004,0.0430607287,0.0129909901,0.9226875732,0.0773124268,0.1397364446,0.1832939591,0
robust_reserve,0,28,0.9429685093,0.5896871476,0.5460945127,0.6895037881,0.0949318908,0.0786628316,0.4395416135,0.6333401991,0.5550255803,0.6386174599,1,precaution,75.2673337464,40.9112837625,1.2592081368,0.3801862927,0.4551921024,0.5448078976,0.2698063447,0.1833368302,0
robust_reserve,0,29,0.9429685093,0.6065814666,0.5603936865,0.6843776268,0.0706994745,0.0575540424,0.4298694886,0.6341022741,0.5555947986,0.6387756627,1,precaution,71.4086910300,23.1726939383,1.0240730062,0.3097712716,0.5777107148,0.4222892852,0.2486619598,0.1833674458,0
robust_reserve,0,30,0.9429685093,0.6168062469,0.6461338874,0.6803675577,0.0466615022,0.0369883734,0.4211265934,0.6347697722,0.5560933744,0.6389142318,2,emergency_braking,-2.9650998236,21.6176281321,1.0339782677,0.3132833249,0.5644214865,0.4355785135,0.2528462827,0.1833940644,0
robust_reserve,0,31,0.9429685093,0.6204429236,0.5959146772,0.6771843210,0.0342457743,0.0232254398,0.4169835306,0.6353375768,0.5565174860,0.6390321051,1,precaution,62.3382959535,30.0362758997,0.0850281946,0.0258011616,0.8780715763,0.1219284237,0.1494272383,0.1834165621,0
robust_reserve,0,32,0.9429685093,0.6315997678,0.6252863703,0.6707176304,0.0062301496,0.0002067538,0.4058384625,0.6358889837,0.5569293495,0.6391465743,1,precaution,10.1162425865,23.0424778238,1.2722471306,0.3863102651,0.4437760801,0.5562239199,0.2716662598,0.1834382824,0
robust_reserve,0,33,0.9429685093,0.6474409870,0.6464093900,0.6627186383,0.0000000000,0.0000000000,0.3940966159,0.6362925141,0.5572307594,0.6392303452,1,precaution,3.2175897702,15.0118439785,1.3016857090,0.3960270451,0.3433180664,0.6566819336,0.3012842793,0.1834540980,0
robust_reserve,0,34,0.9429685093,0.6633260337,0.6467212700,0.6559985134,0.0000000000,0.0000000000,0.3812652553,0.6366508558,0.5574984164,0.6393047350,1,precaution,8.9229803517,10.1426989973,1.6532196367,0.5040289952,0.2874308951,0.7125691049,0.3317739378,0.1834680859,0
robust_reserve,0,35,0.9429685093,0.6741450168,0.6985891449,0.6535384004,0.0000000000,0.0000000000,0.3753446768,0.6369603561,0.5577295921,0.6393689857,2,emergency_braking,-4.2177603841,11.4316278985,0.6840368566,0.2090272287,0.6761537871,0.3238462129,0.2029095080,0.1834801246,0
robust_reserve,0,36,0.9429685093,0.6847177869,0.6857207945,0.6479062517,0.0000000000,0.0000000000,0.3657199872,0.6372764693,0.5579657072,0.6394346091,1,precaution,2.5279791809,10.8984403679,1.0230375642,0.3129420744,0.5817824127,0.4182175873,0.2485915616,0.1834923795,0
